@relation 'train_RF.arff-weka.filters.unsupervised.attribute.Remove-R1-3,11-12,25-28,33-35,37-weka.filters.unsupervised.attribute.AddExpression-Ea12-a1-Ndiff1_x-weka.filters.unsupervised.attribute.AddExpression-Ea14-a1-Ndiff2_x-weka.filters.unsupervised.attribute.AddExpression-Ea16-a1-Ndiff3_x-weka.filters.unsupervised.attribute.AddExpression-Ea18-a1-Ndiff4_x-weka.filters.unsupervised.attribute.AddExpression-Ea13-a2-Ndiff1_y-weka.filters.unsupervised.attribute.AddExpression-Ea15-a2-Ndiff2_y-weka.filters.unsupervised.attribute.AddExpression-Ea17-a2-Ndiff3_y-weka.filters.unsupervised.attribute.AddExpression-Ea19-a2-Ndiff4_y-weka.filters.unsupervised.attribute.Remove-R12-23-weka.filters.unsupervised.attribute.Reorder-Rfirst-11,13-last,12'

@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute legal_Stop {False,True}
@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute diff1_x numeric
@attribute diff2_x numeric
@attribute diff3_x numeric
@attribute diff4_x numeric
@attribute diff1_y numeric
@attribute diff2_y numeric
@attribute diff3_y numeric
@attribute diff4_y numeric
@attribute pacman_action {East,North,South,Stop,West,None}

@data
16,15,False,False,True,True,True,True,True,False,True,-4,1,-10,-4,-2,0,-14,-2,East
17,15,False,False,True,True,True,True,False,False,True,-6,-13,-11,-5,-2,-14,-14,-2,West
16,15,False,False,True,True,True,True,False,False,True,-5,-11,-11,-3,-2,-14,-14,-2,West
15,15,True,False,True,True,True,True,False,False,True,-5,-11,-10,-2,-2,-14,-14,-1,West
14,15,False,True,True,True,True,True,False,False,True,-4,-11,-8,0,-2,-14,-14,-1,South
14,14,True,True,False,True,True,True,False,False,True,-3,-12,-8,0,-1,-13,-13,-1,South
14,13,True,False,True,True,True,True,False,False,True,-4,-11,-8,-1,0,-12,-12,0,Stop
14,13,True,False,True,True,True,True,False,False,True,-4,-11,-7,-2,0,-12,-12,0,West
13,13,True,False,True,True,True,True,False,False,False,-2,-10,-7,-6,0,-12,-12,-12,West
1,6,False,True,True,False,True,True,True,True,True,5,7,10,15,-2,0,-3,0,Stop
1,6,False,True,True,False,True,True,True,True,True,5,7,10,15,-2,0,-3,0,Stop
1,6,False,True,True,False,True,True,True,True,True,5,7,11,15,-3,0,-3,-1,Stop
1,6,False,True,True,False,True,True,True,True,True,4,7,11,15,-3,0,-2,-1,Stop
1,6,False,True,True,False,True,True,True,True,True,4,6,12,15,-2,0,-2,-2,East
2,6,False,False,True,True,True,True,True,True,True,3,5,10,14,-3,-1,-2,-2,East
3,6,False,False,True,True,True,True,True,True,True,2,4,9,13,-3,0,-3,-1,East
4,6,False,False,True,True,True,True,True,True,True,1,4,7,12,-2,0,-3,-1,East
5,6,False,False,True,True,True,True,True,True,True,1,2,6,11,-2,0,-2,-1,East
6,6,False,False,True,True,True,True,True,True,True,0,1,4,10,-2,0,-2,0,East
7,6,False,True,True,True,True,True,False,True,True,0,-4,4,8,-2,-5,-2,0,South
7,5,True,True,False,False,True,True,False,True,True,0,-4,4,8,-2,-4,-1,1,South
7,4,True,True,True,True,True,False,False,True,True,-6,-4,4,9,-3,-3,-1,2,West
6,4,False,True,True,True,True,False,False,True,True,-5,-3,5,10,-3,-3,0,1,West
5,4,False,True,True,True,True,False,False,True,True,-4,-2,7,11,-3,-3,0,1,East
6,4,False,True,True,True,True,False,False,True,True,-5,-3,6,10,-3,-3,-1,2,East
7,4,True,True,True,True,True,False,False,True,True,-6,-4,6,9,-3,-3,-1,2,East
8,4,False,True,True,True,True,False,False,True,True,-7,-5,5,9,-3,-3,-1,2,East
9,4,False,True,True,True,True,False,False,True,True,-8,-6,5,7,-3,-3,-1,2,East
10,4,False,True,True,True,True,False,False,True,True,-9,-7,3,6,-3,-3,-1,2,East
11,4,False,True,True,True,True,False,False,True,True,-10,-8,3,5,-3,-3,-1,1,East
12,4,False,True,True,True,True,False,False,True,True,-11,-9,1,4,-3,-3,-1,0,East
13,4,False,True,True,True,True,False,False,False,True,-12,-10,-8,4,-3,-3,-3,0,East
14,4,True,True,True,True,True,False,False,False,True,-13,-11,-9,3,-3,-3,-3,0,East
15,4,False,True,True,True,True,False,False,False,True,-14,-12,-10,2,-3,-3,-3,-1,East
16,4,True,True,True,True,True,False,False,False,True,-15,-13,-11,1,-3,-3,-3,0,East
1,6,False,True,True,False,True,True,True,True,True,5,7,10,15,-2,0,-3,0,Stop
1,6,False,True,True,False,True,True,True,True,True,6,7,11,15,-2,0,-3,0,Stop
1,6,False,True,True,False,True,True,True,True,True,5,6,11,15,-2,0,-2,-1,Stop
1,6,False,True,True,False,True,True,True,True,True,6,6,11,15,-2,0,-2,0,East
2,6,False,False,True,True,True,True,True,True,True,5,6,9,14,-2,0,-2,-1,East
3,6,False,False,True,True,True,True,True,True,True,4,6,7,13,-2,0,-2,0,East
4,6,False,False,True,True,True,True,True,True,True,2,6,7,11,-2,0,-2,0,East
5,6,False,False,True,True,True,True,True,True,True,0,6,5,11,-2,0,-2,0,East
6,6,False,False,True,True,True,True,True,True,True,-2,4,3,11,-2,0,-2,0,East
7,6,False,True,True,True,True,True,True,True,True,-2,3,3,9,-2,0,-2,0,East
8,6,False,False,True,True,True,True,True,True,True,-3,2,1,7,-2,0,-2,0,East
9,6,False,False,True,True,True,True,False,True,True,-3,-6,0,5,-2,-5,-2,0,East
10,6,False,False,True,True,True,True,False,True,True,-4,-7,0,4,-2,-5,-2,-1,East
11,6,False,False,True,True,True,True,False,True,True,-6,-8,0,3,-2,-5,-2,0,East
12,6,False,False,True,True,True,True,False,True,True,-7,-9,-2,1,-2,-5,-2,0,East
13,6,False,False,True,True,True,True,False,True,True,-8,-10,-3,1,-2,-5,-3,0,East
14,6,False,True,True,True,True,True,False,True,True,-9,-11,-4,0,-3,-5,-2,-1,West
13,6,False,False,True,True,True,True,False,True,True,-9,-10,-3,1,-3,-5,-2,-1,West
12,6,False,False,True,True,True,True,False,True,True,-7,-9,-1,2,-3,-5,-2,-1,West
11,6,False,False,True,True,True,True,False,True,True,-5,-8,-1,3,-3,-5,-2,-2,West
10,6,False,False,True,True,True,True,False,True,True,-3,-7,0,4,-3,-5,-3,-2,East
11,6,False,False,True,True,True,True,False,True,True,-4,-8,-1,4,-3,-5,-2,-2,East
12,6,False,False,True,True,True,True,False,True,True,-4,-9,-3,3,-3,-5,-2,-3,East
13,6,False,False,True,True,True,True,False,True,True,-4,-10,-3,2,-3,-5,-2,-3,East
14,6,False,True,True,True,True,True,False,True,True,-5,-11,-4,1,-2,-5,-2,-2,South
14,5,True,True,False,False,True,True,False,True,True,-5,-11,-4,0,-2,-4,-2,-1,South
14,4,True,True,True,True,True,True,False,True,True,-6,-11,-4,1,-1,-3,-1,0,South
14,3,True,False,True,True,True,True,False,True,True,-5,-11,-3,1,0,-2,0,1,Stop
14,3,True,False,True,True,True,True,False,True,True,-5,-11,-4,1,1,-2,0,1,West
13,3,True,False,True,True,True,True,False,True,True,-3,-10,-3,1,1,-2,0,1,West
12,3,True,False,True,True,True,True,False,True,True,-2,-9,-2,1,0,-2,1,1,West
11,3,True,False,True,True,True,True,False,True,True,-1,-8,0,1,1,-2,1,1,West
10,3,True,False,True,True,True,True,False,True,True,1,-7,1,3,1,-2,1,1,West
9,3,True,False,True,True,True,True,False,True,True,3,-6,2,4,1,-2,1,0,North
9,4,False,True,True,True,True,True,False,True,True,4,-6,2,4,0,-3,0,0,East
10,4,False,True,True,True,True,True,False,True,True,3,-7,1,2,0,-3,0,0,East
11,4,False,True,True,True,True,True,False,False,True,1,-8,-6,2,0,-3,-3,0,East
1,3,True,False,True,False,True,True,True,True,True,0,1,1,2,7,5,6,4,Stop
1,3,True,False,True,False,True,True,True,True,True,1,2,2,2,7,5,6,4,Stop
1,3,True,False,True,False,True,True,True,True,True,0,1,2,3,7,5,6,4,Stop
1,3,True,False,True,False,True,True,True,True,True,0,1,1,4,7,5,6,4,Stop
1,3,True,False,True,False,True,True,True,True,True,0,2,1,3,6,5,6,4,Stop
1,3,True,False,True,False,True,True,True,True,True,0,3,0,3,5,5,6,4,North
1,4,True,True,True,False,True,True,True,True,True,0,3,0,4,3,5,6,3,North
1,5,True,True,True,False,True,True,True,True,True,0,4,1,3,1,4,5,2,North
1,6,True,True,True,False,True,False,True,True,True,0,4,2,2,-5,2,4,1,North
1,7,True,True,True,False,True,False,True,True,True,0,5,1,2,-6,1,3,-1,North
1,8,True,True,True,False,True,False,True,True,True,0,5,1,2,-7,0,1,-2,East
2,8,True,True,True,True,True,False,True,False,True,-1,4,3,0,-7,-1,-7,-2,East
3,8,True,True,True,True,True,False,True,False,True,-2,3,2,-2,-7,0,-7,-2,East
4,8,True,True,True,True,True,False,True,False,True,-3,3,1,-3,-7,0,-7,-2,East
5,8,True,True,True,True,True,False,True,False,True,-4,2,0,-3,-7,1,-7,-2,East
6,8,True,True,True,True,True,False,True,False,True,-5,1,-1,-4,-7,0,-7,-1,East
7,8,True,True,False,True,True,False,False,False,True,-6,-4,-2,-4,-7,-7,-7,-1,Stop
7,8,True,True,False,True,True,False,False,False,True,-6,-4,-2,-4,-7,-7,-7,0,Stop
7,8,True,True,False,True,True,False,False,False,True,-6,-4,-2,-5,-7,-7,-7,0,West
6,8,True,True,True,True,True,False,False,False,True,-5,-3,-1,-4,-7,-7,-7,-1,West
5,8,True,True,True,True,True,False,False,False,True,-4,-2,0,-3,-7,-7,-7,0,West
4,8,True,True,True,True,True,False,False,False,True,-3,-1,1,-2,-7,-7,-7,0,West
12,10,False,False,True,True,True,True,True,True,True,-7,-7,1,1,-4,2,-4,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-6,-6,1,1,-4,2,-4,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-6,-6,2,0,-4,2,-4,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-6,-5,2,-1,-5,2,-4,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-7,-5,2,-1,-5,2,-4,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-8,-5,2,-2,-5,2,-4,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-9,-5,1,-2,-5,2,-4,3,West
11,10,False,False,True,True,True,True,True,True,True,-9,-3,2,-1,-5,2,-5,4,West
10,10,False,False,True,True,True,True,True,True,True,-9,-2,3,0,-5,2,-5,4,West
9,10,False,False,True,True,True,True,True,True,True,-8,-2,5,2,-6,2,-5,4,West
8,10,False,False,True,True,True,True,True,True,True,-7,0,6,4,-5,2,-5,4,West
7,10,False,False,True,True,True,True,True,True,True,-6,1,7,4,-5,2,-6,4,West
6,10,False,False,True,True,True,True,True,True,True,-5,3,8,4,-6,2,-5,4,West
5,10,False,True,True,True,True,True,True,True,True,-4,3,10,5,-7,2,-5,4,West
4,10,False,True,True,True,True,True,True,True,True,-3,4,11,6,-6,2,-4,4,West
3,10,True,True,True,True,True,True,True,True,True,-2,6,12,7,-6,2,-5,3,South
3,9,True,True,True,True,True,True,True,True,True,-2,7,12,7,-5,3,-3,5,South
3,8,True,True,True,True,True,True,True,True,True,-2,6,12,8,-5,4,-3,6,South
3,7,True,True,True,True,True,True,True,True,True,-2,6,13,7,-3,5,-2,7,South
3,6,True,True,True,True,True,True,True,True,True,-1,7,13,8,-2,6,0,8,South
3,5,True,True,True,True,True,True,True,True,True,-2,8,12,9,-1,7,1,9,South
3,4,True,True,True,True,True,True,True,True,True,-1,7,11,9,0,8,2,10,West
2,4,True,True,True,True,True,False,True,True,True,-1,7,12,9,-3,8,2,10,West
1,4,True,True,True,False,True,False,True,True,True,0,7,13,9,-3,8,3,10,Stop
1,4,True,True,True,False,True,False,True,True,True,0,7,13,9,-3,9,4,10,East
2,4,True,True,True,True,True,False,True,True,True,-1,6,12,7,-3,8,4,10,East
3,4,True,True,True,True,True,False,True,True,True,-2,4,12,5,-3,8,4,10,East
4,4,True,True,True,True,True,False,True,True,True,-3,4,11,3,-3,8,3,10,East
5,4,True,True,True,True,True,False,True,True,True,-4,3,10,1,-3,9,3,10,East
6,4,True,True,True,True,True,False,True,True,True,-5,3,9,-1,-3,9,3,10,East
7,4,True,True,True,True,True,False,True,True,True,-6,1,8,-1,-3,9,3,10,East
8,4,True,True,False,True,True,False,True,True,True,-7,0,7,-1,-3,10,4,10,South
8,3,True,False,True,True,True,False,True,True,True,-7,-1,8,-2,-2,11,5,11,East
9,3,False,False,True,True,True,False,True,True,True,-8,-1,6,-2,-2,11,5,11,East
10,3,True,False,True,True,True,False,True,True,True,-9,-2,6,-4,-2,11,5,11,East
11,3,True,False,True,True,True,False,True,True,True,-10,-2,5,-4,-2,11,6,11,East
12,3,True,False,True,True,True,False,True,True,True,-11,-4,4,-5,-2,11,7,11,East
13,3,True,False,True,True,True,False,True,True,True,-12,-6,3,-6,-2,11,7,11,East
14,3,True,False,True,True,True,False,True,True,True,-13,-8,3,-7,-2,11,7,11,East
15,3,True,False,True,True,True,False,True,True,True,-14,-8,2,-8,-2,11,7,11,North
15,4,True,True,True,True,True,False,True,True,True,-14,-8,2,-9,-3,10,7,10,North
15,5,True,True,True,True,True,False,True,True,True,-14,-9,2,-10,-4,9,6,9,North
15,6,True,True,True,True,True,False,True,True,True,-14,-10,2,-10,-5,8,5,8,North
15,7,True,True,True,True,True,False,True,True,True,-14,-11,2,-11,-6,7,4,7,North
15,8,True,True,True,True,True,False,True,True,True,-14,-10,2,-11,-7,6,3,6,North
15,9,True,True,True,True,True,False,True,True,True,-14,-9,3,-12,-8,5,2,5,North
15,10,True,True,True,True,True,False,True,True,True,-14,-10,3,-13,-9,4,2,4,North
15,11,True,True,True,False,True,False,True,True,True,-14,-11,3,-13,-10,3,0,3,North
15,12,True,True,True,False,True,False,True,True,True,-14,-10,3,-13,-11,2,0,1,East
16,12,True,True,True,True,True,False,True,True,True,-15,-12,2,-14,-11,2,0,1,East
17,12,True,True,True,True,True,False,True,True,True,-16,-13,1,-15,-11,2,0,0,East
18,12,True,True,False,True,True,False,True,False,True,-17,-14,-13,-16,-11,2,-11,-1,Stop
18,12,True,True,False,True,True,False,True,False,True,-17,-13,-13,-17,-11,2,-11,-1,North
18,13,True,True,False,True,True,False,True,False,True,-17,-12,-13,-17,-12,1,-12,-2,West
17,13,True,True,True,True,True,False,True,False,True,-16,-12,-12,-16,-12,1,-12,-2,West
16,13,True,True,True,True,True,False,True,False,True,-15,-12,-11,-14,-12,1,-12,-2,West
15,13,True,True,True,False,True,False,True,False,True,-14,-11,-10,-13,-12,1,-12,-3,Stop
15,13,True,True,True,False,True,False,True,False,True,-14,-11,-10,-13,-12,1,-12,-3,North
15,14,False,True,True,True,True,False,True,False,True,-14,-12,-10,-12,-13,0,-13,-4,West
14,14,False,False,True,True,True,False,True,False,True,-13,-11,-9,-11,-13,-1,-13,-3,West
13,14,False,False,True,True,True,False,True,False,True,-12,-10,-8,-10,-13,0,-13,-2,West
12,14,False,False,True,True,True,False,True,False,True,-11,-9,-7,-9,-13,-1,-13,-3,West
11,14,False,False,True,True,True,False,True,False,True,-10,-8,-6,-8,-13,0,-13,-2,West
10,14,False,True,True,True,True,False,True,False,True,-9,-8,-5,-7,-13,0,-13,-3,West
9,14,False,True,True,True,True,False,True,False,True,-8,-7,-4,-7,-13,-1,-13,-3,West
8,14,False,True,True,True,True,False,True,False,True,-7,-7,-3,-7,-13,-1,-13,-3,West
7,14,False,False,True,True,True,False,True,False,True,-6,-6,-2,-6,-13,-2,-13,-3,West
6,14,False,False,True,True,True,False,True,False,True,-5,-5,-1,-5,-13,-1,-13,-4,West
5,14,False,False,True,True,True,False,True,False,True,-4,-4,0,-4,-13,0,-13,-5,West
4,14,False,False,True,True,True,False,True,False,True,-3,-2,1,-2,-13,0,-13,-5,West
3,14,False,True,True,True,True,False,False,False,True,-2,0,2,-1,-13,-13,-13,-4,West
2,14,False,True,True,True,True,False,False,False,True,-1,1,3,0,-13,-13,-13,-5,West
1,14,False,True,True,False,True,False,False,False,True,0,2,4,1,-13,-13,-13,-5,South
1,13,True,True,True,False,True,False,False,False,True,0,2,4,1,-12,-12,-12,-4,South
1,12,True,True,True,False,True,False,False,False,True,0,2,4,1,-11,-11,-11,-4,South
1,11,True,True,True,False,True,False,False,False,True,0,2,4,1,-10,-10,-10,-2,South
1,10,True,True,True,False,True,False,False,False,True,0,2,4,1,-9,-9,-9,-1,South
1,11,False,True,True,False,True,True,True,True,True,5,5,7,13,-6,-2,0,-5,Stop
1,11,False,True,True,False,True,True,True,True,True,5,6,8,13,-6,-2,0,-5,Stop
1,11,False,True,True,False,True,True,True,True,True,5,6,8,13,-7,-2,0,-5,Stop
1,11,False,True,True,False,True,True,True,True,True,5,6,9,13,-7,-3,0,-5,Stop
1,11,False,True,True,False,True,True,True,True,True,5,5,10,13,-6,-3,0,-6,East
2,11,False,False,True,True,True,True,True,True,True,5,4,9,12,-6,-3,0,-5,East
3,11,False,False,True,True,True,True,True,True,True,5,3,7,11,-6,-4,0,-5,East
4,11,False,False,True,True,True,True,True,True,True,4,2,6,10,-5,-4,-1,-5,East
5,11,False,True,True,True,True,True,True,True,True,3,0,5,9,-5,-4,-1,-6,East
6,11,False,True,True,True,True,True,True,True,True,3,-1,4,8,-5,-4,-2,-7,South
6,10,True,True,False,True,True,True,True,True,True,3,0,5,8,-4,-3,-1,-7,South
6,9,True,True,True,True,True,True,True,True,True,4,0,4,7,-3,-2,0,-6,South
6,8,True,True,True,True,True,True,True,True,True,4,0,4,8,-2,-1,2,-5,South
6,7,True,False,True,True,True,True,False,True,True,4,-3,4,7,0,-6,2,-4,Stop
6,7,True,False,True,True,True,True,False,True,True,4,-3,4,7,-1,-6,1,-3,East
7,7,True,False,True,True,True,True,False,True,True,3,-4,2,6,-2,-6,1,-3,East
8,7,True,True,True,True,True,True,False,True,True,2,-5,2,6,-3,-6,1,-3,East
9,7,True,True,True,True,True,True,False,True,True,1,-6,0,5,-3,-6,1,-3,East
10,7,True,True,False,True,True,True,False,True,True,0,-7,-2,4,-2,-6,1,-3,Stop
10,7,True,True,False,True,True,True,False,True,True,0,-7,-3,5,-3,-6,1,-3,North
10,8,True,True,False,True,True,True,False,True,True,1,-7,-3,5,-4,-7,-1,-5,West
9,8,True,True,True,True,True,True,False,True,True,2,-6,-3,7,-3,-7,-1,-5,West
8,8,True,True,True,True,True,True,False,True,True,2,-5,-2,7,-3,-7,0,-5,West
7,8,True,True,True,True,True,True,False,True,True,4,-4,-2,8,-3,-7,0,-5,West
6,8,True,True,True,True,True,True,False,True,True,5,-3,-1,9,-4,-7,-1,-4,West
5,8,True,True,True,True,True,True,False,False,True,5,-2,0,10,-4,-7,-7,-5,East
6,8,True,True,True,True,True,True,False,False,True,5,-3,-1,9,-4,-7,-7,-5,East
7,8,True,True,True,True,True,True,False,False,True,4,-4,-2,9,-3,-7,-7,-5,East
8,8,True,True,True,True,True,True,False,False,True,3,-5,-3,7,-4,-7,-7,-5,East
9,8,True,True,True,True,True,True,False,False,True,1,-6,-4,7,-4,-7,-7,-5,South
9,7,True,True,True,True,True,True,False,False,True,0,-6,-4,8,-3,-6,-6,-4,South
9,6,True,True,True,True,True,True,False,False,True,-1,-6,-4,8,-2,-5,-5,-3,South
9,5,True,True,True,True,True,True,False,False,True,-1,-6,-4,8,-2,-4,-4,-2,East
10,5,True,True,True,True,True,True,False,False,True,-2,-7,-5,6,-1,-4,-4,-2,East
11,5,False,True,True,True,True,True,False,False,True,-3,-8,-6,4,0,-4,-4,-2,East
12,5,False,False,True,True,True,True,False,False,True,-4,-9,-7,2,1,-4,-4,-2,East
13,5,False,True,True,True,True,True,False,False,True,-5,-10,-8,1,1,-4,-4,-1,West
12,5,False,False,True,True,True,True,False,False,True,-4,-9,-7,1,0,-4,-4,-1,West
11,5,False,True,True,True,True,True,False,False,True,-3,-8,-6,2,0,-4,-4,-1,West
10,5,True,True,True,True,True,True,False,False,True,-2,-7,-5,3,0,-4,-4,-1,West
9,5,True,True,True,True,True,False,False,False,True,-8,-6,-4,5,-4,-4,-4,-1,West
8,5,True,True,True,True,True,False,False,False,True,-7,-5,-3,6,-4,-4,-4,-1,West
7,5,False,True,True,True,True,False,False,False,True,-6,-4,-2,7,-4,-4,-4,0,East
8,5,True,True,True,True,True,False,False,False,True,-7,-5,-3,5,-4,-4,-4,0,East
9,5,True,True,True,True,True,False,False,False,True,-8,-6,-4,5,-4,-4,-4,0,East
10,5,True,True,True,True,True,False,False,False,True,-9,-7,-5,4,-4,-4,-4,0,East
11,5,False,True,True,True,True,False,False,False,True,-10,-8,-6,3,-4,-4,-4,1,East
12,5,False,False,True,True,True,False,False,False,True,-11,-9,-7,2,-4,-4,-4,2,East
13,5,False,True,True,True,True,False,False,False,True,-12,-10,-8,0,-4,-4,-4,2,East
14,5,True,True,True,True,True,False,False,False,True,-13,-11,-9,-2,-4,-4,-4,2,North
14,6,True,True,False,False,True,False,False,False,True,-13,-11,-9,-2,-5,-5,-5,2,North
14,7,True,True,True,True,True,False,False,False,True,-13,-11,-9,-1,-6,-6,-6,1,West
13,7,True,False,True,True,True,False,False,False,True,-12,-10,-8,1,-6,-6,-6,1,West
12,7,True,False,True,False,True,False,False,False,True,-11,-9,-7,3,-6,-6,-6,1,Stop
12,7,True,False,True,False,True,False,False,False,True,-11,-9,-7,3,-6,-6,-6,2,North
12,8,True,True,True,False,True,False,False,False,True,-11,-9,-7,3,-7,-7,-7,1,East
13,8,True,True,True,True,True,False,False,False,True,-12,-10,-8,3,-7,-7,-7,1,East
14,8,True,True,True,True,True,False,False,False,True,-13,-11,-9,1,-7,-7,-7,1,East
1,18,False,True,True,False,True,True,True,True,True,0,1,4,5,-15,-15,-9,-12,Stop
1,18,False,True,True,False,True,True,True,True,True,1,1,4,5,-15,-14,-9,-12,Stop
1,18,False,True,True,False,True,True,True,True,True,1,0,4,5,-15,-14,-9,-11,Stop
1,18,False,True,True,False,True,True,True,True,True,2,0,4,4,-15,-15,-9,-11,Stop
1,18,False,True,True,False,True,True,True,True,True,2,0,4,3,-15,-14,-8,-11,South
1,17,True,True,False,False,True,True,True,True,True,3,0,5,2,-14,-12,-7,-10,South
1,16,True,True,True,False,True,True,True,True,True,4,0,5,2,-13,-10,-7,-8,South
1,15,True,True,True,False,True,True,True,True,True,4,0,4,3,-11,-10,-6,-7,South
1,14,True,True,True,False,True,True,True,True,True,3,1,4,4,-10,-9,-5,-6,South
1,13,True,True,False,False,True,True,True,True,True,3,2,5,3,-9,-8,-4,-5,South
1,12,True,True,True,False,True,True,True,True,True,3,1,4,2,-7,-7,-3,-4,South
1,11,True,True,False,False,True,True,True,True,True,2,1,5,2,-6,-5,-2,-4,South
1,10,True,True,False,False,True,True,True,True,True,1,1,5,2,-5,-5,-2,-3,South
1,9,True,True,False,False,True,True,True,True,True,1,1,5,2,-3,-5,-2,-2,South
1,8,True,True,False,False,True,True,True,True,True,1,0,5,2,-2,-4,-2,0,South
1,7,True,True,False,False,True,True,True,True,True,0,0,5,3,-1,-3,-1,1,South
1,6,True,True,True,False,True,False,True,True,True,0,1,5,2,-5,-2,0,2,South
1,5,True,True,True,False,True,False,True,True,True,0,0,6,2,-4,-1,1,2,South
1,4,True,True,True,False,True,False,False,True,True,0,2,6,2,-3,-3,2,4,South
1,3,True,False,True,False,True,False,False,True,True,0,2,5,2,-2,-2,3,5,East
2,3,True,False,True,True,True,False,False,True,True,-1,1,4,1,-2,-2,3,5,East
3,3,True,False,True,True,True,False,False,True,True,-2,0,3,0,-2,-2,3,4,North
3,4,True,True,True,True,True,False,False,True,True,-2,0,2,1,-3,-3,2,3,North
3,5,True,True,True,True,True,False,False,True,True,-2,0,2,1,-4,-4,1,2,North
3,6,True,True,True,True,True,False,False,True,True,-2,0,2,1,-5,-5,1,0,North
3,7,True,True,True,False,True,False,False,True,True,-2,0,2,2,-6,-6,0,-1,North
3,8,True,True,True,False,True,False,False,True,True,-2,0,3,1,-7,-7,-1,-2,East
4,8,True,True,True,True,True,False,False,True,True,-3,-1,2,1,-7,-7,-1,-2,East
5,8,True,True,True,True,True,False,False,True,True,-4,-2,1,0,-7,-7,-2,-3,East
6,8,True,True,False,True,True,False,False,True,True,-5,-3,-1,-1,-7,-7,-2,-4,Stop
6,8,True,True,False,True,True,False,False,True,True,-5,-3,-1,-1,-7,-7,-2,-4,South
6,7,True,True,False,True,True,False,False,True,True,-5,-3,0,-1,-6,-6,-1,-4,West
5,7,True,True,True,True,True,False,False,True,True,-4,-2,1,-1,-6,-6,0,-4,West
4,7,True,True,True,True,True,False,False,True,True,-3,-1,1,-1,-6,-6,0,-4,South
4,6,True,True,True,True,True,False,False,True,True,-3,-1,0,-2,-5,-5,1,-3,South
4,5,True,True,True,True,True,False,False,True,True,-3,-1,-1,-3,-4,-4,2,-2,South
4,4,True,True,True,True,True,False,False,True,True,-3,-1,-1,-3,-3,-3,3,0,South
4,3,True,False,True,True,True,False,False,True,True,-3,-1,-1,-3,-2,-2,5,1,North
4,4,True,True,True,True,True,False,False,True,True,-3,-1,-1,-3,-3,-3,4,-1,North
4,5,True,True,True,True,True,False,False,True,True,-3,-1,-1,-3,-4,-4,2,-2,North
4,6,True,True,True,True,True,False,False,True,True,-3,-1,-1,-2,-5,-5,2,-3,North
4,7,True,True,True,True,True,False,False,True,True,-3,-1,0,-2,-6,-6,1,-4,North
4,8,True,True,True,True,True,False,False,False,True,-3,-1,1,-1,-7,-7,-7,-5,North
4,9,True,True,True,True,True,False,False,False,True,-3,-1,1,-2,-8,-8,-8,-6,North
4,10,False,True,True,True,True,False,False,False,True,-3,-1,1,-2,-9,-9,-9,-7,Stop
4,10,False,True,True,True,True,False,False,False,True,-3,-1,1,-2,-9,-9,-9,-7,South
4,9,True,True,True,True,True,False,False,False,True,-3,-1,1,-2,-8,-8,-8,-5,South
4,8,True,True,True,True,True,False,False,False,True,-3,-1,1,-3,-7,-7,-7,-4,South
4,7,True,True,True,True,True,False,False,False,True,-3,-1,1,-3,-6,-6,-6,-2,South
4,6,True,True,True,True,True,False,False,False,True,-3,-1,1,-3,-5,-5,-5,-1,South
4,5,True,True,True,True,True,False,False,False,True,-3,-1,1,-2,-4,-4,-4,0,West
3,5,True,True,True,True,True,False,False,False,True,-2,0,2,-1,-4,-4,-4,1,West
12,10,False,False,True,True,True,True,True,True,True,-7,-7,1,1,-4,2,-4,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-7,-7,0,1,-5,2,-4,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-7,-7,0,1,-5,2,-5,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-7,-6,0,0,-5,2,-6,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-6,-6,0,-1,-5,2,-7,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-6,-5,0,-1,-4,2,-6,2,Stop
12,10,False,False,True,True,True,True,True,True,True,-5,-6,-1,-1,-4,2,-6,2,East
13,10,False,True,True,True,True,True,True,True,True,-6,-7,-2,-3,-5,2,-6,2,East
14,10,False,True,True,True,True,True,True,True,True,-6,-7,-3,-4,-5,2,-7,3,East
15,10,True,True,True,True,True,True,True,True,True,-7,-8,-3,-5,-6,2,-7,4,North
15,11,True,True,True,False,True,True,True,True,True,-7,-9,-3,-5,-7,1,-8,3,North
15,12,True,True,True,False,True,True,True,True,True,-7,-8,-4,-6,-8,0,-9,2,North
15,13,True,True,True,False,True,True,True,True,True,-7,-8,-4,-6,-8,-1,-10,0,North
