@relation 'training_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36'

@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute ghost1_dist numeric
@attribute ghost2_dist numeric
@attribute ghost3_dist numeric
@attribute ghost4_dist numeric
@attribute pacdots_remaining numeric
@attribute nearestpacdot_dist numeric
@attribute currentTickScore numeric
@attribute nextTickScore numeric

@data
True,True,True,True,15,13,11,12,215,1,1386,1485
True,True,True,True,15,13,9,12,214,1,1485,1584
True,True,True,True,15,11,8,12,213,1,1584,1683
True,True,True,True,14,11,8,11,212,1,1683,1682
True,True,True,True,14,9,8,9,212,2,1682,1681
True,True,True,True,14,9,8,9,212,2,1681,1680
True,True,True,True,13,7,8,7,212,2,1680,1679
True,True,True,True,11,5,8,6,212,2,1679,1678
True,True,True,True,11,5,6,6,212,2,1678,1677
True,True,True,True,9,5,6,6,212,2,1677,1676
True,True,True,True,8,4,5,6,212,3,1676,1675
True,True,True,True,7,3,5,5,212,3,1675,1674
True,True,True,True,5,1,4,5,212,3,1674,1873
True,False,True,True,3,-1,2,3,212,3,1873,1872
True,False,True,True,3,-1,2,1,212,4,1872,2071
True,False,True,False,3,-1,2,-1,212,5,2071,2070
True,False,True,False,4,-1,2,-1,212,5,2070,2269
True,False,False,False,4,-1,-1,-1,212,4,2269,2268
True,False,False,False,3,-1,-1,-1,212,5,2268,2267
True,False,False,False,3,-1,-1,-1,212,5,2267,2266
True,False,False,False,1,-1,-1,-1,212,5,2266,2465
True,True,True,True,11,9,5,3,1,7,0,-1
True,True,True,True,13,9,5,1,1,6,-1,198
True,True,True,False,13,9,6,-1,1,7,198,197
True,True,True,False,11,7,4,-1,1,8,197,196
True,True,True,False,10,8,4,-1,1,7,196,195
True,True,True,False,10,10,4,-1,1,6,195,194
True,True,True,False,8,10,4,-1,1,5,194,193
True,True,True,False,8,12,2,-1,1,6,193,392
True,True,False,False,8,14,-1,-1,1,7,392,391
True,True,False,False,6,14,-1,-1,1,8,391,390
True,True,False,False,4,12,-1,-1,1,9,390,389
True,True,False,False,3,12,-1,-1,1,10,389,388
True,True,False,False,3,12,-1,-1,1,11,388,387
