@relation 'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-3,11,25-28,33-34,37-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.AddExpression-Ea12-a1-Ndiff1_x-weka.filters.unsupervised.attribute.AddExpression-Ea14-a1-Ndiff2_x-weka.filters.unsupervised.attribute.AddExpression-Ea16-a1-Ndiff3_x-weka.filters.unsupervised.attribute.AddExpression-Ea18-a1-Ndiff4_x-weka.filters.unsupervised.attribute.AddExpression-Ea13-a2-Ndiff1_y-weka.filters.unsupervised.attribute.AddExpression-Ea15-a2-Ndiff2_y-weka.filters.unsupervised.attribute.AddExpression-Ea17-a2-Ndiff3_y-weka.filters.unsupervised.attribute.AddExpression-Ea19-a2-Ndiff4_y-weka.filters.unsupervised.attribute.Remove-R12-23-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute legal_Stop {False,True}
@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute pacman_action {East,North,South,Stop,West,None}
@attribute diff1_x numeric
@attribute diff2_x numeric
@attribute diff3_x numeric
@attribute diff4_x numeric
@attribute diff1_y numeric
@attribute diff2_y numeric
@attribute diff3_y numeric
@attribute diff4_y numeric

@data
0.296296,0,False,False,True,True,True,True,True,True,True,Stop,0.694444,0.742857,0.571429,0.55814,0.666667,0.6875,0.677419,0.793103
0.296296,0,False,False,True,True,True,True,True,True,True,Stop,0.694444,0.714286,0.571429,0.534884,0.666667,0.6875,0.709677,0.793103
0.296296,0,False,False,True,True,True,True,True,True,True,Stop,0.694444,0.714286,0.571429,0.511628,0.666667,0.71875,0.741935,0.793103
0.296296,0,False,False,True,True,True,True,True,True,True,Stop,0.722222,0.742857,0.571429,0.511628,0.666667,0.71875,0.741935,0.793103
0.296296,0,False,False,True,True,True,True,True,True,True,Stop,0.694444,0.742857,0.571429,0.511628,0.666667,0.6875,0.709677,0.793103
0.296296,0,False,False,True,True,True,True,True,True,True,West,0.666667,0.742857,0.571429,0.511628,0.666667,0.71875,0.677419,0.758621
0.259259,0,True,False,True,True,True,True,True,True,True,North,0.694444,0.8,0.595238,0.534884,0.708333,0.71875,0.677419,0.758621
0.259259,0.058824,True,True,False,False,True,True,True,True,True,North,0.694444,0.8,0.595238,0.534884,0.625,0.6875,0.645161,0.758621
0.259259,0.117647,False,True,True,False,True,True,True,True,True,East,0.722222,0.771429,0.571429,0.55814,0.583333,0.65625,0.612903,0.724138
0.296296,0.117647,True,False,True,True,True,True,True,True,True,North,0.666667,0.771429,0.547619,0.55814,0.583333,0.65625,0.645161,0.724138
0.296296,0.176471,True,True,False,False,True,True,True,True,True,North,0.638889,0.742857,0.547619,0.534884,0.541667,0.625,0.612903,0.689655
0.296296,0.235294,True,True,True,True,True,True,True,True,True,West,0.666667,0.742857,0.571429,0.511628,0.5,0.5625,0.580645,0.655172
0.259259,0.235294,False,False,True,True,True,True,True,True,True,West,0.666667,0.742857,0.595238,0.534884,0.5,0.5625,0.612903,0.62069
0.222222,0.235294,False,False,True,True,True,True,True,True,True,West,0.694444,0.771429,0.619048,0.55814,0.5,0.53125,0.580645,0.655172
0.185185,0.235294,True,True,True,True,True,True,True,True,True,West,0.722222,0.8,0.642857,0.581395,0.5,0.53125,0.548387,0.62069
0.148148,0.235294,False,False,True,True,True,False,True,True,True,West,0.638889,0.828571,0.642857,0.604651,0.333333,0.5,0.548387,0.62069
0.111111,0.235294,True,False,True,True,True,False,True,True,True,North,0.666667,0.857143,0.642857,0.627907,0.333333,0.5,0.548387,0.62069
0.111111,0.294118,True,True,False,False,True,False,True,True,True,North,0.666667,0.857143,0.666667,0.627907,0.291667,0.46875,0.516129,0.586207
0.111111,0.352941,False,True,False,True,True,False,True,True,True,Stop,0.666667,0.857143,0.690476,0.627907,0.25,0.4375,0.483871,0.517241
0.111111,0.352941,False,True,False,True,True,False,True,True,True,South,0.666667,0.857143,0.714286,0.627907,0.291667,0.46875,0.483871,0.517241
