@relation 'training_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R1-3,11-12,25-28,33-35,37-weka.filters.unsupervised.attribute.AddExpression-Ea12-a1-Ndiff1_x-weka.filters.unsupervised.attribute.AddExpression-Ea14-a1-Ndiff2_x-weka.filters.unsupervised.attribute.AddExpression-Ea16-a1-Ndiff3_x-weka.filters.unsupervised.attribute.AddExpression-Ea18-a1-Ndiff4_x-weka.filters.unsupervised.attribute.AddExpression-Ea13-a2-Ndiff1_y-weka.filters.unsupervised.attribute.AddExpression-Ea15-a2-Ndiff2_y-weka.filters.unsupervised.attribute.AddExpression-Ea17-a2-Ndiff3_y-weka.filters.unsupervised.attribute.AddExpression-Ea19-a2-Ndiff4_y'

@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute legal_Stop {False,True}
@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute ghost1_x numeric
@attribute ghost1_y numeric
@attribute ghost2_x numeric
@attribute ghost2_y numeric
@attribute ghost3_x numeric
@attribute ghost3_y numeric
@attribute ghost4_x numeric
@attribute ghost4_y numeric
@attribute ghost1_dist numeric
@attribute ghost2_dist numeric
@attribute ghost3_dist numeric
@attribute ghost4_dist numeric
@attribute pacman_action {East,North,South,Stop,West,None}
@attribute diff1_x numeric
@attribute diff2_x numeric
@attribute diff3_x numeric
@attribute diff4_x numeric
@attribute diff1_y numeric
@attribute diff2_y numeric
@attribute diff3_y numeric
@attribute diff4_y numeric

@data
15,15,True,False,True,True,True,True,True,True,True,15,13,8,13,11,15,14,15,2,9,4,2,West,0,-7,-4,-1,-2,-2,0,0
14,15,False,True,True,True,True,True,True,True,False,16,13,7,13,12,15,14,14,4,9,2,-1,West,2,-7,-2,0,-2,-2,0,-1
13,15,False,True,True,True,True,True,True,True,False,17,13,7,13,11,15,7,1,6,8,2,-1,West,4,-6,-2,-6,-2,-2,0,-14
12,15,True,False,True,True,True,True,True,True,False,17,13,6,13,10,15,7,1,7,8,2,-1,West,5,-6,-2,-5,-2,-2,0,-14
11,15,False,False,True,True,True,True,True,True,False,17,13,6,12,10,15,7,1,8,8,1,-1,West,6,-5,-1,-4,-2,-3,0,-14
10,15,False,False,True,True,True,True,True,False,False,17,13,6,12,4,1,8,1,9,7,-1,-1,West,7,-4,-6,-2,-2,-3,-14,-14
9,15,False,False,True,True,True,True,True,False,False,16,13,6,12,4,1,8,1,9,6,-1,-1,West,7,-3,-5,-1,-2,-3,-14,-14
8,15,False,True,True,False,True,True,True,False,False,17,13,6,12,3,1,9,1,11,5,-1,-1,South,9,-2,-5,1,-2,-3,-14,-14
8,14,True,True,False,False,True,True,True,False,False,17,13,6,13,2,1,10,1,10,3,-1,-1,South,9,-2,-6,2,-1,-1,-13,-13
8,13,True,True,False,True,True,True,True,False,False,16,13,6,13,3,1,9,1,8,2,-1,-1,West,8,-2,-5,1,0,0,-12,-12
7,13,False,False,True,True,True,True,True,False,False,17,13,6,13,3,1,8,1,10,1,-1,-1,West,10,-1,-4,1,0,0,-12,-12
6,13,True,True,True,True,True,True,False,False,False,16,13,4,1,3,1,7,1,10,-1,-1,-1,East,10,-2,-3,1,0,-12,-12,-12
7,13,False,False,True,True,True,True,False,False,False,17,13,5,1,3,1,8,1,10,-1,-1,-1,East,10,-2,-4,1,0,-12,-12,-12
8,13,True,True,False,True,True,True,False,False,False,16,13,5,1,4,1,7,1,8,-1,-1,-1,North,8,-3,-4,-1,0,-12,-12,-12
8,14,True,True,False,False,True,True,False,False,False,16,13,6,1,5,1,7,1,9,-1,-1,-1,North,8,-2,-3,-1,-1,-13,-13,-13
8,15,False,True,True,False,True,True,False,False,False,15,13,6,1,6,1,7,1,9,-1,-1,-1,East,7,-2,-2,-1,-2,-14,-14,-14
9,15,False,False,True,True,True,True,False,False,False,15,13,5,1,5,1,7,1,8,-1,-1,-1,East,6,-4,-4,-2,-2,-14,-14,-14
10,15,False,False,True,True,True,True,False,False,False,14,13,6,1,6,1,8,1,6,-1,-1,-1,East,4,-4,-4,-2,-2,-14,-14,-14
11,15,False,False,True,True,True,True,False,False,False,14,13,7,1,6,1,8,1,5,-1,-1,-1,East,3,-4,-5,-3,-2,-14,-14,-14
12,15,True,False,True,True,True,True,False,False,False,13,13,7,1,5,1,8,1,3,-1,-1,-1,East,1,-5,-7,-4,-2,-14,-14,-14
13,15,False,True,True,True,True,True,False,False,False,14,13,8,1,5,1,7,1,3,-1,-1,-1,East,1,-5,-8,-6,-2,-14,-14,-14
14,15,False,True,True,True,True,True,False,False,False,14,13,9,1,6,1,8,1,2,-1,-1,-1,South,0,-5,-8,-6,-2,-14,-14,-14
14,14,True,True,False,True,True,True,False,False,False,14,13,8,1,7,1,9,1,1,-1,-1,-1,South,0,-6,-7,-5,-1,-13,-13,-13
14,1,False,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,16,13,12,15,East,-4,-1,0,3,12,12,12,12
15,1,True,False,True,True,True,True,True,True,True,11,13,14,13,13,13,17,13,16,13,14,14,North,-4,-1,-2,2,12,12,12,12
15,2,True,True,False,False,True,True,True,True,True,11,13,14,14,13,14,17,13,15,13,14,13,North,-4,-1,-2,2,11,12,12,11
15,3,False,True,True,False,True,True,True,True,True,11,13,14,15,14,14,17,13,14,13,12,11,East,-4,-1,-1,2,10,12,11,10
16,3,False,False,True,True,True,True,True,True,True,11,13,14,14,14,15,16,13,15,13,14,11,East,-5,-2,-2,0,10,11,12,10
17,3,False,False,True,True,True,True,True,True,True,10,13,13,14,13,15,15,13,17,15,16,11,East,-7,-4,-4,-2,10,11,12,10
18,3,True,False,False,True,True,True,True,True,True,11,13,13,13,13,15,16,13,17,15,17,13,North,-7,-5,-5,-2,10,10,12,10
18,4,True,True,False,False,True,True,True,True,True,12,13,14,13,14,15,15,13,15,13,15,11,North,-6,-4,-4,-3,9,9,11,9
18,5,True,True,False,False,True,True,True,True,True,11,13,13,13,14,14,16,13,15,13,13,10,North,-7,-5,-4,-2,8,8,9,8
18,6,False,True,True,True,True,True,True,True,True,11,13,13,14,14,13,16,13,14,13,11,9,East,-7,-5,-4,-2,7,8,7,7
19,6,False,False,True,True,True,True,True,True,True,10,13,13,14,14,14,16,13,16,14,13,9,East,-9,-6,-5,-3,7,8,8,7
20,6,False,False,True,True,True,True,True,True,True,11,13,13,14,14,14,17,13,16,15,14,11,East,-9,-7,-6,-3,7,8,8,7
21,6,True,True,False,True,True,True,True,True,True,11,13,14,14,14,13,16,13,17,15,14,13,North,-10,-7,-7,-5,7,8,7,7
21,7,True,True,False,False,True,True,True,True,True,10,13,13,14,13,13,15,13,17,15,14,12,North,-11,-8,-8,-6,6,7,6,6
21,8,True,True,False,False,True,True,True,True,True,10,13,13,15,13,14,15,13,16,15,14,12,North,-11,-8,-8,-6,5,7,6,5
21,9,True,True,True,True,True,True,True,True,True,10,13,13,15,13,13,14,13,15,14,12,12,West,-11,-8,-8,-7,4,6,4,4
20,9,False,False,True,True,True,True,True,True,True,11,13,13,15,14,13,14,14,13,13,10,12,West,-9,-7,-6,-6,4,6,4,5
19,9,True,False,True,True,True,True,True,True,True,10,13,12,15,13,13,14,15,13,13,10,12,North,-9,-7,-6,-5,4,6,4,6
19,10,True,True,False,False,True,True,True,True,True,10,13,12,16,13,13,13,15,12,13,9,11,North,-9,-7,-6,-6,3,6,3,5
19,11,True,True,False,True,True,True,True,True,True,11,13,12,16,13,14,13,15,10,12,9,10,North,-8,-7,-6,-6,2,5,3,4
19,12,True,True,False,False,True,True,True,True,True,11,13,12,15,13,13,13,15,9,10,7,9,North,-8,-7,-6,-6,1,3,1,3
19,13,True,True,True,False,True,True,True,True,True,11,13,13,15,13,14,13,15,8,8,7,8,North,-8,-6,-6,-6,0,2,1,2
19,14,True,True,False,False,True,True,True,True,True,10,13,13,14,13,14,13,15,10,6,6,6,North,-9,-6,-6,-6,-1,0,0,1
19,15,False,True,False,True,True,True,True,True,True,10,13,13,15,14,14,14,15,11,6,6,4,West,-9,-6,-5,-5,-2,0,-1,0
18,15,False,False,True,True,True,True,True,True,True,10,13,13,14,14,14,15,15,10,6,5,3,West,-8,-5,-4,-3,-2,-1,-1,0
17,15,False,False,True,True,True,True,True,True,True,11,13,14,14,13,14,15,15,8,4,5,2,West,-6,-3,-4,-2,-2,-1,-1,0
16,15,False,False,True,True,True,True,True,True,True,11,13,14,14,13,14,15,15,7,3,4,2,West,-5,-2,-3,-1,-2,-1,-1,0
15,15,True,False,True,True,True,True,True,True,True,11,13,14,13,13,13,14,15,6,3,4,1,West,-4,-1,-2,-1,-2,-2,-2,0
14,15,False,True,True,True,True,True,True,True,False,10,13,14,13,12,13,7,1,6,2,4,-1,South,-4,0,-2,-7,-2,-2,-2,-14
14,14,True,True,False,True,True,True,False,True,False,11,13,3,1,12,13,6,1,4,-1,3,-1,West,-3,-11,-2,-8,-1,-13,-1,-13
13,14,True,True,True,False,True,True,False,True,False,12,13,2,1,12,13,5,1,2,-1,2,-1,South,-1,-11,-1,-8,-1,-13,-1,-13
13,13,True,False,True,True,True,True,False,True,False,12,13,2,1,12,13,6,1,1,-1,1,-1,West,-1,-11,-1,-7,0,-12,0,-12
4,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,14,12,15,21,East,5,7,15,18,-9,-5,0,-3
5,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,13,11,14,20,East,4,6,14,17,-9,-5,0,-3
6,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,12,10,13,19,East,3,5,13,16,-9,-5,0,-3
7,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,11,9,12,18,East,2,4,12,15,-9,-5,0,-3
8,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,10,8,11,17,East,1,3,11,14,-9,-5,0,-3
9,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,9,7,10,16,East,0,2,10,13,-9,-5,0,-3
10,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,10,6,9,15,East,-1,1,9,12,-9,-5,0,-3
11,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,11,5,8,14,South,-2,0,8,11,-9,-5,0,-3
11,11,True,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,10,4,9,13,South,-2,0,8,11,-8,-4,1,-2
11,10,True,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,9,3,10,12,South,-2,0,8,11,-7,-3,2,-1
11,9,True,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,8,2,11,11,South,-2,0,8,11,-6,-2,3,0
11,8,True,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,7,1,12,12,South,-2,0,8,11,-5,-1,4,1
11,7,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,6,-1,13,13,West,-2,-8,8,11,-4,-6,5,2
10,7,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,5,-1,14,14,West,-1,-7,9,12,-4,-6,5,2
9,7,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,4,-1,15,15,South,0,-6,10,13,-4,-6,5,2
9,6,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,3,-1,16,16,South,0,-6,10,13,-3,-5,6,3
9,5,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,2,-1,17,17,South,0,-6,10,13,-2,-4,7,4
9,4,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,1,-1,18,18,South,0,-6,10,13,-1,-3,8,5
9,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,19,19,East,-8,-6,10,13,-2,-2,9,6
10,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,18,18,East,-9,-7,9,12,-2,-2,9,6
11,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,17,17,East,-10,-8,8,11,-2,-2,9,6
12,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,16,16,East,-11,-9,7,10,-2,-2,9,6
13,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,15,15,East,-12,-10,6,9,-2,-2,9,6
14,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,14,14,East,-13,-11,5,8,-2,-2,9,6
15,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,13,13,East,-14,-12,4,7,-2,-2,9,6
16,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,12,12,East,-15,-13,3,6,-2,-2,9,6
17,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,11,11,East,-16,-14,2,5,-2,-2,9,6
18,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,10,10,East,-17,-15,1,4,-2,-2,9,6
19,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,9,9,North,-18,-16,0,3,-2,-2,9,6
19,4,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,8,8,North,-18,-16,0,3,-3,-3,8,5
19,5,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,7,7,North,-18,-16,0,3,-4,-4,7,4
19,6,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,6,6,North,-18,-16,0,3,-5,-5,6,3
19,7,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,5,5,North,-18,-16,0,3,-6,-6,5,2
19,8,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,4,4,North,-18,-16,0,3,-7,-7,4,1
19,9,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,3,3,North,-18,-16,0,3,-8,-8,3,0
19,10,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,2,4,North,-18,-16,0,3,-9,-9,2,-1
19,11,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,1,5,North,-18,-16,0,3,-10,-10,1,-2
19,12,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,6,East,-18,-16,-14,3,-11,-11,-11,-3
20,12,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,5,East,-19,-17,-15,2,-11,-11,-11,-3
21,12,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,4,East,-20,-18,-16,1,-11,-11,-11,-3
22,12,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,3,South,-21,-19,-17,0,-11,-11,-11,-3
22,11,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,2,South,-21,-19,-17,0,-10,-10,-10,-2
22,10,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,1,South,-21,-19,-17,0,-9,-9,-9,-1
14,1,False,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,16,13,12,15,East,-4,-1,0,3,12,12,12,12
15,1,True,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,17,14,13,13,North,-5,-2,-1,2,12,12,12,12
15,2,True,True,False,False,True,True,True,True,True,10,13,12,13,14,14,16,13,16,14,13,11,North,-5,-3,-1,1,11,11,12,11
15,3,False,True,True,False,True,True,True,True,True,10,13,13,13,14,13,15,13,15,12,11,11,East,-5,-2,-1,0,10,10,10,10
16,3,False,False,True,True,True,True,True,True,True,11,13,14,13,15,13,16,13,15,12,11,11,East,-5,-2,-1,0,10,10,10,10
17,3,False,False,True,True,True,True,True,True,True,10,13,14,14,15,13,17,13,17,14,12,10,East,-7,-3,-2,0,10,11,10,10
18,3,True,False,False,True,True,True,True,True,True,10,13,14,15,16,13,17,13,18,16,12,11,North,-8,-4,-2,-1,10,12,10,10
18,4,True,True,False,False,True,True,True,True,True,11,13,14,15,15,13,17,13,16,15,12,10,North,-7,-4,-3,-1,9,11,9,9
18,5,True,True,False,False,True,True,True,True,True,10,13,14,15,15,13,17,13,16,14,11,9,North,-8,-4,-3,-1,8,10,8,8
18,6,False,True,True,True,True,True,True,True,True,11,13,14,14,16,13,17,13,14,12,9,9,East,-7,-4,-2,-1,7,8,7,7
19,6,False,False,True,True,True,True,True,True,True,12,13,14,13,16,13,16,13,14,12,10,11,East,-7,-5,-3,-3,7,7,7,7
20,6,False,False,True,True,True,True,True,True,True,13,13,14,13,15,13,15,13,14,13,12,11,East,-7,-6,-5,-5,7,7,7,7
21,6,True,True,False,True,True,True,True,True,True,13,13,14,14,15,13,16,13,15,15,13,13,North,-8,-7,-6,-5,7,8,7,7
21,7,True,True,False,False,True,True,True,True,True,13,14,14,13,14,13,15,13,15,13,13,13,North,-8,-7,-7,-6,7,6,6,6
21,8,True,True,False,False,True,True,True,True,True,13,15,14,14,15,13,14,13,15,13,11,12,North,-8,-7,-6,-7,7,6,5,5
21,9,True,True,True,True,True,True,True,True,True,12,15,14,15,16,13,14,13,15,13,9,12,West,-9,-7,-5,-7,6,6,4,4
20,9,False,False,True,True,True,True,True,True,True,11,15,15,15,16,13,13,13,15,11,8,12,West,-9,-5,-4,-7,6,6,4,4
19,9,True,False,True,True,True,True,True,True,True,11,15,15,16,15,13,13,14,14,11,8,11,North,-8,-4,-4,-6,6,7,4,5
19,10,True,True,False,False,True,True,True,True,True,10,15,15,15,14,13,13,14,14,9,8,9,North,-9,-4,-5,-6,5,5,3,4
19,11,True,True,False,True,True,True,True,True,True,9,15,15,16,14,14,14,14,14,9,8,9,North,-10,-4,-5,-5,4,5,3,3
19,12,True,True,False,False,True,True,True,True,True,9,15,15,15,14,15,13,14,13,7,8,7,North,-10,-4,-5,-6,3,3,3,2
19,13,True,True,True,False,True,True,True,True,True,10,15,16,15,13,15,13,13,11,5,8,6,North,-9,-3,-6,-6,2,2,2,0
19,14,True,True,False,False,True,True,True,True,True,9,15,15,15,13,14,13,13,11,5,6,6,North,-10,-4,-6,-6,1,1,0,-1
19,15,False,True,False,True,True,True,True,True,True,10,15,15,16,14,14,14,13,9,5,6,6,West,-9,-4,-5,-5,0,1,-1,-2
18,15,False,False,True,True,True,True,True,True,True,10,15,15,16,14,14,15,13,8,4,5,6,West,-8,-3,-4,-3,0,1,-1,-2
17,15,False,False,True,True,True,True,True,True,True,10,15,15,16,14,13,14,13,7,3,5,5,West,-7,-2,-3,-3,0,1,-2,-2
16,15,False,False,True,True,True,True,True,True,True,11,15,15,15,14,13,14,13,5,1,4,5,West,-5,-1,-2,-2,0,0,-2,-2
15,15,True,False,True,True,True,True,False,True,True,12,15,4,1,15,13,13,13,3,-1,2,3,West,-3,-11,0,-2,0,-14,-2,-2
14,15,False,True,True,True,True,True,False,True,True,11,15,5,1,14,13,13,14,3,-1,2,1,South,-3,-9,0,-1,0,-14,-2,-1
14,14,True,True,False,True,True,True,False,True,False,12,15,6,1,15,13,7,1,3,-1,2,-1,South,-2,-8,1,-7,1,-13,-1,-13
14,13,True,False,True,True,True,True,False,True,False,12,15,5,1,16,13,8,1,4,-1,2,-1,East,-2,-9,2,-6,2,-12,0,-12
15,13,False,False,True,True,True,True,False,False,False,13,15,5,1,5,1,7,1,4,-1,-1,-1,West,-2,-10,-10,-8,2,-12,-12,-12
14,13,True,False,True,True,True,True,False,False,False,13,15,4,1,6,1,8,1,3,-1,-1,-1,West,-1,-10,-8,-6,2,-12,-12,-12
13,13,True,False,True,True,True,True,False,False,False,12,15,5,1,5,1,7,1,3,-1,-1,-1,North,-1,-8,-8,-6,2,-12,-12,-12
13,14,True,True,True,False,True,True,False,False,False,13,15,6,1,4,1,6,1,1,-1,-1,-1,North,0,-7,-9,-7,1,-13,-13,-13
12,10,True,True,True,True,True,True,True,True,True,5,6,5,12,13,6,13,12,11,9,5,3,East,-7,-7,1,1,-4,2,-4,2
13,10,True,True,True,True,True,True,True,True,True,5,5,6,12,12,6,13,12,13,9,5,1,North,-8,-7,-1,0,-5,2,-4,2
13,11,True,True,True,True,True,True,True,True,False,6,5,6,13,12,6,7,1,13,9,6,-1,West,-7,-7,-1,-6,-6,2,-5,-10
12,11,True,True,True,True,True,True,True,True,False,6,6,6,12,12,7,7,1,11,7,4,-1,South,-6,-6,0,-5,-5,1,-4,-10
12,10,True,True,True,True,True,True,True,True,False,6,6,6,12,13,7,7,1,10,8,4,-1,East,-6,-6,1,-5,-4,2,-3,-9
13,10,True,True,True,True,True,True,True,True,False,7,6,5,12,13,6,7,1,10,10,4,-1,South,-6,-8,0,-6,-4,2,-4,-9
13,9,True,True,True,True,True,True,True,True,False,8,6,5,11,13,5,7,1,8,10,4,-1,South,-5,-8,0,-6,-3,2,-4,-8
13,8,True,True,True,True,True,True,True,True,False,8,5,5,12,13,6,7,1,8,12,2,-1,South,-5,-8,0,-6,-3,4,-2,-7
13,7,True,True,True,True,True,True,True,False,False,7,5,4,12,5,1,7,1,8,14,-1,-1,West,-6,-9,-8,-6,-2,5,-6,-6
12,7,True,True,True,True,True,True,True,False,False,8,5,4,13,5,1,7,1,6,14,-1,-1,West,-4,-8,-7,-5,-2,6,-6,-6
11,7,True,True,True,True,True,True,True,False,False,8,6,4,12,5,1,7,1,4,12,-1,-1,West,-3,-7,-6,-4,-1,5,-6,-6
10,7,True,True,True,True,True,True,True,False,False,8,6,4,13,5,1,7,1,3,12,-1,-1,West,-2,-6,-5,-3,-1,6,-6,-6
9,7,True,True,True,True,True,True,True,False,False,8,5,4,14,5,1,7,1,3,12,-1,-1,West,-1,-5,-4,-2,-2,7,-6,-6
8,7,True,True,True,True,True,True,True,False,False,8,5,3,14,5,1,7,1,2,12,-1,-1,South,0,-5,-3,-1,-2,7,-6,-6
8,6,True,True,True,True,True,True,True,False,False,8,5,4,14,5,1,7,1,1,12,-1,-1,South,0,-4,-3,-1,-1,8,-5,-5
8,5,True,True,True,True,True,False,True,False,False,1,1,4,14,5,1,7,1,-1,13,-1,-1,West,-7,-4,-3,-1,-4,9,-4,-4
7,5,True,True,True,True,True,False,True,False,False,1,1,3,14,5,1,7,1,-1,13,-1,-1,West,-6,-4,-2,0,-4,9,-4,-4
6,5,True,True,True,True,True,False,True,False,False,1,1,3,14,5,1,7,1,-1,12,-1,-1,North,-5,-3,-1,1,-4,9,-4,-4
6,6,True,True,True,True,True,False,True,False,False,1,1,2,14,5,1,7,1,-1,12,-1,-1,North,-5,-4,-1,1,-5,8,-5,-5
6,7,True,True,True,True,True,False,True,False,False,1,1,3,14,5,1,7,1,-1,10,-1,-1,North,-5,-3,-1,1,-6,7,-6,-6
6,8,True,True,True,True,True,False,True,False,False,1,1,3,14,5,1,7,1,-1,9,-1,-1,North,-5,-3,-1,1,-7,6,-7,-7
6,9,True,True,True,True,True,False,True,False,False,1,1,3,13,5,1,7,1,-1,7,-1,-1,North,-5,-3,-1,1,-8,4,-8,-8
6,10,True,True,True,False,True,False,True,False,False,1,1,4,13,5,1,7,1,-1,5,-1,-1,North,-5,-2,-1,1,-9,3,-9,-9
6,11,True,True,True,True,True,False,True,False,False,1,1,4,12,5,1,7,1,-1,3,-1,-1,West,-5,-2,-1,1,-10,1,-10,-10
5,11,True,False,True,True,True,False,True,False,False,1,1,4,13,5,1,7,1,-1,3,-1,-1,West,-4,-1,0,2,-10,2,-10,-10
4,11,True,False,True,True,True,False,True,False,False,1,1,4,13,5,1,7,1,-1,2,-1,-1,North,-3,0,1,3,-10,2,-10,-10
4,12,True,True,True,True,True,False,True,False,False,1,1,4,14,5,1,7,1,-1,2,-1,-1,North,-3,0,1,3,-11,2,-11,-11
4,13,True,True,True,True,True,False,True,False,False,1,1,4,14,5,1,7,1,-1,1,-1,-1,North,-3,0,1,3,-12,1,-12,-12
9,1,False,False,True,True,True,True,True,True,True,8,5,10,5,11,5,17,7,5,5,6,14,West,-1,1,2,8,4,4,4,6
8,1,True,False,True,True,True,True,True,True,True,8,5,10,6,10,5,17,7,4,7,6,15,North,0,2,2,9,4,5,4,6
8,2,True,True,False,False,True,True,True,True,True,7,5,10,5,10,6,17,7,4,5,6,14,North,-1,2,2,9,3,3,4,5
8,3,False,True,True,False,True,True,True,True,True,8,5,10,6,10,5,17,7,2,5,4,14,East,0,2,2,9,2,3,2,4
9,3,True,False,True,True,True,True,True,True,True,8,5,9,6,10,6,18,7,3,3,4,12,North,-1,0,1,9,2,3,3,4
9,4,True,True,False,False,True,True,True,True,True,7,5,9,5,10,5,17,7,3,1,2,10,North,-2,0,1,8,1,1,1,3
9,5,True,True,True,True,True,True,False,True,True,8,5,4,1,11,5,16,7,1,-1,2,9,West,-1,-5,2,7,0,-4,0,2
8,5,False,False,True,True,True,False,False,True,True,1,1,5,1,10,5,16,7,-1,-1,2,9,East,-7,-3,2,8,-4,-4,0,2
9,5,True,True,True,True,True,False,False,True,True,1,2,6,1,11,5,15,7,11,-1,2,9,East,-8,-3,2,6,-3,-4,0,2
10,5,True,False,True,True,True,False,False,False,True,1,3,7,1,5,1,16,7,11,-1,-1,7,North,-9,-3,-5,6,-2,-4,-4,2
10,6,True,True,False,True,True,False,False,False,True,1,3,7,1,6,1,15,7,12,-1,-1,6,North,-9,-3,-4,5,-3,-5,-5,1
10,7,False,True,True,True,True,False,False,False,True,1,2,8,1,6,1,15,7,14,-1,-1,5,East,-9,-2,-4,5,-5,-6,-6,0
11,7,False,False,True,True,True,False,False,False,True,1,3,8,1,6,1,15,7,14,-1,-1,4,East,-10,-3,-5,4,-4,-6,-6,0
12,7,False,False,True,True,True,False,False,False,True,1,3,8,1,6,2,15,7,15,-1,11,3,East,-11,-4,-6,3,-4,-6,-5,0
13,7,False,True,False,True,True,False,False,False,True,1,2,9,1,6,2,15,7,17,-1,12,3,South,-12,-4,-7,2,-5,-6,-5,0
13,6,True,True,False,False,True,False,False,False,True,1,3,10,1,6,3,15,6,15,-1,10,3,South,-12,-3,-7,2,-3,-5,-3,0
13,5,True,True,True,False,True,False,False,False,True,1,2,9,1,6,2,15,7,15,-1,10,5,East,-12,-4,-7,2,-3,-4,-3,2
14,5,False,False,True,True,True,False,False,False,True,1,1,10,1,6,2,16,7,-1,-1,11,5,East,-13,-4,-8,2,-4,-4,-3,2
15,5,True,False,True,True,True,False,False,False,True,1,2,9,1,6,1,17,7,17,-1,-1,3,North,-14,-6,-9,2,-3,-4,-4,2
15,6,True,True,False,False,True,False,False,False,True,1,3,8,1,5,1,16,7,17,-1,-1,3,North,-14,-7,-10,1,-3,-5,-5,1
15,7,False,True,True,False,True,False,False,False,True,1,3,9,1,4,1,17,7,18,-1,-1,1,East,-14,-6,-11,2,-4,-6,-6,0
4,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,14,12,15,21,East,5,7,15,18,-9,-5,0,-3
5,12,False,True,True,True,True,True,True,True,True,8,3,11,7,18,12,22,9,12,11,13,21,East,3,6,13,17,-9,-5,0,-3
6,12,False,True,True,True,True,True,True,True,True,9,3,11,7,18,11,23,9,12,10,13,19,East,3,5,12,17,-9,-5,-1,-3
7,12,False,True,True,True,True,True,True,True,True,10,3,12,7,18,12,22,9,12,10,11,19,East,3,5,11,15,-9,-5,0,-3
8,12,False,True,True,True,True,True,True,True,True,9,3,12,6,18,12,23,9,10,10,10,17,East,1,4,10,15,-9,-6,0,-3
9,12,False,True,True,True,True,True,True,True,True,9,4,12,7,18,12,22,9,8,8,9,16,South,0,3,9,13,-8,-5,0,-3
