@relation 'training_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R1-3,11-12,25-28,33-35,37-weka.filters.unsupervised.attribute.AddExpression-Ea12-a1-Ndiff1_x-weka.filters.unsupervised.attribute.AddExpression-Ea14-a1-Ndiff2_x-weka.filters.unsupervised.attribute.AddExpression-Ea16-a1-Ndiff3_x-weka.filters.unsupervised.attribute.AddExpression-Ea18-a1-Ndiff4_x-weka.filters.unsupervised.attribute.AddExpression-Ea13-a2-Ndiff1_y-weka.filters.unsupervised.attribute.AddExpression-Ea15-a2-Ndiff2_y-weka.filters.unsupervised.attribute.AddExpression-Ea17-a2-Ndiff3_y-weka.filters.unsupervised.attribute.AddExpression-Ea19-a2-Ndiff4_y'

@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute legal_Stop {False,True}
@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute ghost1_x numeric
@attribute ghost1_y numeric
@attribute ghost2_x numeric
@attribute ghost2_y numeric
@attribute ghost3_x numeric
@attribute ghost3_y numeric
@attribute ghost4_x numeric
@attribute ghost4_y numeric
@attribute ghost1_dist numeric
@attribute ghost2_dist numeric
@attribute ghost3_dist numeric
@attribute ghost4_dist numeric
@attribute pacman_action {East,North,South,Stop,West,None}
@attribute diff1_x numeric
@attribute diff2_x numeric
@attribute diff3_x numeric
@attribute diff4_x numeric
@attribute diff1_y numeric
@attribute diff2_y numeric
@attribute diff3_y numeric
@attribute diff4_y numeric

@data
16,6,False,False,True,True,True,False,False,True,True,1,1,3,1,17,6,25,7,-1,-1,1,10,East,-15,-13,1,9,-5,-5,0,1
17,6,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,25,7,-1,-1,-1,9,East,-16,-14,-12,8,-5,-5,-5,1
18,6,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,25,7,-1,-1,-1,8,East,-17,-15,-13,7,-5,-5,-5,1
19,6,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,25,7,-1,-1,-1,7,East,-18,-16,-14,6,-5,-5,-5,1
20,6,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,25,7,-1,-1,-1,6,East,-19,-17,-15,5,-5,-5,-5,1
21,6,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,25,7,-1,-1,-1,5,East,-20,-18,-16,4,-5,-5,-5,1
22,6,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,25,7,-1,-1,-1,4,East,-21,-19,-17,3,-5,-5,-5,1
23,6,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,25,7,-1,-1,-1,3,East,-22,-20,-18,2,-5,-5,-5,1
24,6,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,25,7,-1,-1,-1,2,East,-23,-21,-19,1,-5,-5,-5,1
25,6,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,25,7,-1,-1,-1,1,North,-24,-22,-20,0,-5,-5,-5,1
14,1,False,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,16,13,12,15,East,-4,-1,0,3,12,12,12,12
15,1,True,False,True,True,True,True,True,True,True,10,13,14,13,14,13,17,13,17,13,13,13,North,-5,-1,-1,2,12,12,12,12
15,2,True,True,False,False,True,True,True,True,True,11,13,14,14,14,13,16,13,15,13,12,13,North,-4,-1,-1,1,11,12,11,11
15,3,False,True,True,False,True,True,True,True,True,12,13,14,14,14,14,17,13,13,12,12,12,East,-3,-1,-1,2,10,11,11,10
16,3,False,False,True,True,True,True,True,True,True,11,13,13,14,14,14,17,13,15,14,13,11,East,-5,-3,-2,1,10,11,11,10
17,3,False,False,True,True,True,True,True,True,True,10,13,13,13,14,14,17,13,17,14,14,11,East,-7,-4,-3,0,10,10,11,10
18,3,True,False,False,True,True,True,True,True,True,11,13,14,13,14,14,16,13,17,14,15,12,North,-7,-4,-4,-2,10,10,11,10
18,4,True,True,False,False,True,True,True,True,True,10,13,13,13,14,15,16,13,17,14,15,11,North,-8,-5,-4,-2,9,9,11,9
18,5,True,True,False,False,True,True,True,True,True,11,13,13,14,13,15,16,13,15,14,15,9,North,-7,-5,-5,-2,8,9,10,8
18,6,False,True,True,True,True,True,True,True,True,11,13,13,13,14,15,17,13,14,12,13,8,East,-7,-5,-4,-1,7,7,9,7
19,6,False,False,True,True,True,True,True,True,True,12,13,13,13,15,15,17,13,14,13,13,9,East,-7,-6,-4,-2,7,7,9,7
20,6,False,False,True,True,True,True,True,True,True,13,13,12,13,14,15,17,13,14,15,15,11,East,-7,-8,-6,-3,7,7,9,7
21,6,True,True,False,True,True,True,True,True,True,13,13,12,13,13,15,16,13,15,16,17,13,North,-8,-9,-8,-5,7,7,9,7
21,7,True,True,False,False,True,True,True,True,True,14,13,11,13,12,15,15,13,13,16,17,13,North,-7,-10,-9,-6,6,6,8,6
21,8,True,True,False,False,True,True,True,True,True,14,13,11,13,12,16,14,13,12,15,17,13,North,-7,-10,-9,-7,5,5,8,5
21,9,True,True,True,True,True,True,True,True,True,15,13,12,13,12,15,13,13,10,13,15,13,West,-6,-9,-9,-8,4,4,6,4
20,9,False,False,True,True,True,True,True,True,True,14,13,11,13,11,15,13,14,10,13,15,12,West,-6,-9,-9,-7,4,4,6,5
19,9,True,False,True,True,True,True,True,True,True,14,14,12,13,11,15,13,14,10,11,14,12,North,-5,-7,-8,-6,5,4,6,5
19,10,True,True,False,False,True,True,True,True,True,14,13,13,13,10,15,13,15,8,9,14,12,North,-5,-6,-9,-6,3,3,5,5
19,11,True,True,False,True,True,True,True,True,True,13,13,14,13,9,15,12,15,8,7,14,12,North,-6,-5,-10,-7,2,2,4,4
19,12,True,True,False,False,True,True,True,True,True,14,13,14,14,9,15,11,15,6,7,13,11,North,-5,-5,-10,-8,1,2,3,3
19,13,True,True,True,False,True,True,True,True,True,14,14,14,15,10,15,11,15,6,7,11,10,North,-5,-5,-9,-8,1,2,2,2
19,14,True,True,False,False,True,True,True,True,True,14,15,14,14,10,15,11,15,6,5,10,10,North,-5,-5,-9,-8,1,0,1,1
19,15,False,True,False,True,True,True,True,True,True,14,15,14,14,11,15,10,15,5,6,8,8,West,-5,-5,-8,-9,0,-1,0,0
18,15,False,False,True,True,True,True,True,True,True,15,15,14,14,10,15,11,15,3,5,8,6,West,-3,-4,-8,-7,0,-1,0,0
17,15,False,False,True,True,True,True,True,True,True,15,16,14,15,11,15,12,15,3,3,6,6,West,-2,-3,-6,-5,1,0,0,0
16,15,False,False,True,True,True,True,True,True,True,15,16,13,15,10,15,11,15,2,3,6,5,West,-1,-3,-6,-5,1,0,0,0
15,15,True,False,True,True,True,False,True,True,True,1,1,14,15,10,15,11,15,-1,1,5,4,West,-14,-1,-5,-4,-14,0,0,0
14,15,False,True,True,True,True,False,False,True,True,1,2,2,1,11,15,11,15,26,-1,3,3,West,-13,-12,-3,-3,-13,-14,0,0
13,15,False,True,True,True,True,False,False,True,True,1,3,1,1,12,15,11,15,24,-1,1,2,West,-12,-12,-1,-2,-12,-14,0,0
4,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,14,12,15,21,East,5,7,15,18,-9,-5,0,-3
5,12,False,True,True,True,True,True,True,True,True,9,4,10,7,19,12,22,9,12,10,14,20,East,4,5,14,17,-8,-5,0,-3
6,12,False,True,True,True,True,True,True,True,True,9,3,10,7,19,12,22,9,12,9,13,18,East,3,4,13,16,-9,-5,0,-3
7,12,False,True,True,True,True,True,True,True,True,9,3,11,7,18,12,22,10,11,9,11,16,East,2,4,11,15,-9,-5,0,-2
8,12,False,True,True,True,True,True,True,True,True,8,3,11,7,17,12,22,11,9,8,9,14,East,0,3,9,14,-9,-5,0,-1
9,12,False,True,True,True,True,True,True,True,True,8,3,10,7,17,12,21,11,10,6,8,13,East,-1,1,8,12,-9,-5,0,-1
10,12,False,True,True,True,True,True,True,True,True,8,4,10,6,18,12,21,11,10,6,8,13,South,-2,0,8,11,-8,-6,0,-1
10,11,True,True,True,True,True,True,True,True,True,8,4,11,6,18,12,22,11,9,6,9,13,East,-2,1,8,12,-7,-5,1,0
11,11,True,True,True,True,True,True,True,True,True,8,3,12,6,18,11,22,12,11,6,7,12,East,-3,1,7,11,-8,-5,0,1
12,11,True,True,True,True,True,True,True,True,True,9,3,13,6,18,10,22,12,11,6,7,10,East,-3,1,6,10,-8,-5,-1,1
13,11,True,True,True,True,True,True,True,True,True,8,3,14,6,18,9,21,12,13,6,7,10,East,-5,1,5,8,-8,-5,-2,1
14,11,True,True,True,True,True,True,True,True,True,8,3,14,5,18,10,22,12,14,6,5,8,East,-6,0,4,8,-8,-6,-1,1
15,11,True,True,True,True,True,True,True,True,True,8,3,13,5,18,11,22,11,15,8,3,6,East,-7,-2,3,7,-8,-6,0,0
16,11,True,True,True,True,True,True,True,True,True,9,3,13,5,19,11,21,11,15,9,3,4,East,-7,-3,3,5,-8,-6,0,0
17,11,True,True,True,True,True,True,True,True,True,8,3,12,5,18,11,20,11,17,11,1,2,East,-9,-5,1,3,-8,-6,0,0
18,11,True,True,True,True,True,True,True,False,True,8,3,12,5,5,1,19,11,18,12,-1,2,East,-10,-6,-13,1,-8,-6,-10,0
19,11,True,True,True,True,True,True,True,False,False,8,3,12,5,5,1,19,12,19,13,-1,-1,West,-11,-7,-14,0,-8,-6,-10,1
18,11,True,True,True,True,True,True,True,False,False,7,3,12,4,5,1,7,1,19,13,-1,-1,West,-11,-6,-13,-11,-8,-7,-10,-10
17,11,True,True,True,True,True,True,True,False,False,7,3,12,4,5,1,7,1,18,12,-1,-1,West,-10,-5,-12,-10,-8,-7,-10,-10
16,11,True,True,True,True,True,True,True,False,False,7,3,12,3,5,1,7,1,17,12,-1,-1,West,-9,-4,-11,-9,-8,-8,-10,-10
15,11,True,True,True,True,True,True,True,False,False,7,4,12,3,5,1,7,1,15,11,-1,-1,West,-8,-3,-10,-8,-7,-8,-10,-10
14,11,True,True,True,True,True,True,True,False,False,6,4,11,3,5,1,7,1,15,11,-1,-1,West,-8,-3,-9,-7,-7,-8,-10,-10
13,11,True,True,True,True,True,True,True,False,False,6,5,12,3,5,1,7,1,13,9,-1,-1,West,-7,-1,-8,-6,-6,-8,-10,-10
12,11,True,True,True,True,True,True,True,False,False,5,5,12,3,5,1,7,1,13,8,-1,-1,South,-7,0,-7,-5,-6,-8,-10,-10
12,10,True,True,True,True,True,True,True,False,False,5,4,12,3,5,1,7,1,13,7,-1,-1,South,-7,0,-7,-5,-6,-7,-9,-9
12,9,True,True,True,True,True,True,True,False,False,5,5,12,3,5,1,7,1,11,6,-1,-1,South,-7,0,-7,-5,-4,-6,-8,-8
12,8,True,True,True,True,True,True,True,False,False,5,6,12,4,5,1,7,1,9,4,-1,-1,South,-7,0,-7,-5,-2,-4,-7,-7
12,7,True,True,True,True,True,True,True,False,False,6,6,12,3,5,1,7,1,7,4,-1,-1,South,-6,0,-7,-5,-1,-4,-6,-6
12,6,True,True,True,True,True,True,True,False,False,7,6,12,4,5,1,7,1,5,2,-1,-1,South,-5,0,-7,-5,0,-2,-5,-5
12,5,True,True,True,True,True,True,False,False,False,6,6,3,1,5,1,7,1,7,-1,-1,-1,West,-6,-9,-7,-5,1,-4,-4,-4
11,5,True,True,True,True,True,True,False,False,False,6,7,3,1,5,1,7,1,7,-1,-1,-1,West,-5,-8,-6,-4,2,-4,-4,-4
10,5,True,True,True,True,True,True,False,False,False,7,7,3,1,5,1,7,1,5,-1,-1,-1,West,-3,-7,-5,-3,2,-4,-4,-4
9,5,True,True,True,True,True,True,False,False,False,7,8,3,1,5,1,7,1,5,-1,-1,-1,West,-2,-6,-4,-2,3,-4,-4,-4
8,5,True,True,True,True,True,True,False,False,False,7,8,3,1,5,1,7,1,4,-1,-1,-1,West,-1,-5,-3,-1,3,-4,-4,-4
7,5,True,True,True,True,True,True,False,False,False,8,8,3,1,5,1,7,1,4,-1,-1,-1,East,1,-4,-2,0,3,-4,-4,-4
8,5,True,True,True,True,True,True,False,False,False,8,8,3,1,5,1,7,1,3,-1,-1,-1,North,0,-5,-3,-1,3,-4,-4,-4
8,6,True,True,True,True,True,True,False,False,False,7,8,3,1,5,1,7,1,3,-1,-1,-1,West,-1,-5,-3,-1,2,-5,-5,-5
7,6,True,True,True,True,True,True,False,False,False,7,9,3,1,5,1,7,1,3,-1,-1,-1,North,0,-4,-2,0,3,-5,-5,-5
7,7,True,True,True,True,True,True,False,False,False,6,9,3,1,5,1,7,1,3,-1,-1,-1,West,-1,-4,-2,0,2,-6,-6,-6
6,7,True,True,True,True,True,True,False,False,False,7,9,3,1,5,1,7,1,3,-1,-1,-1,East,1,-3,-1,1,2,-6,-6,-6
7,7,True,True,True,True,True,True,False,False,False,7,9,3,1,5,1,7,1,2,-1,-1,-1,North,0,-4,-2,0,2,-6,-6,-6
7,8,True,True,True,True,True,True,False,False,False,7,10,3,1,5,1,7,1,2,-1,-1,-1,North,0,-4,-2,0,2,-7,-7,-7
7,9,True,True,True,True,True,True,False,False,False,7,11,3,1,5,1,7,1,2,-1,-1,-1,North,0,-4,-2,0,2,-8,-8,-8
7,10,True,True,True,True,True,True,False,False,False,7,12,3,1,5,1,7,1,2,-1,-1,-1,North,0,-4,-2,0,2,-9,-9,-9
7,11,True,True,True,True,True,True,False,False,False,8,12,3,1,5,1,7,1,2,-1,-1,-1,East,1,-4,-2,0,1,-10,-10,-10
8,11,True,True,True,True,True,True,False,False,False,7,12,3,1,5,1,7,1,2,-1,-1,-1,West,-1,-5,-3,-1,1,-10,-10,-10
7,11,True,True,True,True,True,True,False,False,False,6,12,3,1,5,1,7,1,2,-1,-1,-1,West,-1,-4,-2,0,1,-10,-10,-10
14,1,False,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,16,13,12,15,East,-4,-1,0,3,12,12,12,12
15,1,True,False,True,True,True,True,True,True,True,10,13,12,13,14,13,17,13,17,15,13,14,North,-5,-3,-1,2,12,12,12,12
15,2,True,True,False,False,True,True,True,True,True,10,13,13,13,15,13,17,13,16,13,11,13,North,-5,-2,0,2,11,11,11,11
15,3,False,True,True,False,True,True,True,True,True,10,13,14,13,16,13,17,13,15,11,11,12,East,-5,-1,1,2,10,10,10,10
16,3,False,False,True,True,True,True,True,True,True,10,13,15,13,17,13,17,13,16,11,11,11,East,-6,-1,1,1,10,10,10,10
17,3,False,False,True,True,True,True,True,True,True,10,13,14,13,16,13,17,13,17,13,11,11,East,-7,-3,-1,0,10,10,10,10
18,3,True,False,False,True,True,True,True,True,True,11,13,14,14,16,13,16,13,17,15,12,13,North,-7,-4,-2,-2,10,11,10,10
18,4,True,True,False,False,True,True,True,True,True,10,13,14,15,15,13,15,13,17,15,12,11,North,-8,-4,-3,-3,9,11,9,9
18,5,True,True,False,False,True,True,True,True,True,11,13,14,15,14,13,16,13,15,14,12,9,North,-7,-4,-4,-2,8,10,8,8
18,6,False,True,True,True,True,True,True,True,True,11,13,14,14,13,13,17,13,14,12,12,9,East,-7,-4,-5,-1,7,8,7,7
19,6,False,False,True,True,True,True,True,True,True,10,13,14,13,12,13,16,13,16,12,14,11,East,-9,-5,-7,-3,7,7,7,7
20,6,False,False,True,True,True,True,True,True,True,10,13,14,13,12,13,15,13,17,13,15,12,East,-10,-6,-8,-5,7,7,7,7
21,6,True,True,False,True,True,True,True,True,True,11,13,14,13,13,13,15,13,17,14,15,13,North,-10,-7,-8,-6,7,7,7,7
21,7,True,True,False,False,True,True,True,True,True,10,13,14,14,13,13,15,13,17,14,14,13,North,-11,-7,-8,-6,6,7,6,6
21,8,True,True,False,False,True,True,True,True,True,10,13,14,13,13,14,14,13,16,12,14,13,North,-11,-7,-8,-7,5,5,6,5
21,9,True,True,True,True,True,True,True,True,True,10,13,15,13,13,14,14,14,15,10,13,13,West,-11,-6,-8,-7,4,4,5,5
20,9,False,False,True,True,True,True,True,True,True,10,13,14,13,14,14,14,15,14,10,11,13,West,-10,-6,-6,-6,4,4,5,6
19,9,True,False,True,True,True,True,True,True,True,10,13,15,13,14,14,13,15,13,8,10,11,North,-9,-4,-5,-6,4,4,5,6
19,10,True,True,False,False,True,True,True,True,True,11,13,14,13,14,13,14,15,11,8,8,11,North,-8,-5,-5,-5,3,3,3,5
19,11,True,True,False,True,True,True,True,True,True,12,13,14,14,14,13,13,15,9,8,7,10,North,-7,-5,-5,-6,2,3,2,4
19,12,True,True,False,False,True,True,True,True,True,12,13,13,14,14,14,13,15,8,8,7,8,North,-7,-6,-5,-6,1,2,2,3
19,13,True,True,True,False,True,True,True,True,True,13,13,13,14,13,14,14,15,6,7,7,6,North,-6,-6,-6,-5,0,1,1,2
19,14,True,True,False,False,True,True,True,True,True,14,13,13,15,14,14,14,14,6,7,5,5,North,-5,-6,-5,-5,-1,1,0,0
19,15,False,True,False,True,True,True,True,True,True,13,13,13,15,14,13,14,14,8,6,7,6,West,-6,-6,-5,-5,-2,0,-2,-1
18,15,False,False,True,True,True,True,True,True,True,14,13,12,15,15,13,14,14,6,6,5,5,West,-4,-6,-3,-4,-2,0,-2,-1
17,15,False,False,True,True,True,True,True,True,True,14,14,12,16,15,13,14,14,4,6,4,4,West,-3,-5,-2,-3,-1,1,-2,-1
16,15,False,False,True,True,True,True,True,True,True,14,13,12,17,15,13,14,14,4,6,3,4,West,-2,-4,-1,-2,-2,2,-2,-1
15,15,True,False,True,True,True,True,True,True,True,15,13,12,18,14,13,14,13,2,6,3,2,West,0,-3,-1,-1,-2,3,-2,-2
14,15,False,True,True,True,True,True,True,True,True,16,13,12,18,15,13,14,14,4,5,3,2,South,2,-2,1,0,-2,3,-2,-1
14,14,True,True,False,True,True,True,True,True,False,15,13,11,18,16,13,14,13,2,7,3,-1,South,1,-3,2,0,-1,4,-1,-1
14,13,True,False,True,True,True,True,True,True,False,15,13,12,18,16,13,7,1,1,7,2,-1,East,1,-2,2,-7,0,5,0,-12
15,13,False,False,True,True,True,False,True,True,False,1,1,12,18,16,13,8,1,-1,8,1,-1,East,-14,-3,1,-7,-12,5,0,-12
16,13,False,False,True,True,True,False,True,False,False,2,1,12,18,4,1,7,1,-1,9,-1,-1,West,-14,-4,-12,-9,-12,5,-12,-12
15,13,False,False,True,True,True,False,True,False,False,3,1,12,17,4,1,8,1,-1,7,-1,-1,West,-12,-3,-11,-7,-12,4,-12,-12
14,13,True,False,True,True,True,False,True,False,False,2,1,12,16,5,1,9,1,-1,5,-1,-1,West,-12,-2,-9,-5,-12,3,-12,-12
13,13,True,False,True,True,True,False,True,False,False,3,1,12,17,5,1,9,1,-1,5,-1,-1,North,-10,-1,-8,-4,-12,4,-12,-12
13,14,True,True,True,False,True,False,True,False,False,2,1,12,18,6,1,9,1,-1,5,-1,-1,North,-11,-1,-7,-4,-13,4,-13,-13
13,15,False,True,True,True,True,False,True,False,False,1,1,11,18,6,1,10,1,-1,5,-1,-1,West,-12,-2,-7,-3,-14,3,-14,-14
12,15,True,False,True,True,True,False,True,False,False,1,2,12,18,6,1,11,1,24,3,-1,-1,North,-11,0,-6,-1,-13,3,-14,-14
12,16,True,True,False,False,True,False,True,False,False,1,1,11,18,6,1,10,1,-1,3,-1,-1,North,-11,-1,-6,-2,-15,2,-15,-15
12,17,True,True,False,False,True,False,True,False,False,2,1,12,18,5,1,11,1,-1,1,-1,-1,North,-10,0,-7,-1,-16,1,-16,-16
12,10,True,True,True,True,True,True,True,True,True,5,6,5,12,13,6,13,12,11,9,5,3,East,-7,-7,1,1,-4,2,-4,2
13,10,True,True,True,True,True,True,True,True,True,5,5,6,12,12,6,13,12,13,9,5,2,North,-8,-7,-1,0,-5,2,-4,2
13,11,True,True,True,True,True,True,True,True,True,4,5,7,12,12,5,13,12,15,7,7,1,North,-9,-6,-1,0,-6,1,-6,1
13,12,True,True,True,True,True,True,True,True,False,5,5,8,12,11,5,7,1,15,5,9,-1,West,-8,-5,-2,-6,-7,0,-7,-11
12,12,True,True,True,True,True,True,True,True,False,6,5,8,12,12,5,7,1,13,4,7,-1,West,-6,-4,0,-5,-7,0,-7,-11
11,12,True,True,True,True,True,True,True,True,False,5,5,9,12,12,4,7,1,13,2,9,-1,West,-6,-2,1,-4,-7,0,-8,-11
10,12,True,True,True,True,True,True,True,True,False,4,5,9,12,12,4,7,1,13,1,10,-1,West,-6,-1,2,-3,-7,0,-8,-11
9,12,True,True,True,True,True,True,False,True,False,4,4,3,1,13,4,7,1,13,-1,12,-1,East,-5,-6,4,-2,-8,-11,-8,-11
10,12,True,True,True,True,True,True,False,True,False,4,5,3,1,12,4,7,1,13,-1,10,-1,East,-6,-7,2,-3,-7,-11,-8,-11
11,12,True,True,True,True,True,True,False,True,False,4,5,3,1,12,5,7,1,14,-1,8,-1,East,-7,-8,1,-4,-7,-11,-7,-11
12,12,True,True,True,True,True,True,False,True,False,4,4,3,1,12,5,7,1,16,-1,7,-1,South,-8,-9,0,-5,-8,-11,-7,-11
12,11,True,True,True,True,True,True,False,True,False,4,3,3,1,12,4,7,1,16,-1,7,-1,South,-8,-9,0,-5,-8,-10,-7,-10
12,10,True,True,True,True,True,True,False,True,False,5,3,3,1,12,4,7,1,14,-1,6,-1,South,-7,-9,0,-5,-7,-9,-6,-9
12,9,True,True,True,True,True,True,False,True,False,4,3,3,1,12,5,7,1,14,-1,4,-1,South,-8,-9,0,-5,-6,-8,-4,-8
12,8,True,True,True,True,True,True,False,True,False,3,3,3,1,13,5,7,1,14,-1,4,-1,East,-9,-9,1,-5,-5,-7,-3,-7
13,8,True,True,True,True,True,True,False,True,False,4,3,3,1,13,4,7,1,14,-1,4,-1,South,-9,-10,0,-6,-5,-7,-4,-7
13,7,True,True,True,True,True,True,False,True,False,4,3,3,1,13,4,7,1,13,-1,3,-1,South,-9,-10,0,-6,-4,-6,-3,-6
13,6,True,True,True,True,True,True,False,True,False,5,3,3,1,13,4,7,1,11,-1,2,-1,South,-8,-10,0,-6,-3,-5,-2,-5
13,5,True,True,True,True,True,True,False,True,False,5,4,3,1,13,3,7,1,9,-1,2,-1,South,-8,-10,0,-6,-1,-4,-2,-4
13,4,True,True,True,True,True,True,False,False,False,5,4,3,1,5,1,7,1,8,-1,-1,-1,West,-8,-10,-8,-6,0,-3,-3,-3
12,4,True,True,True,True,True,True,False,False,False,4,4,3,1,5,1,7,1,8,-1,-1,-1,West,-8,-9,-7,-5,0,-3,-3,-3
11,4,True,True,True,True,True,True,False,False,False,3,4,3,1,5,1,7,1,8,-1,-1,-1,West,-8,-8,-6,-4,0,-3,-3,-3
10,4,True,True,True,True,True,True,False,False,False,2,4,3,1,5,1,7,1,8,-1,-1,-1,West,-8,-7,-5,-3,0,-3,-3,-3
9,4,True,True,True,True,True,True,False,False,False,2,5,3,1,5,1,7,1,8,-1,-1,-1,West,-7,-6,-4,-2,1,-3,-3,-3
8,4,True,True,True,True,True,True,False,False,False,1,5,3,1,5,1,7,1,8,-1,-1,-1,West,-7,-5,-3,-1,1,-3,-3,-3
7,4,True,True,True,True,True,True,False,False,False,1,4,3,1,5,1,7,1,6,-1,-1,-1,West,-6,-4,-2,0,0,-3,-3,-3
6,4,True,True,True,True,True,True,False,False,False,1,3,3,1,5,1,7,1,6,-1,-1,-1,West,-5,-3,-1,1,-1,-3,-3,-3
5,4,True,True,True,True,True,True,False,False,False,1,4,3,1,5,1,7,1,4,-1,-1,-1,West,-4,-2,0,2,0,-3,-3,-3
4,4,True,True,True,True,True,True,False,False,False,1,5,3,1,5,1,7,1,4,-1,-1,-1,West,-3,-1,1,3,1,-3,-3,-3
3,4,True,True,True,True,True,True,False,False,False,2,5,3,1,5,1,7,1,2,-1,-1,-1,West,-1,0,2,4,1,-3,-3,-3
2,4,True,True,True,True,True,True,False,False,False,2,6,3,1,5,1,7,1,2,-1,-1,-1,North,0,1,3,5,2,-3,-3,-3
2,5,True,True,True,True,True,True,False,False,False,2,7,3,1,5,1,7,1,2,-1,-1,-1,North,0,1,3,5,2,-4,-4,-4
14,1,False,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,16,13,12,15,East,-4,-1,0,3,12,12,12,12
15,1,True,False,True,True,True,True,True,True,True,10,13,13,13,14,14,17,13,17,14,14,13,North,-5,-2,-1,2,12,12,13,12
15,2,True,True,False,False,True,True,True,True,True,11,13,13,14,14,14,16,13,15,14,13,12,North,-4,-2,-1,1,11,12,12,11
15,3,False,True,True,False,True,True,True,True,True,11,13,13,15,14,14,16,13,14,14,12,12,East,-4,-2,-1,1,10,12,11,10
16,3,False,False,True,True,True,True,True,True,True,10,13,13,14,14,13,17,13,16,14,12,11,East,-6,-3,-2,1,10,11,10,10
17,3,False,False,True,True,True,True,True,True,True,10,13,13,14,13,13,17,13,17,15,14,10,East,-7,-4,-4,0,10,11,10,10
18,3,True,False,False,True,True,True,True,True,True,10,13,13,14,13,14,17,13,18,16,16,12,North,-8,-5,-5,-1,10,11,11,10
18,4,True,True,False,False,True,True,True,True,True,11,13,14,14,14,14,16,13,16,14,14,11,North,-7,-4,-4,-2,9,10,10,9
18,5,True,True,False,False,True,True,True,True,True,10,13,14,15,14,13,16,13,16,14,12,11,North,-8,-4,-4,-2,8,10,8,8
18,6,False,True,True,True,True,True,True,True,True,11,13,13,15,14,14,15,13,14,14,12,11,East,-7,-5,-4,-3,7,9,8,7
19,6,False,False,True,True,True,True,True,True,True,12,13,12,15,14,14,14,13,14,16,13,13,East,-7,-7,-5,-5,7,9,8,7
20,6,False,False,True,True,True,True,True,True,True,13,13,11,15,14,15,13,13,14,18,15,15,East,-7,-9,-6,-7,7,9,9,7
21,6,True,True,False,True,True,True,True,True,True,13,13,10,15,14,14,12,13,15,20,15,15,North,-8,-11,-7,-9,7,9,8,7
21,7,True,True,False,False,True,True,True,True,True,13,14,9,15,13,14,13,13,15,20,15,13,North,-8,-12,-8,-8,7,8,7,6
21,8,True,True,False,False,True,True,True,True,True,14,14,8,15,13,15,14,13,13,20,15,13,North,-7,-13,-8,-7,6,7,7,5
21,9,True,True,True,True,True,True,True,True,True,13,14,9,15,14,15,14,14,13,18,13,13,West,-8,-12,-7,-7,5,6,6,5
20,9,False,False,True,True,True,True,True,True,True,14,14,9,15,14,15,13,14,11,17,12,12,West,-6,-11,-6,-7,5,6,6,5
19,9,True,False,True,True,True,True,True,True,True,14,14,8,15,14,15,13,14,10,17,11,12,North,-5,-11,-5,-6,5,6,6,5
19,10,True,True,False,False,True,True,True,True,True,14,14,8,15,14,14,13,15,9,16,9,10,North,-5,-11,-5,-6,4,5,4,5
19,11,True,True,False,True,True,True,True,True,True,14,15,8,14,14,14,14,15,9,14,8,10,North,-5,-11,-5,-5,4,3,3,4
19,12,True,True,False,False,True,True,True,True,True,14,14,8,15,14,15,13,15,7,14,8,9,North,-5,-11,-5,-6,2,3,3,3
19,13,True,True,True,False,True,True,True,True,True,13,14,8,14,13,15,13,15,7,12,8,7,North,-6,-11,-6,-6,1,1,2,2
19,14,True,True,False,False,True,True,True,True,True,13,13,8,15,12,15,13,14,7,12,8,6,North,-6,-11,-7,-6,-1,1,1,0
19,15,False,True,False,True,True,True,True,True,True,13,13,8,14,12,15,13,14,8,12,7,6,West,-6,-11,-7,-6,-2,-1,0,-1
18,15,False,False,True,True,True,True,True,True,True,12,13,8,13,11,15,14,14,8,12,7,4,West,-6,-10,-7,-4,-2,-2,0,-1
17,15,False,False,True,True,True,True,True,True,True,13,13,7,13,11,15,14,15,6,12,6,2,West,-4,-10,-6,-3,-2,-2,0,0
16,15,False,False,True,True,True,True,True,True,True,14,13,8,13,12,15,15,15,4,10,4,2,West,-2,-8,-4,-1,-2,-2,0,0
