@relation 'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36'

@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute ghost1_dist numeric
@attribute ghost2_dist numeric
@attribute ghost3_dist numeric
@attribute ghost4_dist numeric
@attribute pacdots_remaining numeric
@attribute nearestpacdot_dist numeric
@attribute currentTickScore numeric
@attribute nextTickScore numeric

@data
False,False,False,True,-1,-1,-1,3,95,1,3147,3246
False,False,False,True,-1,-1,-1,1,94,1,3246,3445
True,True,True,True,11,9,5,3,1,7,0,-1
True,True,True,True,11,9,5,3,1,7,-1,-2
True,True,True,True,11,9,5,3,1,7,-2,-3
True,True,True,True,11,9,5,3,1,7,-3,-4
True,True,True,True,11,9,5,3,1,7,-4,-5
True,True,True,True,12,8,6,2,1,8,-5,-6
True,True,True,True,13,7,7,1,1,9,-6,193
True,True,True,False,14,8,6,-1,1,8,193,192
True,True,True,False,15,9,7,-1,1,7,192,191
True,True,True,False,14,8,6,-1,1,8,191,190
True,True,True,False,13,7,7,-1,1,9,190,189
True,True,True,False,12,6,8,-1,1,10,189,188
True,True,True,False,11,5,9,-1,1,11,188,187
True,True,True,False,10,4,10,-1,1,12,187,186
True,True,True,False,9,3,11,-1,1,13,186,185
True,True,True,False,8,2,12,-1,1,14,185,184
True,True,True,False,7,1,13,-1,1,15,184,383
True,False,True,False,6,-1,14,-1,1,16,383,382
True,False,True,False,7,-1,13,-1,1,15,382,381
True,False,True,False,8,-1,12,-1,1,14,381,380
True,False,True,False,7,-1,11,-1,1,13,380,379
True,False,True,False,6,-1,10,-1,1,12,379,378
True,False,True,False,5,-1,9,-1,1,11,378,377
True,False,True,False,4,-1,8,-1,1,12,377,376
True,False,True,False,3,-1,9,-1,1,13,376,375
True,False,True,False,2,-1,8,-1,1,14,375,374
True,False,True,False,1,-1,7,-1,1,15,374,373
True,False,True,False,2,-1,8,-1,1,16,373,372
True,False,True,False,1,-1,9,-1,1,17,372,571
False,False,True,False,-1,-1,8,-1,1,16,571,570
False,False,True,False,-1,-1,9,-1,1,15,570,569
False,False,True,False,-1,-1,8,-1,1,14,569,568
False,False,True,False,-1,-1,7,-1,1,13,568,567
False,False,True,False,-1,-1,6,-1,1,12,567,566
False,False,True,False,-1,-1,5,-1,1,11,566,565
False,False,True,False,-1,-1,4,-1,1,10,565,564
False,False,True,False,-1,-1,3,-1,1,9,564,563
False,False,True,False,-1,-1,2,-1,1,8,563,562
False,False,True,False,-1,-1,1,-1,1,7,562,761
True,True,True,True,5,5,6,14,68,1,0,-1
True,True,True,True,6,4,6,13,68,1,-1,-2
True,True,True,True,5,5,6,13,68,1,-2,-3
True,True,True,True,6,6,6,13,68,1,-3,-4
True,True,True,True,5,5,6,14,68,1,-4,-5
True,True,True,True,5,5,6,13,68,1,-5,-6
True,True,True,True,6,6,6,12,68,1,-6,93
True,True,True,True,6,6,6,14,67,1,93,92
True,True,True,True,6,5,6,13,67,2,92,91
True,True,True,True,4,4,5,12,67,2,91,90
True,True,True,True,5,5,4,13,67,2,90,89
True,True,True,True,5,7,4,12,67,3,89,88
True,True,True,True,5,6,2,12,67,2,88,287
True,True,False,True,3,4,-1,11,67,1,287,386
True,True,False,True,5,2,-1,9,66,1,386,485
True,True,False,True,5,2,-1,10,65,1,485,784
True,False,False,True,5,-1,-1,10,64,1,784,883
True,False,False,True,5,9,-1,11,63,1,883,982
True,False,False,True,3,7,-1,11,62,1,982,1081
True,False,False,True,1,7,-1,12,61,1,1081,1380
False,False,False,True,8,5,-1,12,60,1,1380,1479
False,False,False,True,6,5,-1,12,59,1,1479,1578
False,False,False,True,6,4,-1,12,58,1,1578,1577
False,False,False,True,7,-1,-1,11,58,2,1577,1576
False,False,False,True,8,6,-1,10,58,1,1576,1575
False,False,False,True,9,-1,-1,10,58,2,1575,1574
False,False,False,True,9,8,-1,10,58,2,1574,1573
False,False,False,True,9,-1,8,9,58,2,1573,1572
False,False,False,True,11,9,8,9,58,3,1572,1571
False,False,False,True,11,9,9,7,58,2,1571,1570
False,False,False,True,11,9,10,7,58,1,1570,1669
False,False,False,True,13,10,12,5,57,1,1669,1768
False,False,False,True,14,11,-1,5,56,1,1768,1867
False,False,False,True,16,12,-1,4,55,1,1867,1966
False,False,False,True,-1,12,15,3,54,1,1966,2065
False,False,False,True,-1,12,14,3,53,1,2065,2164
False,False,False,True,-1,11,-1,5,52,1,2164,2263
False,False,False,True,16,12,-1,4,51,1,2263,2362
False,False,False,True,-1,12,-1,4,50,1,2362,2461
False,False,False,True,-1,14,-1,2,49,1,2461,2560
False,False,False,True,19,16,-1,2,48,1,2560,2659
False,False,False,True,19,16,-1,1,47,2,2659,2858
True,True,True,True,13,25,28,35,0,-1,0,-1
True,True,True,True,12,24,29,36,0,-1,-1,-2
True,True,True,True,11,24,30,36,0,-1,-2,-3
True,True,True,True,10,23,31,36,0,-1,-3,-4
True,True,True,True,11,22,32,35,0,-1,-4,-5
True,True,True,True,12,23,31,34,0,-1,-5,-6
True,True,True,True,10,23,29,34,0,-1,-6,-7
True,True,True,True,10,21,28,34,0,-1,-7,-8
True,True,True,True,10,21,27,33,0,-1,-8,-9
True,True,True,True,10,19,27,32,0,-1,-9,-10
True,True,True,True,10,18,25,30,0,-1,-10,-11
True,True,True,True,8,16,23,29,0,-1,-11,-12
True,True,True,True,7,14,21,29,0,-1,-12,-13
True,True,True,True,5,14,19,29,0,-1,-13,-14
True,True,True,True,5,13,17,27,0,-1,-14,-15
True,True,True,True,6,12,15,27,0,-1,-15,-16
True,True,True,True,7,12,15,27,0,-1,-16,-17
True,True,True,True,9,12,15,27,0,-1,-17,-18
True,True,True,True,7,11,13,27,0,-1,-18,-19
True,True,True,True,5,10,12,26,0,-1,-19,-20
True,True,True,True,4,10,12,24,0,-1,-20,-21
True,True,True,True,2,10,12,23,0,-1,-21,178
False,True,True,True,-1,10,14,25,0,-1,178,177
False,True,True,True,-1,8,12,25,0,-1,177,176
False,True,True,True,-1,7,10,25,0,-1,176,175
False,True,True,True,-1,8,10,25,0,-1,175,174
False,True,True,True,-1,8,9,23,0,-1,174,173
False,True,True,True,-1,8,8,23,0,-1,173,172
False,True,True,True,-1,7,8,22,0,-1,172,171
False,True,True,True,-1,5,6,20,0,-1,171,170
False,True,True,True,-1,3,5,20,0,-1,170,169
False,True,True,True,-1,3,5,20,0,-1,169,168
False,True,True,True,-1,3,5,20,0,-1,168,167
False,True,True,True,-1,3,5,18,0,-1,167,166
False,True,True,True,-1,3,5,18,0,-1,166,165
False,True,True,True,-1,2,6,19,0,-1,165,164
False,True,True,True,-1,2,6,20,0,-1,164,163
False,True,True,True,-1,2,4,20,0,-1,163,162
False,True,True,True,-1,2,4,22,0,-1,162,161
False,True,True,True,-1,2,6,22,0,-1,161,160
False,True,True,True,-1,2,7,24,0,-1,160,359
False,False,True,True,-1,-1,9,24,0,-1,359,358
False,False,True,True,-1,-1,8,23,0,-1,358,357
False,False,True,True,-1,-1,9,24,0,-1,357,356
False,False,True,True,-1,-1,10,24,0,-1,356,355
False,False,True,True,-1,-1,10,24,0,-1,355,354
False,False,True,True,-1,-1,8,24,0,-1,354,353
False,False,True,True,-1,-1,7,23,0,-1,353,352
False,False,True,True,-1,-1,8,25,0,-1,352,351
False,False,True,True,-1,-1,10,26,0,-1,351,350
False,False,True,True,-1,-1,11,26,0,-1,350,349
False,False,True,True,-1,-1,11,24,0,-1,349,348
False,False,True,True,-1,-1,10,22,0,-1,348,347
False,False,True,True,-1,-1,10,21,0,-1,347,346
False,False,True,True,-1,-1,10,19,0,-1,346,345
False,False,True,True,-1,-1,10,19,0,-1,345,344
False,False,True,True,-1,-1,9,18,0,-1,344,343
False,False,True,True,-1,-1,8,16,0,-1,343,342
False,False,True,True,-1,-1,6,16,0,-1,342,341
False,False,True,True,-1,-1,6,16,0,-1,341,340
False,False,True,True,-1,-1,4,14,0,-1,340,339
False,False,True,True,-1,-1,4,16,0,-1,339,338
False,False,True,True,-1,-1,3,18,0,-1,338,337
False,False,True,True,-1,-1,1,17,0,-1,337,536
False,False,False,True,-1,-1,-1,15,0,-1,536,535
False,False,False,True,-1,-1,-1,13,0,-1,535,534
False,False,False,True,-1,-1,-1,12,0,-1,534,533
False,False,False,True,-1,-1,-1,10,0,-1,533,532
False,False,False,True,-1,-1,-1,10,0,-1,532,531
False,False,False,True,-1,-1,-1,8,0,-1,531,530
False,False,False,True,-1,-1,-1,7,0,-1,530,529
False,False,False,True,-1,-1,-1,5,0,-1,529,528
False,False,False,True,-1,-1,-1,5,0,-1,528,527
False,False,False,True,-1,-1,-1,5,0,-1,527,526
False,False,False,True,-1,-1,-1,5,0,-1,526,525
False,False,False,True,-1,-1,-1,5,0,-1,525,524
False,False,False,True,-1,-1,-1,3,0,-1,524,523
False,False,False,True,-1,-1,-1,3,0,-1,523,522
False,False,False,True,-1,-1,-1,3,0,-1,522,521
False,False,False,True,-1,-1,-1,2,0,-1,521,520
False,False,False,True,-1,-1,-1,2,0,-1,520,519
False,False,False,True,-1,-1,-1,2,0,-1,519,518
False,False,False,True,-1,-1,-1,2,0,-1,518,517
False,False,False,True,-1,-1,-1,1,0,-1,517,716
True,True,True,True,5,5,6,14,68,1,0,-1
True,True,True,True,6,5,5,15,68,1,-1,-2
True,True,True,True,5,6,6,14,68,1,-2,-3
True,True,True,True,4,6,6,13,68,1,-3,-4
True,True,True,True,5,7,6,12,68,1,-4,-5
True,True,True,True,5,7,5,11,68,1,-5,94
True,True,True,True,5,7,7,12,67,1,94,93
True,True,True,True,5,7,5,11,67,2,93,92
True,True,True,True,5,5,5,9,67,2,92,91
True,True,True,True,4,6,6,9,67,2,91,90
True,True,True,True,4,4,4,7,67,3,90,89
True,True,True,True,4,4,4,8,67,2,89,88
True,True,True,True,2,4,2,9,67,1,88,187
True,True,True,True,4,4,1,9,66,1,187,486
True,True,False,True,6,2,-1,11,65,1,486,785
True,False,False,True,6,-1,-1,10,64,1,785,884
True,False,False,True,6,13,-1,-1,63,1,884,983
True,False,False,True,7,14,-1,-1,62,1,983,982
True,False,False,True,7,13,-1,-1,62,2,982,981
True,False,False,True,7,11,-1,-1,62,1,981,980
True,False,False,True,5,10,-1,-1,62,1,980,1079
True,False,False,True,4,9,-1,-1,61,1,1079,1178
True,False,False,True,2,7,-1,13,60,1,1178,1277
True,False,False,True,1,6,-1,13,59,1,1277,1576
False,False,False,True,9,6,-1,12,58,1,1576,1675
False,False,False,True,8,6,-1,12,57,1,1675,1674
False,False,False,True,-1,7,-1,13,57,2,1674,1673
False,False,False,True,10,8,5,13,57,2,1673,1672
False,False,False,True,10,-1,6,12,57,3,1672,1671
False,False,False,True,12,10,-1,11,57,3,1671,1670
False,False,False,True,13,10,-1,10,57,2,1670,1669
False,False,False,True,-1,11,-1,9,57,1,1669,1668
False,False,False,True,-1,11,10,9,57,2,1668,1667
False,False,False,True,16,11,-1,7,57,1,1667,1766
False,False,False,True,16,13,-1,7,56,1,1766,1865
False,False,False,True,15,13,11,5,55,1,1865,1964
False,False,False,True,13,13,9,4,54,1,1964,2063
False,False,False,True,14,-1,11,4,53,1,2063,2162
False,False,False,True,14,15,11,3,52,1,2162,2261
False,False,False,True,16,-1,13,-1,51,1,2261,2360
False,False,False,True,17,15,13,-1,50,1,2360,2459
False,False,False,True,17,14,12,-1,49,1,2459,2558
False,False,False,True,17,12,10,1,48,1,2558,2757
True,True,True,True,13,25,28,35,0,-1,0,-1
True,True,True,True,14,24,27,36,0,-1,-1,-2
True,True,True,True,15,24,28,35,0,-1,-2,-3
True,True,True,True,16,25,29,36,0,-1,-3,-4
True,True,True,True,17,25,30,35,0,-1,-4,-5
True,True,True,True,15,23,29,33,0,-1,-5,-6
True,True,True,True,15,21,29,31,0,-1,-6,-7
True,True,True,True,15,19,27,31,0,-1,-7,-8
True,True,True,True,13,19,27,29,0,-1,-8,-9
True,True,True,True,11,18,25,29,0,-1,-9,-10
True,True,True,True,9,16,23,28,0,-1,-10,-11
True,True,True,True,7,14,23,28,0,-1,-11,-12
True,True,True,True,5,13,21,27,0,-1,-12,-13
True,True,True,True,3,12,20,25,0,-1,-13,-14
True,True,True,True,3,12,19,23,0,-1,-14,-15
True,True,True,True,5,10,18,24,0,-1,-15,-16
True,True,True,True,5,12,17,24,0,-1,-16,-17
True,True,True,True,5,11,17,23,0,-1,-17,-18
True,True,True,True,4,11,16,21,0,-1,-18,-19
True,True,True,True,4,11,14,21,0,-1,-19,-20
True,True,True,True,2,9,16,21,0,-1,-20,-21
True,True,True,True,2,7,16,22,0,-1,-21,178
False,True,True,True,-1,5,16,22,0,-1,178,177
False,True,True,True,-1,5,16,20,0,-1,177,176
False,True,True,True,-1,5,15,20,0,-1,176,175
False,True,True,True,-1,6,15,19,0,-1,175,174
False,True,True,True,-1,6,13,17,0,-1,174,173
False,True,True,True,-1,4,12,17,0,-1,173,172
False,True,True,True,-1,6,10,19,0,-1,172,171
False,True,True,True,-1,5,10,19,0,-1,171,170
False,True,True,True,-1,4,10,17,0,-1,170,169
False,True,True,True,-1,3,9,15,0,-1,169,168
False,True,True,True,-1,1,7,14,0,-1,168,367
False,False,True,True,-1,-1,7,14,0,-1,367,366
False,False,True,True,-1,-1,9,13,0,-1,366,365
False,False,True,True,-1,-1,11,13,0,-1,365,364
False,False,True,True,-1,-1,11,13,0,-1,364,363
False,False,True,True,-1,-1,13,15,0,-1,363,362
False,False,True,True,-1,-1,14,17,0,-1,362,361
False,False,True,True,-1,-1,14,17,0,-1,361,360
False,False,True,True,-1,-1,12,15,0,-1,360,359
False,False,True,True,-1,-1,12,15,0,-1,359,358
False,False,True,True,-1,-1,10,15,0,-1,358,357
False,False,True,True,-1,-1,9,14,0,-1,357,356
False,False,True,True,-1,-1,8,12,0,-1,356,355
False,False,True,True,-1,-1,7,10,0,-1,355,354
False,False,True,True,-1,-1,7,10,0,-1,354,353
False,False,True,True,-1,-1,5,8,0,-1,353,352
False,False,True,True,-1,-1,5,7,0,-1,352,351
False,False,True,True,-1,-1,4,5,0,-1,351,350
False,False,True,True,-1,-1,4,3,0,-1,350,349
False,False,True,True,-1,-1,4,3,0,-1,349,348
False,False,True,True,-1,-1,5,2,0,-1,348,347
False,False,True,True,-1,-1,7,1,0,-1,347,546
False,False,True,False,-1,-1,7,-1,0,-1,546,545
False,False,True,False,-1,-1,9,-1,0,-1,545,544
False,False,True,False,-1,-1,9,-1,0,-1,544,543
False,False,True,False,-1,-1,7,-1,0,-1,543,542
False,False,True,False,-1,-1,7,-1,0,-1,542,541
False,False,True,False,-1,-1,7,-1,0,-1,541,540
False,False,True,False,-1,-1,5,-1,0,-1,540,539
False,False,True,False,-1,-1,5,-1,0,-1,539,538
False,False,True,False,-1,-1,5,-1,0,-1,538,537
False,False,True,False,-1,-1,3,-1,0,-1,537,536
False,False,True,False,-1,-1,3,-1,0,-1,536,535
False,False,True,False,-1,-1,3,-1,0,-1,535,534
False,False,True,False,-1,-1,2,-1,0,-1,534,733
True,True,True,True,14,12,15,21,121,2,0,-1
True,True,True,True,13,11,16,22,121,2,-1,-2
True,True,True,True,14,11,15,21,121,2,-2,-3
True,True,True,True,13,11,16,22,121,2,-3,-4
True,True,True,True,12,10,15,22,121,2,-4,-5
True,True,True,True,11,11,14,23,121,2,-5,-6
True,True,True,True,11,9,16,21,121,1,-6,-7
True,True,True,True,9,9,16,19,121,1,-7,-8
True,True,True,True,8,7,18,19,121,2,-8,-9
True,True,True,True,6,5,20,19,121,1,-9,-10
True,True,True,True,4,4,20,19,121,1,-10,89
True,True,True,True,4,4,18,19,120,1,89,188
True,True,True,True,4,3,16,19,119,1,188,287
True,True,True,True,4,3,15,18,118,1,287,286
True,True,True,True,4,2,15,18,118,1,286,285
True,True,True,True,4,2,13,18,118,1,285,384
True,True,True,True,4,4,13,20,117,1,384,483
True,True,True,True,4,4,11,20,116,1,483,482
True,True,True,True,3,4,11,18,116,1,482,481
True,True,True,True,4,2,12,18,116,1,481,580
True,True,True,True,6,1,12,16,115,1,580,779
True,False,True,True,7,-1,10,15,115,1,779,878
True,False,True,True,8,-1,10,13,114,1,878,877
True,False,True,True,8,-1,10,11,114,2,877,876
True,False,True,True,7,-1,10,11,114,1,876,875
True,False,True,True,7,-1,11,11,114,1,875,874
True,False,True,True,5,-1,11,13,114,1,874,873
True,False,True,True,3,-1,13,15,114,1,873,872
True,False,True,True,1,-1,13,17,114,1,872,1071
False,False,True,True,-1,-1,15,19,114,1,1071,1070
False,False,True,True,-1,-1,17,20,114,1,1070,1069
False,False,True,True,-1,-1,17,22,114,1,1069,1068
False,False,True,True,-1,-1,15,20,114,1,1068,1067
False,False,True,True,-1,-1,13,19,114,1,1067,1066
False,False,True,True,-1,-1,13,17,114,1,1066,1065
False,False,True,True,-1,-1,11,15,114,1,1065,1064
False,False,True,True,-1,-1,11,13,114,1,1064,1063
False,False,True,True,-1,-1,11,13,114,1,1063,1062
False,False,True,True,-1,-1,9,13,114,1,1062,1061
False,False,True,True,-1,-1,8,13,114,2,1061,1060
False,False,True,True,-1,-1,8,11,114,1,1060,1159
False,False,True,True,-1,-1,8,11,113,1,1159,1258
False,False,True,True,-1,-1,6,11,112,1,1258,1357
False,False,True,True,-1,-1,6,9,111,1,1357,1356
False,False,True,True,-1,-1,4,7,111,1,1356,1355
False,False,True,True,-1,-1,2,5,111,1,1355,1454
False,False,True,True,-1,-1,2,5,110,1,1454,1553
False,False,True,True,-1,-1,1,6,109,1,1553,1852
False,False,False,True,-1,-1,-1,6,108,1,1852,1951
False,False,False,True,-1,-1,-1,6,107,1,1951,1950
False,False,False,True,-1,-1,-1,6,107,1,1950,1949
False,False,False,True,-1,-1,-1,6,107,1,1949,1948
False,False,False,True,-1,-1,-1,4,107,1,1948,2047
False,False,False,True,-1,-1,-1,4,106,1,2047,2146
False,False,False,True,-1,-1,-1,2,105,1,2146,2145
False,False,False,True,-1,-1,-1,2,105,1,2145,2344
