@relation 'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-3,11,25-28,33-34,37-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.AddExpression-Ea12-a1-Ndiff1_x-weka.filters.unsupervised.attribute.AddExpression-Ea14-a1-Ndiff2_x-weka.filters.unsupervised.attribute.AddExpression-Ea16-a1-Ndiff3_x-weka.filters.unsupervised.attribute.AddExpression-Ea18-a1-Ndiff4_x-weka.filters.unsupervised.attribute.AddExpression-Ea13-a2-Ndiff1_y-weka.filters.unsupervised.attribute.AddExpression-Ea15-a2-Ndiff2_y-weka.filters.unsupervised.attribute.AddExpression-Ea17-a2-Ndiff3_y-weka.filters.unsupervised.attribute.AddExpression-Ea19-a2-Ndiff4_y-weka.filters.unsupervised.attribute.Remove-R12-23'

@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute legal_Stop {False,True}
@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute pacman_action {East,North,South,Stop,West,None}
@attribute diff1_x numeric
@attribute diff2_x numeric
@attribute diff3_x numeric
@attribute diff4_x numeric
@attribute diff1_y numeric
@attribute diff2_y numeric
@attribute diff3_y numeric
@attribute diff4_y numeric

@data
9,4,True,True,True,True,True,False,True,True,True,South,-8,-1,12,14,-3,0,-1,3
9,3,True,False,True,True,True,False,True,True,True,West,-8,-1,13,14,-2,0,0,5
8,3,True,False,True,True,True,False,False,True,True,West,-7,-5,14,15,-2,-2,0,6
7,3,False,False,True,True,True,False,False,True,True,West,-6,-4,14,17,-2,-2,0,6
6,3,False,False,True,True,True,False,False,True,True,East,-5,-3,15,18,-2,-2,1,7
7,3,False,False,True,True,True,False,False,True,True,East,-6,-4,14,17,-2,-2,1,6
8,3,True,False,True,True,True,False,False,True,True,East,-7,-5,13,16,-2,-2,0,5
9,3,True,False,True,True,True,False,False,True,True,North,-8,-6,12,16,-2,-2,0,5
9,4,True,True,True,True,True,False,False,True,True,North,-8,-6,13,15,-3,-3,-1,4
9,5,True,True,True,True,True,False,False,True,True,North,-8,-6,14,15,-4,-4,-2,3
9,6,True,True,True,True,True,False,False,True,True,North,-8,-6,13,14,-5,-5,-3,2
9,7,True,True,True,True,True,False,False,True,True,North,-8,-6,13,14,-6,-6,-3,1
9,8,True,True,True,True,True,False,False,True,True,North,-8,-6,13,14,-7,-7,-5,1
9,9,True,True,True,True,True,False,False,True,True,North,-8,-6,13,14,-8,-8,-6,1
9,10,True,True,True,True,True,False,False,True,True,North,-8,-6,13,14,-9,-9,-7,0
9,11,True,True,True,True,True,False,False,True,True,North,-8,-6,13,15,-10,-10,-8,-1
9,12,True,True,True,True,True,False,False,True,True,East,-8,-6,14,15,-11,-11,-9,-2
10,12,True,True,True,True,True,False,False,True,True,East,-9,-7,14,15,-11,-11,-9,-2
11,12,False,True,True,True,True,False,False,True,True,East,-10,-8,13,14,-11,-11,-8,-3
12,12,False,False,True,True,True,False,False,True,True,East,-11,-9,12,13,-11,-11,-9,-3
13,12,False,True,True,True,True,False,False,True,True,South,-12,-10,11,12,-11,-11,-8,-4
13,11,True,True,True,False,True,False,False,True,True,South,-12,-10,12,13,-10,-10,-7,-3
13,10,True,True,True,False,True,False,False,True,True,South,-12,-10,12,14,-9,-9,-5,-2
13,9,True,True,True,False,True,False,False,True,True,South,-12,-10,12,15,-8,-8,-3,-1
13,8,True,True,True,False,True,False,False,True,True,South,-12,-10,11,14,-7,-7,-2,0
13,7,True,True,True,False,True,False,False,True,True,East,-12,-10,12,14,-6,-6,-1,1
14,7,True,True,False,True,True,False,False,True,True,Stop,-13,-11,11,14,-6,-6,-2,1
14,7,True,True,False,True,True,False,False,True,True,Stop,-13,-11,11,14,-6,-6,-2,0
14,7,True,True,False,True,True,False,False,True,True,Stop,-13,-11,12,14,-6,-6,-2,0
14,7,True,True,False,True,True,False,False,True,True,North,-13,-11,12,14,-6,-6,-1,1
14,8,True,True,True,True,True,False,False,True,True,East,-13,-11,12,14,-7,-7,-2,0
15,8,False,False,True,True,True,False,False,True,True,East,-14,-12,10,13,-7,-7,-2,-1
16,8,False,False,True,True,True,False,False,True,True,East,-15,-13,9,12,-7,-7,-2,-1
17,8,False,False,True,True,True,False,False,True,True,East,-16,-14,7,11,-7,-7,-2,-2
18,8,False,False,True,True,True,False,False,True,True,East,-17,-15,6,10,-7,-7,-3,-1
19,8,False,False,True,True,True,False,False,True,True,East,-18,-16,5,8,-7,-7,-3,-1
20,8,False,False,True,True,True,False,False,True,True,East,-19,-17,4,7,-7,-7,-3,-2
21,8,False,False,True,True,True,False,False,True,True,East,-20,-18,3,6,-7,-7,-2,-2
22,8,False,False,True,True,True,False,False,True,True,East,-21,-19,2,4,-7,-7,-2,-2
23,8,True,True,True,True,True,False,False,True,True,East,-22,-20,1,4,-7,-7,-2,-2
24,8,True,True,True,True,True,False,False,True,True,East,-23,-21,0,3,-7,-7,-3,-1
25,8,True,True,True,True,True,False,False,True,True,South,-24,-22,-1,2,-7,-7,-2,-1
25,7,True,True,True,True,True,False,False,True,True,South,-24,-22,0,2,-6,-6,-1,1
25,6,True,True,True,True,True,False,False,False,True,South,-24,-22,-20,2,-5,-5,-5,1
25,5,True,True,True,True,True,False,False,False,True,South,-24,-22,-20,3,-4,-4,-4,2
25,4,True,True,True,True,True,False,False,False,True,East,-24,-22,-20,3,-3,-3,-3,3
26,4,True,True,True,True,True,False,False,False,True,East,-25,-23,-21,1,-3,-3,-3,3
27,4,True,True,True,True,True,False,False,False,True,North,-26,-24,-22,-1,-3,-3,-3,3
27,5,True,True,True,True,True,False,False,False,True,North,-26,-24,-22,-1,-4,-4,-4,2
27,6,True,True,True,True,True,False,False,False,True,West,-26,-24,-22,-2,-5,-5,-5,1
26,6,True,True,True,True,True,False,False,False,True,North,-25,-23,-21,0,-5,-5,-5,1
26,7,True,True,True,True,True,False,False,False,True,North,-25,-23,-21,-1,-6,-6,-6,0
26,8,True,True,True,True,True,False,False,False,True,North,-25,-23,-21,-2,-7,-7,-7,-1
26,9,True,True,True,True,True,False,False,False,True,West,-25,-23,-21,-3,-8,-8,-8,-2
25,9,True,True,True,True,True,False,False,False,True,South,-24,-22,-20,-2,-8,-8,-8,-1
25,8,True,True,True,True,True,False,False,False,True,West,-24,-22,-20,-2,-7,-7,-7,0
24,8,True,True,True,True,True,False,False,False,True,West,-23,-21,-19,-1,-7,-7,-7,-1
9,1,False,False,True,True,True,True,True,True,True,Stop,-1,1,2,8,4,4,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-1,1,2,8,4,5,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,0,1,1,9,4,5,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,1,0,1,8,4,5,5,6
9,1,False,False,True,True,True,True,True,True,True,Stop,1,0,1,9,4,5,6,6
9,1,False,False,True,True,True,True,True,True,True,West,0,0,2,8,4,6,6,6
8,1,True,False,True,True,True,True,True,True,True,North,1,2,3,9,4,6,6,6
8,2,True,True,False,False,True,True,True,True,True,North,2,2,4,10,3,4,5,5
8,3,False,True,True,False,True,True,True,True,True,Stop,2,2,4,10,2,3,4,4
8,3,False,True,True,False,True,True,True,True,True,Stop,2,2,3,10,3,3,4,4
8,3,False,True,True,False,True,True,True,True,True,East,2,2,4,10,4,4,4,4
9,3,True,False,True,True,True,True,True,True,True,North,1,2,3,8,4,4,4,4
9,4,True,True,False,False,True,True,True,True,True,North,2,1,4,9,3,3,3,3
9,5,True,True,True,True,True,True,True,True,True,North,1,2,4,9,2,2,2,1
9,6,True,True,True,False,True,True,True,True,True,North,0,1,4,9,1,1,1,1
9,7,False,True,True,True,True,False,True,True,True,East,-8,1,4,9,-6,0,-1,-1
10,7,False,True,True,True,True,False,False,True,True,East,-9,-6,3,8,-5,-6,0,-1
11,7,False,False,True,True,True,False,False,True,True,East,-10,-8,1,7,-4,-6,0,-1
12,7,False,False,True,True,True,False,False,False,True,East,-11,-9,-6,6,-5,-6,-6,0
13,7,False,True,False,True,True,False,False,False,True,South,-12,-9,-8,5,-5,-6,-6,0
13,6,True,True,False,False,True,False,False,False,True,South,-12,-8,-8,5,-5,-5,-5,1
13,5,True,True,True,False,True,False,False,False,True,East,-12,-7,-8,5,-4,-4,-4,2
14,5,False,False,True,True,True,False,False,False,True,East,-13,-8,-8,4,-3,-3,-4,2
15,5,True,False,True,True,True,False,False,False,True,North,-14,-9,-9,3,-4,-3,-3,1
15,6,True,True,False,False,True,False,False,False,True,North,-14,-9,-9,3,-4,-3,-5,-1
15,7,False,True,True,False,True,False,False,False,True,East,-14,-9,-9,3,-4,-3,-5,-1
16,7,False,False,True,True,True,False,False,False,True,East,-15,-10,-10,2,-3,-2,-6,-2
17,7,False,False,True,True,True,False,False,False,True,East,-16,-10,-12,1,-4,-2,-6,-3
18,7,False,True,False,True,True,False,False,False,True,South,-17,-12,-14,0,-3,-2,-6,-3
18,6,True,True,False,False,True,False,False,False,True,South,-17,-12,-13,0,-3,-2,-5,-2
18,5,True,True,False,True,True,False,False,False,True,South,-17,-12,-12,0,-1,-1,-4,-2
18,4,True,True,False,False,True,False,False,False,True,South,-17,-12,-11,0,-1,-1,-3,-1
18,3,True,True,False,False,True,False,False,False,True,South,-17,-12,-12,0,-1,-1,-2,-1
9,1,False,False,True,True,True,True,True,True,True,Stop,-1,1,2,8,4,4,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-2,1,1,8,4,4,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-3,1,1,9,4,5,5,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-3,1,0,9,4,6,5,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-3,0,0,9,5,6,5,5
9,1,False,False,True,True,True,True,True,True,True,Stop,-3,1,1,9,4,6,5,5
9,1,False,False,True,True,True,True,True,True,True,Stop,-3,1,1,9,4,6,4,6
9,1,False,False,True,True,True,True,True,True,True,West,-3,1,1,8,4,6,5,6
8,1,True,False,True,True,True,True,True,True,True,North,-2,2,2,10,3,5,6,6
8,2,True,True,False,False,True,True,True,True,True,North,-2,2,3,9,3,5,5,5
8,3,False,True,True,False,True,True,True,True,True,East,-2,2,2,9,1,4,4,4
9,3,True,False,True,True,True,True,True,True,True,East,-3,2,1,8,1,4,4,4
10,3,False,False,True,True,True,True,True,True,True,East,-4,1,1,8,2,4,4,4
11,3,False,True,False,True,True,True,True,True,True,Stop,-5,-1,0,6,2,4,4,4
11,3,False,True,False,True,True,True,True,True,True,Stop,-5,-1,1,7,2,4,4,4
11,3,False,True,False,True,True,True,True,True,True,West,-5,-1,1,6,2,4,4,4
10,3,False,False,True,True,True,True,True,True,True,West,-4,0,3,6,1,3,4,4
9,3,True,False,True,True,True,True,True,True,True,North,-3,1,3,8,0,4,4,4
9,4,True,True,False,False,True,True,True,True,True,North,-4,1,3,9,-1,2,3,3
9,5,True,True,True,True,True,True,True,True,True,West,-5,1,2,9,-2,1,2,2
8,5,False,False,True,True,True,True,True,True,True,West,-5,2,4,10,-2,2,2,2
7,5,False,False,True,True,True,True,True,True,True,West,-4,4,4,10,-3,2,2,2
6,5,True,True,True,True,True,True,True,True,True,South,-3,6,4,10,-3,2,2,2
6,4,True,True,False,False,True,True,True,True,True,South,-3,5,3,11,-2,3,3,3
6,3,True,True,False,True,True,True,True,True,True,South,-3,5,3,11,-2,4,4,4
6,2,True,True,False,False,True,True,True,True,True,South,-3,5,2,12,-1,5,5,5
6,1,True,False,True,True,True,True,True,True,True,West,-3,5,3,11,1,6,6,6
5,1,False,False,True,True,True,True,True,True,True,West,-2,6,3,12,0,6,6,6
4,1,False,False,True,True,True,True,True,True,True,West,-1,8,5,12,1,6,6,6
3,1,True,False,True,False,True,False,True,True,True,North,-2,8,5,12,0,6,6,6
3,2,True,True,False,False,True,False,True,True,True,North,-2,8,5,13,-1,5,5,5
3,3,True,True,True,False,True,False,True,True,True,East,-2,9,4,13,-1,4,4,4
4,3,False,False,True,True,True,False,True,True,True,East,-3,9,4,11,-1,4,4,4
5,3,False,False,True,True,True,False,True,True,True,East,-4,8,2,11,0,3,4,4
6,3,True,True,False,True,True,False,True,True,True,North,-5,7,2,10,1,4,4,4
6,4,True,True,False,False,True,False,True,True,True,North,-5,7,1,9,1,2,3,3
6,5,True,True,True,True,True,False,True,True,True,North,-5,7,0,9,1,1,2,2
6,6,True,True,False,False,True,False,True,True,True,North,-5,7,0,10,-1,-1,1,1
6,7,False,True,True,False,True,False,True,False,True,East,-5,8,-1,10,-1,-2,-6,0
7,7,False,False,True,True,True,False,True,False,True,East,-6,6,-2,8,-1,-2,-6,0
8,7,False,False,True,True,True,False,True,False,True,East,-7,6,-3,8,-1,-2,-6,0
9,7,False,True,True,True,True,False,True,False,True,East,-8,6,-5,8,-1,-2,-6,0
10,7,False,True,True,True,True,False,True,False,True,East,-9,5,-7,8,0,-2,-6,0
11,7,False,False,True,True,True,False,True,False,True,East,-10,4,-8,7,-1,-2,-6,-1
12,7,False,False,True,True,True,False,True,False,True,East,-11,3,-9,6,0,-2,-5,-2
13,7,False,True,False,True,True,False,True,False,True,South,-12,1,-10,5,-1,-2,-4,-2
13,6,True,True,False,False,True,False,True,False,True,South,-12,1,-10,4,1,-1,-3,-1
13,5,True,True,True,False,True,False,False,False,True,East,-11,-10,-10,4,2,-4,-2,0
14,5,False,False,True,True,True,False,False,False,True,East,-13,-11,-11,4,2,-3,-1,0
15,5,True,False,True,True,True,False,False,False,True,East,-14,-12,-12,3,2,-4,0,0
16,5,False,True,True,True,True,False,False,False,True,East,-15,-12,-13,1,1,-4,0,0
17,5,False,False,True,True,True,False,False,False,True,East,-16,-14,-13,1,2,-4,0,0
14,1,False,False,True,True,True,True,True,True,True,Stop,-4,-1,0,3,12,12,12,12
14,1,False,False,True,True,True,True,True,True,True,Stop,-4,0,0,3,12,12,13,12
14,1,False,False,True,True,True,True,True,True,True,Stop,-4,0,-1,2,12,13,13,12
14,1,False,False,True,True,True,True,True,True,True,Stop,-4,0,-1,2,12,14,12,12
14,1,False,False,True,True,True,True,True,True,True,Stop,-3,1,-1,3,12,14,13,12
14,1,False,False,True,True,True,True,True,True,True,West,-3,2,-1,3,12,14,14,12
13,1,False,False,True,True,True,True,True,True,True,West,-1,2,-1,3,12,14,14,12
12,1,True,False,True,True,True,True,True,True,True,North,1,3,-1,3,12,15,14,12
12,2,True,True,False,False,True,True,True,True,True,North,2,3,0,3,11,15,13,11
12,3,False,True,False,True,True,True,True,True,True,West,1,3,0,3,10,13,12,10
11,3,False,False,True,True,True,True,True,True,True,West,2,4,1,3,10,12,13,10
10,3,False,False,True,True,True,True,True,True,True,West,2,5,2,5,10,12,12,10
9,3,True,False,True,False,True,True,True,True,True,North,4,6,3,5,10,12,13,10
9,4,True,True,False,False,True,True,True,True,True,North,4,5,3,5,9,11,11,10
9,5,True,True,False,False,True,True,True,True,True,North,5,4,2,4,8,10,10,9
9,6,False,True,True,True,True,True,True,True,True,West,5,3,2,5,7,9,9,8
8,6,False,False,True,True,True,True,True,True,True,West,6,4,2,6,8,9,9,8
7,6,False,False,True,True,True,True,True,True,True,West,7,5,4,7,7,10,9,7
6,6,True,True,True,False,True,True,True,True,True,North,8,6,5,7,8,10,9,7
6,7,True,True,False,False,True,True,True,True,True,North,8,6,4,7,8,8,8,7
6,8,True,True,False,False,True,True,True,True,True,North,9,6,4,7,7,7,7,6
6,9,True,True,True,True,True,True,True,True,True,North,9,7,3,7,7,6,6,4
6,10,True,True,False,False,True,True,True,True,True,North,9,6,2,7,6,5,5,4
6,11,True,True,False,False,True,True,True,True,True,North,9,6,3,7,5,4,4,3
6,12,True,True,False,False,True,True,True,True,True,North,9,6,2,7,4,3,3,3
6,13,True,True,True,True,True,True,True,True,True,East,9,6,3,8,3,2,2,2
7,13,False,False,True,True,True,True,True,True,True,East,8,5,1,7,3,3,2,1
8,13,True,True,False,True,True,True,True,True,True,Stop,7,4,1,6,4,4,2,1
8,13,True,True,False,True,True,True,True,True,True,North,7,4,1,6,4,4,2,1
8,14,True,True,False,False,True,True,True,True,True,North,7,4,2,6,4,4,1,0
8,15,False,True,True,False,True,True,True,True,True,East,8,4,2,6,3,2,0,-2
9,15,False,False,True,True,True,True,True,True,True,East,6,3,1,4,3,2,0,-2
10,15,False,False,True,True,True,True,True,False,True,East,6,2,-6,3,3,2,-14,-2
11,15,False,False,True,True,True,True,True,False,True,East,5,1,-7,1,3,1,-14,-2
12,15,True,False,True,True,True,True,True,False,True,North,3,0,-8,-1,3,2,-14,-2
12,16,True,True,False,False,True,True,False,False,True,North,3,-9,-8,-1,2,-15,-15,-3
12,17,True,True,False,False,True,True,False,False,True,South,3,-9,-9,-1,1,-16,-16,-4
12,16,True,True,False,False,True,True,False,False,True,South,4,-9,-8,-1,2,-15,-15,-3
12,15,True,False,True,True,True,True,False,False,True,East,4,-9,-7,0,3,-14,-14,-2
13,15,False,True,True,True,True,True,False,False,True,South,4,-9,-9,-2,3,-14,-14,-2
13,14,True,True,True,False,True,True,False,False,True,South,3,-10,-10,-3,4,-13,-13,-1
13,13,True,False,True,True,True,True,False,False,True,West,4,-10,-9,-2,5,-12,-12,0
12,13,False,False,True,True,True,True,False,False,False,West,5,-9,-9,-5,5,-12,-12,-12
11,13,False,False,True,True,True,True,False,False,False,West,6,-8,-9,-3,5,-12,-12,-12
10,13,False,False,True,False,True,True,False,False,False,East,8,-6,-8,-1,5,-12,-12,-12
11,13,False,False,True,True,True,True,False,False,False,East,7,-7,-10,-1,5,-12,-12,-12
12,13,False,False,True,True,True,True,False,False,False,East,6,-9,-11,-2,6,-12,-12,-12
13,13,True,False,True,True,True,True,False,False,False,North,5,-9,-11,-3,6,-12,-12,-12
13,14,True,True,True,False,True,True,False,False,False,North,5,-8,-11,-4,5,-13,-13,-13
13,15,False,True,True,True,True,True,False,False,False,East,5,-7,-10,-4,3,-14,-14,-14
14,15,False,True,True,True,True,True,False,False,False,East,3,-7,-10,-6,3,-14,-14,-14
15,15,True,False,True,True,True,True,False,False,False,North,2,-9,-10,-8,3,-14,-14,-14
15,16,True,True,False,False,True,True,False,False,False,North,3,-8,-11,-9,2,-15,-15,-15
15,17,True,True,False,False,True,True,False,False,False,North,3,-9,-10,-10,2,-16,-16,-16
15,18,False,True,True,False,True,True,False,False,False,East,3,-9,-10,-10,0,-17,-17,-17
16,18,False,False,True,True,True,True,False,False,False,East,2,-11,-11,-10,1,-17,-17,-17
17,18,False,False,True,True,True,True,False,False,False,East,1,-13,-11,-11,2,-17,-17,-17
18,18,True,False,False,True,True,True,False,False,False,North,0,-13,-12,-11,2,-17,-17,-17
4,12,False,True,True,True,True,True,True,True,True,Stop,5,7,15,18,-9,-5,0,-3
4,12,False,True,True,True,True,True,True,True,True,Stop,5,6,15,18,-9,-5,0,-3
4,12,False,True,True,True,True,True,True,True,True,Stop,4,6,14,18,-9,-4,0,-2
4,12,False,True,True,True,True,True,True,True,True,Stop,4,6,13,18,-9,-5,0,-1
4,12,False,True,True,True,True,True,True,True,True,East,3,6,12,17,-9,-6,0,-1
5,12,False,True,True,True,True,True,True,True,True,East,2,5,10,17,-9,-7,0,-1
6,12,False,True,True,True,True,True,True,True,True,East,1,4,8,16,-8,-7,0,-2
7,12,False,True,True,True,True,True,True,True,True,East,0,2,7,15,-7,-7,0,-2
8,12,False,True,True,True,True,True,True,True,True,West,0,1,6,14,-7,-7,0,-2
7,12,False,True,True,True,True,True,True,True,True,West,1,3,8,15,-8,-7,0,-1
6,12,False,True,True,True,True,True,True,True,True,West,2,3,10,16,-7,-7,0,-2
5,12,False,True,True,True,True,True,True,True,True,South,4,4,12,17,-7,-8,0,-1
5,11,True,True,True,True,True,True,True,True,True,South,4,4,12,17,-5,-7,0,-1
5,10,True,True,True,True,True,True,True,True,True,South,4,5,11,17,-4,-6,1,-1
5,9,True,True,True,True,True,True,True,True,True,South,4,4,11,17,-3,-5,1,-1
5,8,True,True,True,True,True,True,True,True,True,South,4,3,11,17,-1,-4,2,-1
5,7,True,True,True,True,True,True,True,True,True,South,4,2,11,16,0,-3,4,0
5,6,True,True,True,True,True,True,True,True,True,East,3,2,11,16,1,-2,5,1
6,6,True,True,True,True,True,True,True,True,True,East,2,1,10,15,0,-3,6,1
7,6,True,True,True,True,True,False,True,True,True,East,-6,0,10,14,-5,-3,6,2
8,6,True,True,True,True,True,False,True,True,True,East,-7,-1,9,12,-5,-2,5,2
9,6,True,True,True,True,True,False,True,True,True,East,-8,-1,8,12,-5,-2,4,2
10,6,True,True,True,True,True,False,True,True,True,South,-9,-2,7,11,-5,-1,3,3
10,5,True,True,True,True,True,False,True,True,True,West,-9,-2,7,11,-4,-1,5,4
9,5,True,True,True,True,True,False,True,True,True,West,-8,-1,9,13,-4,0,5,4
8,5,True,True,True,True,True,False,False,True,True,West,-7,-5,10,14,-4,-4,5,5
7,5,True,True,True,True,True,False,False,True,True,West,-6,-4,11,15,-4,-4,5,6
6,5,True,True,True,True,True,False,False,True,True,West,-5,-3,12,16,-4,-4,4,5
5,5,True,True,True,True,True,False,False,True,True,East,-4,-2,14,17,-4,-4,4,6
6,5,True,True,True,True,True,False,False,True,True,East,-5,-3,12,17,-4,-4,4,6
7,5,True,True,True,True,True,False,False,True,True,East,-6,-4,11,15,-4,-4,4,6
8,5,True,True,True,True,True,False,False,True,True,East,-7,-5,10,15,-4,-4,5,6
9,5,True,True,True,True,True,False,False,True,True,East,-8,-6,9,14,-4,-4,5,6
10,5,True,True,True,True,True,False,False,True,True,East,-9,-7,8,13,-4,-4,5,6
11,5,True,True,True,True,True,False,False,True,True,East,-10,-8,7,11,-4,-4,4,6
12,5,True,True,True,True,True,False,False,True,True,East,-11,-9,7,11,-4,-4,4,6
13,5,True,True,True,True,True,False,False,True,True,East,-12,-10,6,9,-4,-4,4,6
14,5,True,True,True,True,True,False,False,True,True,East,-13,-11,5,8,-4,-4,4,6
15,5,True,True,True,True,True,False,False,True,True,East,-14,-12,5,7,-4,-4,4,6
16,5,True,True,True,True,True,False,False,True,True,East,-15,-13,4,7,-4,-4,4,6
17,5,True,True,True,True,True,False,False,True,True,North,-16,-14,3,6,-4,-4,5,5
17,6,True,True,True,True,True,False,False,True,True,North,-16,-14,3,6,-5,-5,3,5
17,7,True,True,True,True,True,False,False,True,True,North,-16,-14,3,6,-6,-6,2,3
17,8,True,True,True,True,True,False,False,True,True,North,-16,-14,2,6,-7,-7,1,2
17,9,True,True,True,True,True,False,False,True,True,East,-16,-14,3,6,-8,-8,0,1
18,9,True,True,True,True,True,False,False,True,True,East,-17,-15,2,5,-8,-8,0,0
19,9,True,True,True,True,True,False,False,False,True,East,-18,-16,-14,3,-8,-8,-8,0
20,9,True,True,True,True,True,False,False,False,True,East,-19,-17,-15,3,-8,-8,-8,0
21,9,True,True,True,True,True,False,False,False,True,East,-20,-18,-16,2,-8,-8,-8,0
22,9,True,True,True,True,True,False,False,False,True,East,-21,-19,-17,1,-8,-8,-8,1
23,9,True,True,False,True,True,False,False,False,True,Stop,-22,-20,-18,0,-8,-8,-8,2
23,9,True,True,False,True,True,False,False,False,True,North,-22,-20,-18,0,-8,-8,-8,3
23,10,True,True,False,True,True,False,False,False,True,North,-22,-20,-18,-1,-9,-9,-9,2
23,11,True,True,False,True,True,False,False,False,True,West,-22,-20,-18,-1,-10,-10,-10,1
22,11,True,True,True,True,True,False,False,False,True,West,-21,-19,-17,-1,-10,-10,-10,1
12,10,True,True,True,True,True,True,True,True,True,Stop,-7,-7,1,1,-4,2,-4,2
12,10,True,True,True,True,True,True,True,True,True,Stop,-7,-7,1,1,-4,2,-4,2
12,10,True,True,True,True,True,True,True,True,True,Stop,-7,-7,1,1,-4,2,-4,2
12,10,True,True,True,True,True,True,True,True,True,Stop,-7,-7,1,1,-4,2,-4,2
12,10,True,True,True,True,True,True,True,True,True,North,-7,-7,1,1,-4,2,-4,2
12,11,True,True,True,True,True,True,True,True,True,North,-7,-7,1,1,-5,1,-5,1
12,12,True,True,True,True,True,True,True,True,True,East,-7,-7,1,1,-6,0,-6,0
13,12,True,True,True,True,True,True,True,True,False,East,-8,-8,0,-6,-6,0,-6,-11
14,12,True,True,True,True,True,True,True,True,False,West,-9,-9,-1,-7,-6,0,-6,-11
13,12,True,True,True,True,True,True,True,True,False,West,-8,-8,0,-6,-6,0,-6,-11
12,12,True,True,True,True,True,True,True,True,False,West,-7,-7,1,-5,-6,0,-6,-11
11,12,True,True,True,True,True,True,True,True,False,West,-6,-6,2,-4,-6,0,-6,-11
10,12,True,True,True,True,True,True,True,True,False,West,-5,-5,3,-3,-6,0,-6,-11
9,12,True,True,True,True,True,True,True,True,False,West,-4,-4,4,-2,-6,0,-6,-11
8,12,True,True,True,True,True,True,True,True,False,West,-3,-3,5,-1,-6,0,-6,-11
7,12,True,True,True,True,True,True,True,True,False,West,-2,-2,6,0,-6,0,-6,-11
6,12,True,True,True,True,True,True,True,True,False,West,-1,-1,7,1,-6,0,-6,-11
5,12,True,True,True,True,True,True,False,True,False,East,0,-2,8,2,-6,-11,-6,-11
6,12,True,True,True,True,True,True,False,True,False,East,-1,-3,7,1,-6,-11,-6,-11
7,12,True,True,True,True,True,True,False,True,False,South,-2,-4,6,0,-6,-11,-6,-11
7,11,True,True,True,True,True,True,False,True,False,South,-2,-4,6,0,-5,-10,-5,-10
7,10,True,True,True,True,True,True,False,True,False,South,-2,-4,6,0,-4,-9,-4,-9
7,9,True,True,True,True,True,True,False,True,False,South,-2,-4,6,0,-3,-8,-3,-8
7,8,True,True,True,True,True,True,False,True,False,West,-2,-4,6,0,-2,-7,-2,-7
6,8,True,True,True,True,True,True,False,True,False,South,-1,-3,7,1,-2,-7,-2,-7
6,7,True,True,True,True,True,True,False,True,False,South,-1,-3,7,1,-1,-6,-1,-6
6,6,True,True,True,True,True,True,False,True,False,South,-1,-3,7,1,0,-5,0,-5
6,5,True,True,True,True,True,True,False,True,False,West,-1,-3,7,1,1,-4,1,-4
5,5,True,True,True,True,True,True,False,True,False,North,0,-2,8,2,1,-4,1,-4
5,6,True,True,True,True,True,False,False,True,False,North,-4,-2,8,2,-5,-5,0,-5
5,7,True,True,True,True,True,False,False,True,False,East,-4,-2,8,2,-6,-6,-1,-6
6,7,True,True,True,True,True,False,False,True,False,East,-5,-3,7,1,-6,-6,-1,-6
7,7,True,True,True,True,True,False,False,True,False,East,-6,-4,6,0,-6,-6,-1,-6
8,7,True,True,True,True,True,False,False,True,False,East,-7,-5,5,-1,-6,-6,-1,-6
9,7,True,True,True,True,True,False,False,True,False,East,-8,-6,4,-2,-6,-6,-1,-6
10,7,True,True,True,True,True,False,False,True,False,East,-9,-7,3,-3,-6,-6,-1,-6
11,7,True,True,True,True,True,False,False,True,False,East,-10,-8,2,-4,-6,-6,-1,-6
12,7,True,True,True,True,True,False,False,True,False,East,-11,-9,1,-5,-6,-6,-1,-6
13,7,True,True,True,True,True,False,False,True,False,South,-12,-10,0,-6,-6,-6,-1,-6
9,1,False,False,True,True,True,True,True,True,True,Stop,-1,1,2,8,4,4,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-2,0,2,8,4,4,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-1,1,2,7,4,4,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-2,1,2,7,4,5,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-1,0,2,7,4,5,4,6
9,1,False,False,True,True,True,True,True,True,True,Stop,-1,0,2,8,4,5,4,6
