@RELATION training_keyboard.arff

   @ATTRIBUTE ticks NUMERIC
   @ATTRIBUTE screen_dim_x NUMERIC
   @ATTRIBUTE screen_dim_y NUMERIC
   @ATTRIBUTE pacman_pos_x NUMERIC
   @ATTRIBUTE pacman_pos_y NUMERIC
   @ATTRIBUTE legal_North {False, True}
   @ATTRIBUTE legal_South {False, True}
   @ATTRIBUTE legal_East {False, True}
   @ATTRIBUTE legal_West {False, True}
   @ATTRIBUTE legal_Stop {False, True}
   @ATTRIBUTE pacman_dir {East, North, South, Stop, West}
   @ATTRIBUTE ghost_num NUMERIC
   @ATTRIBUTE ghost1_alive {False, True}
   @ATTRIBUTE ghost2_alive {False, True}
   @ATTRIBUTE ghost3_alive {False, True}
   @ATTRIBUTE ghost4_alive {False, True}
   @ATTRIBUTE ghost1_x NUMERIC
   @ATTRIBUTE ghost1_y NUMERIC
   @ATTRIBUTE ghost2_x NUMERIC
   @ATTRIBUTE ghost2_y NUMERIC
   @ATTRIBUTE ghost3_x NUMERIC
   @ATTRIBUTE ghost3_y NUMERIC
   @ATTRIBUTE ghost4_x NUMERIC
   @ATTRIBUTE ghost4_y NUMERIC
   @ATTRIBUTE ghost1_dir {East, North, South, Stop, West, None}
   @ATTRIBUTE ghost2_dir {East, North, South, Stop, West, None}
   @ATTRIBUTE ghost3_dir {East, North, South, Stop, West, None}
   @ATTRIBUTE ghost4_dir {East, North, South, Stop, West, None}
   @ATTRIBUTE ghost1_dist NUMERIC
   @ATTRIBUTE ghost2_dist NUMERIC
   @ATTRIBUTE ghost3_dist NUMERIC
   @ATTRIBUTE ghost4_dist NUMERIC
   @ATTRIBUTE pacdots_remaining NUMERIC
   @ATTRIBUTE nearestpacdot_dist NUMERIC
   @ATTRIBUTE currentTickScore NUMERIC
   @ATTRIBUTE pacman_action {East, North, South, Stop, West, None}
   @ATTRIBUTE nextTickScore NUMERIC

   @data
11, 20, 9, 9, 3, True, False, True, True, True, East, 4, True, True, True, True, 6, 5, 11, 7, 9, 6, 17, 7, West, East, North, West, 5, 6, 3, 11, 67, 3, 90, North, 89
12, 20, 9, 9, 4, True, True, False, False, True, North, 4, True, True, True, True, 5, 5, 10, 7, 9, 6, 16, 7, West, West, North, West, 5, 4, 2, 9, 67, 2, 89, North, 88
13, 20, 9, 9, 5, True, True, True, True, True, North, 4, True, True, True, True, 6, 5, 10, 6, 10, 6, 15, 7, East, South, East, South, 3, 2, 2, 7, 67, 1, 88, West, 87
14, 20, 9, 8, 5, False, False, True, True, True, West, 4, True, True, True, True, 5, 5, 9, 6, 10, 7, 15, 6, West, West, North, North, 3, 2, 4, 9, 67, 2, 87, West, 86
15, 20, 9, 7, 5, False, False, True, True, True, West, 4, True, True, True, True, 5, 5, 9, 5, 10, 6, 15, 7, West, South, South, South, 2, 2, 4, 9, 67, 1, 86, West, 185
16, 20, 9, 6, 5, True, True, True, True, True, West, 4, True, True, True, True, 5, 5, 9, 5, 10, 5, 15, 6, West, South, South, South, 1, 3, 4, 10, 66, 1, 185, West, 484
17, 20, 9, 5, 5, False, False, True, True, True, West, 4, False, True, True, True, 1, 1, 9, 4, 9, 5, 15, 6, Stop, South, West, South, -1, 5, 4, 11, 65, 1, 484, West, 583
18, 20, 9, 4, 5, True, False, True, True, True, West, 4, False, True, True, True, 1, 1, 9, 4, 8, 5, 15, 6, Stop, South, West, South, -1, 6, 4, 12, 64, 1, 583, North, 682
19, 20, 9, 4, 6, True, True, False, False, True, North, 4, False, True, True, True, 1, 1, 9, 4, 9, 5, 15, 6, Stop, South, East, South, -1, 7, 6, 12, 63, 1, 682, North, 781
20, 20, 9, 4, 7, False, True, False, True, True, North, 4, False, True, True, True, 1, 1, 9, 4, 10, 5, 15, 5, Stop, South, East, South, -1, 8, 8, 13, 62, 1, 781, Stop, 780
21, 20, 9, 4, 7, False, True, False, True, True, North, 4, False, True, True, True, 1, 2, 9, 5, 11, 5, 15, 5, North, North, East, West, 8, 7, 9, 12, 62, 1, 780, South, 779
22, 20, 9, 4, 6, True, True, False, False, True, South, 4, False, True, True, True, 1, 1, 8, 5, 11, 5, 14, 5, South, West, East, East, -1, 5, 8, 12, 62, 2, 779, South, 778
23, 20, 9, 4, 5, True, False, True, True, True, South, 4, False, True, True, True, 1, 1, 8, 5, 11, 5, 15, 5, South, West, East, North, -1, 4, 7, 12, 62, 1, 778, East, 777
24, 20, 9, 5, 5, False, False, True, True, True, East, 4, False, True, True, True, 1, 1, 7, 5, 11, 5, 15, 6, South, West, East, South, -1, 2, 6, 10, 62, 2, 777, East, 976
25, 20, 9, 6, 5, True, True, True, True, True, East, 4, False, False, True, True, 1, 2, 3, 1, 10, 5, 15, 5, North, Stop, West, East, 8, -1, 4, 10, 62, 1, 976, East, 975
26, 20, 9, 7, 5, False, False, True, True, True, East, 4, False, False, True, True, 1, 3, 3, 1, 11, 5, 16, 5, North, Stop, East, West, 8, -1, 4, 8, 62, 2, 975, East, 974
27, 20, 9, 8, 5, False, False, True, True, True, East, 4, False, False, True, True, 1, 2, 4, 1, 10, 5, 15, 5, South, East, West, East, 10, -1, 2, 8, 62, 2, 974, East, 1173
28, 20, 9, 9, 5, True, True, True, True, True, East, 4, False, False, False, True, 1, 2, 3, 1, 5, 1, 16, 5, South, West, Stop, East, 11, -1, -1, 8, 62, 1, 1173, East, 1172
29, 20, 9, 10, 5, True, False, True, True, True, East, 4, False, False, False, True, 1, 3, 4, 1, 5, 1, 17, 5, North, East, Stop, East, 11, -1, -1, 8, 62, 1, 1172, North, 1271
30, 20, 9, 10, 6, True, True, False, True, True, North, 4, False, False, False, True, 1, 4, 4, 1, 6, 1, 18, 5, North, East, East, North, 11, -1, -1, 8, 61, 1, 1271, North, 1370
31, 20, 9, 10, 7, False, True, True, True, True, North, 4, False, False, False, True, 1, 4, 4, 1, 5, 1, 18, 6, North, East, West, North, 12, -1, -1, 8, 60, 1, 1370, Stop, 1369
32, 20, 9, 10, 7, False, True, True, True, True, North, 4, False, False, False, True, 1, 5, 5, 1, 4, 1, 18, 7, North, East, West, West, 11, -1, -1, 7, 60, 1, 1369, East, 1468
33, 20, 9, 11, 7, False, False, True, True, True, East, 4, False, False, False, True, 1, 4, 4, 1, 3, 1, 17, 7, South, West, West, West, 13, -1, -1, 6, 59, 1, 1468, East, 1567
34, 20, 9, 12, 7, False, False, True, True, True, East, 4, False, False, False, True, 1, 5, 5, 1, 4, 1, 17, 7, North, East, East, West, 13, -1, -1, 4, 58, 1, 1567, East, 1666
35, 20, 9, 13, 7, False, True, False, True, True, East, 4, False, False, False, True, 2, 5, 5, 1, 4, 1, 16, 7, East, East, East, East, 13, -1, -1, 4, 57, 1, 1666, Stop, 1665
36, 20, 9, 13, 7, False, True, False, True, True, East, 4, False, False, False, True, 2, 5, 4, 1, 4, 1, 17, 7, East, West, East, West, 13, -1, -1, 3, 57, 1, 1665, Stop, 1664
37, 20, 9, 13, 7, False, True, False, True, True, East, 4, False, False, False, True, 1, 5, 3, 1, 3, 1, 16, 7, West, West, West, West, 14, -1, -1, 3, 57, 1, 1664, South, 1763
38, 20, 9, 13, 6, True, True, False, False, True, South, 4, False, False, False, True, 1, 4, 3, 1, 4, 1, 16, 7, South, West, East, West, 14, -1, -1, 4, 56, 1, 1763, South, 1862
39, 20, 9, 13, 5, True, True, True, False, True, South, 4, False, False, False, True, 1, 4, 3, 2, 3, 1, 16, 7, South, North, West, West, 13, 13, -1, 4, 55, 1, 1862, East, 1961
40, 20, 9, 14, 5, False, False, True, True, True, East, 4, False, False, False, True, 1, 5, 3, 3, 3, 1, 15, 7, North, North, West, South, 13, 13, -1, 2, 54, 1, 1961, East, 2060
41, 20, 9, 15, 5, True, False, True, True, True, East, 4, False, False, False, True, 1, 6, 3, 2, 4, 1, 15, 6, North, South, East, South, 15, 15, -1, 1, 53, 1, 2060, North, 2259
1, 25, 14, 4, 12, False, True, True, True, True, Stop, 4, True, True, True, True, 9, 3, 11, 7, 19, 12, 22, 9, None, None, None, None, 14, 12, 15, 21, 121, 2, 0, Stop, -1
2, 25, 14, 4, 12, False, True, True, True, True, Stop, 4, True, True, True, True, 9, 4, 11, 8, 19, 12, 22, 9, North, North, Stop, East, 13, 11, 15, 22, 121, 2, -1, Stop, -2
3, 25, 14, 4, 12, False, True, True, True, True, Stop, 4, True, True, True, True, 9, 5, 11, 9, 19, 11, 23, 9, North, North, South, West, 12, 10, 16, 21, 121, 2, -2, Stop, -3
4, 25, 14, 4, 12, False, True, True, True, True, Stop, 4, True, True, True, True, 10, 5, 11, 8, 19, 12, 22, 9, East, South, North, South, 13, 11, 15, 22, 121, 2, -3, Stop, -4
5, 25, 14, 4, 12, False, True, True, True, True, Stop, 4, True, True, True, True, 11, 5, 12, 8, 18, 12, 22, 8, East, East, West, South, 14, 12, 14, 22, 121, 2, -4, Stop, -5
6, 25, 14, 4, 12, False, True, True, True, True, Stop, 4, True, True, True, True, 11, 4, 12, 9, 19, 12, 22, 8, South, North, East, North, 15, 11, 15, 21, 121, 2, -5, East, -6
7, 25, 14, 5, 12, False, True, True, True, True, East, 4, True, True, True, True, 11, 5, 11, 9, 19, 11, 22, 9, North, West, South, South, 13, 9, 15, 21, 121, 1, -6, East, -7
8, 25, 14, 6, 12, False, True, True, True, True, East, 4, True, True, True, True, 10, 5, 11, 8, 19, 10, 22, 8, West, South, South, South, 11, 9, 15, 21, 121, 1, -7, East, 92
9, 25, 14, 7, 12, False, True, True, True, True, East, 4, True, True, True, True, 10, 6, 11, 7, 19, 10, 22, 7, North, South, South, South, 9, 9, 14, 20, 120, 1, 92, East, 191
10, 25, 14, 8, 12, False, True, True, True, True, East, 4, True, True, True, True, 10, 5, 11, 8, 19, 10, 22, 7, South, North, South, North, 9, 7, 13, 18, 119, 1, 191, East, 290
11, 25, 14, 9, 12, False, True, True, True, True, East, 4, True, True, True, True, 10, 4, 11, 7, 18, 10, 22, 8, South, South, West, South, 9, 7, 11, 18, 118, 1, 290, East, 389
12, 25, 14, 10, 12, False, True, True, True, True, East, 4, True, True, True, True, 10, 4, 11, 6, 18, 10, 22, 7, South, South, West, North, 8, 7, 10, 16, 117, 1, 389, South, 488
13, 25, 14, 10, 11, True, True, True, True, True, South, 4, True, True, True, True, 10, 4, 11, 7, 19, 10, 22, 8, South, North, East, East, 7, 5, 10, 16, 116, 1, 488, South, 587
14, 25, 14, 10, 10, True, True, True, True, True, South, 4, True, True, True, True, 9, 4, 11, 6, 19, 9, 23, 8, West, South, South, East, 7, 5, 10, 15, 115, 1, 587, South, 686
15, 25, 14, 10, 9, True, True, True, True, True, South, 4, True, True, True, True, 9, 4, 11, 6, 19, 8, 23, 8, West, South, South, West, 6, 4, 10, 13, 114, 1, 686, South, 785
16, 25, 14, 10, 8, True, True, True, True, True, South, 4, True, True, True, True, 8, 4, 10, 6, 19, 9, 22, 8, West, West, North, North, 6, 2, 10, 13, 113, 1, 785, South, 1084
17, 25, 14, 10, 7, True, True, True, True, True, South, 4, True, False, True, True, 9, 4, 3, 1, 19, 10, 22, 9, East, Stop, North, South, 4, -1, 12, 13, 112, 1, 1084, South, 1183
18, 25, 14, 10, 6, True, True, True, True, True, South, 4, True, False, True, True, 8, 4, 3, 1, 19, 9, 22, 8, West, Stop, South, North, 4, -1, 12, 15, 111, 1, 1183, South, 1282
19, 25, 14, 10, 5, True, True, True, True, True, South, 4, True, False, True, True, 8, 3, 3, 1, 19, 9, 22, 9, South, Stop, South, North, 4, -1, 13, 16, 110, 1, 1282, South, 1381
20, 25, 14, 10, 4, True, True, True, True, True, South, 4, True, False, True, True, 8, 4, 3, 1, 18, 9, 22, 9, North, Stop, West, West, 2, -1, 13, 16, 109, 1, 1381, South, 1480
21, 25, 14, 10, 3, True, False, True, True, True, South, 4, True, False, True, True, 8, 5, 3, 1, 17, 9, 21, 9, North, Stop, West, East, 4, -1, 13, 18, 108, 2, 1480, West, 1479
22, 25, 14, 9, 3, True, False, True, True, True, West, 4, True, False, True, True, 8, 4, 3, 1, 17, 8, 22, 9, South, Stop, South, South, 2, -1, 13, 18, 108, 1, 1479, West, 1578
23, 25, 14, 8, 3, True, False, True, True, True, West, 4, True, False, True, True, 8, 5, 3, 1, 18, 8, 22, 8, North, Stop, East, South, 2, -1, 15, 18, 107, 1, 1578, North, 1777
24, 25, 14, 8, 4, True, True, True, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 18, 9, 22, 7, Stop, Stop, North, South, -1, -1, 15, 16, 107, 1, 1777, North, 1776
25, 25, 14, 8, 5, True, True, True, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 18, 8, 22, 6, Stop, Stop, South, North, -1, -1, 13, 16, 107, 1, 1776, North, 1875
26, 25, 14, 8, 6, True, True, True, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 19, 8, 22, 7, Stop, Stop, East, North, -1, -1, 13, 16, 106, 1, 1875, East, 1974
27, 25, 14, 9, 6, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 19, 9, 22, 8, Stop, Stop, North, West, -1, -1, 13, 14, 105, 2, 1974, East, 1973
28, 25, 14, 10, 6, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 19, 9, 21, 8, Stop, Stop, North, East, -1, -1, 12, 14, 105, 2, 1973, East, 1972
29, 25, 14, 11, 6, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 19, 9, 22, 8, Stop, Stop, North, East, -1, -1, 11, 14, 105, 1, 1972, East, 1971
30, 25, 14, 12, 6, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 19, 10, 23, 8, Stop, Stop, North, North, -1, -1, 11, 14, 105, 1, 1971, East, 1970
31, 25, 14, 13, 6, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 19, 9, 23, 9, Stop, Stop, South, South, -1, -1, 9, 12, 105, 2, 1970, East, 1969
32, 25, 14, 14, 6, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 19, 10, 23, 8, Stop, Stop, North, West, -1, -1, 9, 10, 105, 2, 1969, East, 1968
33, 25, 14, 15, 6, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 19, 10, 22, 8, Stop, Stop, North, West, -1, -1, 8, 8, 105, 1, 1968, East, 1967
34, 25, 14, 16, 6, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 19, 10, 21, 8, Stop, Stop, North, South, -1, -1, 7, 6, 105, 1, 1967, East, 2066
35, 25, 14, 17, 6, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 20, 10, 21, 7, Stop, Stop, East, West, -1, -1, 7, 4, 104, 1, 2066, North, 2165
36, 25, 14, 17, 7, True, True, True, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 20, 9, 20, 7, Stop, Stop, South, West, -1, -1, 5, 2, 103, 1, 2165, North, 2264
37, 25, 14, 17, 8, True, True, True, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 20, 9, 19, 7, Stop, Stop, South, South, -1, -1, 4, 4, 102, 1, 2264, North, 2363
38, 25, 14, 17, 9, True, True, True, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 21, 9, 19, 6, Stop, Stop, East, West, -1, -1, 4, 4, 101, 1, 2363, East, 2462
39, 25, 14, 18, 9, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 22, 9, 18, 6, Stop, Stop, East, South, -1, -1, 4, 4, 100, 1, 2462, East, 2561
40, 25, 14, 19, 9, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 22, 8, 18, 5, Stop, Stop, South, South, -1, -1, 4, 6, 99, 1, 2561, East, 2660
41, 25, 14, 20, 9, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 21, 8, 18, 4, Stop, Stop, West, East, -1, -1, 2, 6, 98, 1, 2660, South, 2959
42, 25, 14, 20, 8, True, True, True, True, True, South, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 19, 4, Stop, Stop, Stop, North, -1, -1, -1, 4, 97, 1, 2959, West, 2958
43, 25, 14, 19, 8, True, True, True, True, True, West, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 19, 5, Stop, Stop, Stop, North, -1, -1, -1, 3, 97, 2, 2958, West, 2957
44, 25, 14, 18, 8, True, True, True, True, True, West, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 19, 5, Stop, Stop, Stop, North, -1, -1, -1, 4, 97, 2, 2957, West, 2956
45, 25, 14, 17, 8, True, True, True, True, True, West, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 19, 5, Stop, Stop, Stop, West, -1, -1, -1, 4, 97, 1, 2956, South, 2955
46, 25, 14, 17, 7, True, True, True, True, True, South, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 18, 5, Stop, Stop, Stop, North, -1, -1, -1, 2, 97, 1, 2955, South, 2954
47, 25, 14, 17, 6, True, True, True, True, True, South, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 18, 6, Stop, Stop, Stop, East, -1, -1, -1, 2, 97, 1, 2954, South, 3053
48, 25, 14, 17, 5, True, True, True, True, True, South, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 19, 6, Stop, Stop, Stop, North, -1, -1, -1, 4, 96, 1, 3053, South, 3152
49, 25, 14, 17, 4, True, True, True, True, True, South, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 19, 7, Stop, Stop, Stop, North, -1, -1, -1, 6, 95, 1, 3152, South, 3251
50, 25, 14, 17, 3, True, False, True, True, True, South, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 19, 8, Stop, Stop, Stop, North, -1, -1, -1, 8, 94, 1, 3251, East, 3350
51, 25, 14, 18, 3, True, False, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 19, 9, Stop, Stop, Stop, East, -1, -1, -1, 8, 93, 1, 3350, North, 3349
52, 25, 14, 18, 4, True, True, True, True, True, North, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 20, 9, Stop, Stop, Stop, East, -1, -1, -1, 7, 93, 2, 3349, North, 3348
53, 25, 14, 18, 5, True, True, True, True, True, North, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 20, 9, Stop, Stop, Stop, South, -1, -1, -1, 5, 93, 1, 3348, North, 3447
54, 25, 14, 18, 6, True, True, True, True, True, North, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 20, 8, Stop, Stop, Stop, North, -1, -1, -1, 5, 92, 1, 3447, East, 3546
55, 25, 14, 19, 6, True, True, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 20, 9, Stop, Stop, Stop, East, -1, -1, -1, 5, 91, 1, 3546, East, 3645
56, 25, 14, 20, 6, True, True, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 21, 9, Stop, Stop, Stop, North, -1, -1, -1, 5, 90, 1, 3645, North, 3744
57, 25, 14, 20, 7, True, True, True, True, True, North, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 21, 10, Stop, Stop, Stop, North, -1, -1, -1, 5, 89, 1, 3744, North, 3743
58, 25, 14, 20, 8, True, True, True, True, True, North, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 21, 11, Stop, Stop, Stop, North, -1, -1, -1, 4, 89, 1, 3743, North, 3742
59, 25, 14, 20, 9, True, True, True, True, True, North, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 21, 11, Stop, Stop, Stop, North, -1, -1, -1, 3, 89, 1, 3742, North, 3841
60, 25, 14, 20, 10, True, True, True, True, True, North, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 21, 11, Stop, Stop, Stop, West, -1, -1, -1, 1, 88, 1, 3841, North, 4040
1, 30, 20, 1, 18, False, True, True, False, True, Stop, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, None, None, None, None, 13, 25, 28, 35, 0, -1, 0, Stop, -1
2, 30, 20, 1, 18, False, True, True, False, True, Stop, 4, True, True, True, True, 5, 10, 11, 3, 17, 6, 25, 7, North, Stop, Stop, West, 12, 25, 28, 34, 0, -1, -1, Stop, -2
3, 30, 20, 1, 18, False, True, True, False, True, Stop, 4, True, True, True, True, 6, 10, 10, 3, 16, 6, 24, 7, East, West, West, East, 13, 24, 27, 35, 0, -1, -2, Stop, -3
4, 30, 20, 1, 18, False, True, True, False, True, Stop, 4, True, True, True, True, 5, 10, 11, 3, 17, 6, 25, 7, West, East, East, East, 12, 25, 28, 35, 0, -1, -3, Stop, -4
5, 30, 20, 1, 18, False, True, True, False, True, Stop, 4, True, True, True, True, 5, 10, 11, 3, 17, 6, 25, 7, West, East, East, West, 12, 25, 28, 34, 0, -1, -4, East, -5
6, 30, 20, 2, 18, False, False, True, True, True, East, 4, True, True, True, True, 5, 9, 10, 3, 18, 6, 24, 7, South, West, East, South, 12, 23, 28, 34, 0, -1, -5, East, -6
7, 30, 20, 3, 18, False, False, True, True, True, East, 4, True, True, True, True, 5, 9, 11, 3, 19, 6, 24, 6, South, East, East, South, 11, 23, 28, 33, 0, -1, -6, West, -7
8, 30, 20, 2, 18, False, False, True, True, True, West, 4, True, True, True, True, 4, 9, 10, 3, 19, 5, 24, 6, West, West, South, South, 11, 23, 30, 34, 0, -1, -7, West, -8
9, 30, 20, 1, 18, False, True, True, False, True, West, 4, True, True, True, True, 4, 8, 11, 3, 19, 4, 24, 6, South, East, South, East, 13, 25, 32, 36, 0, -1, -8, South, -9
10, 30, 20, 1, 17, True, True, False, False, True, South, 4, True, True, True, True, 5, 8, 11, 4, 18, 4, 25, 6, East, North, West, South, 13, 23, 30, 36, 0, -1, -9, South, -10
11, 30, 20, 1, 16, True, True, True, False, True, South, 4, True, True, True, True, 6, 8, 10, 4, 18, 3, 25, 5, East, West, South, West, 13, 21, 30, 34, 0, -1, -10, South, -11
12, 30, 20, 1, 15, True, True, True, False, True, South, 4, True, True, True, True, 6, 9, 10, 3, 17, 3, 24, 5, North, South, West, North, 11, 21, 28, 32, 0, -1, -11, South, -12
13, 30, 20, 1, 14, True, True, True, False, True, South, 4, True, True, True, True, 6, 8, 11, 3, 17, 4, 24, 6, South, East, North, West, 11, 21, 26, 30, 0, -1, -12, South, -13
14, 30, 20, 1, 13, True, True, False, False, True, South, 4, True, True, True, True, 6, 7, 10, 3, 17, 5, 23, 6, South, West, North, South, 11, 19, 24, 30, 0, -1, -13, South, -14
15, 30, 20, 1, 12, True, True, True, False, True, South, 4, True, True, True, True, 6, 8, 10, 3, 17, 6, 23, 5, North, West, North, East, 9, 18, 22, 30, 0, -1, -14, South, -15
16, 30, 20, 1, 11, True, True, False, False, True, South, 4, True, True, True, True, 6, 8, 9, 3, 17, 6, 24, 5, North, West, North, East, 8, 16, 21, 30, 0, -1, -15, South, -16
17, 30, 20, 1, 10, True, True, False, False, True, South, 4, True, True, True, True, 6, 8, 9, 3, 17, 6, 25, 5, North, West, North, South, 7, 15, 20, 30, 0, -1, -16, South, -17
18, 30, 20, 1, 9, True, True, False, False, True, South, 4, True, True, True, True, 5, 8, 10, 3, 16, 6, 25, 4, West, East, West, South, 5, 15, 18, 29, 0, -1, -17, South, -18
19, 30, 20, 1, 8, True, True, False, False, True, South, 4, True, True, True, True, 4, 8, 9, 3, 17, 6, 25, 4, West, West, East, North, 3, 13, 18, 27, 0, -1, -18, South, -19
20, 30, 20, 1, 7, True, True, False, False, True, South, 4, True, True, True, True, 5, 8, 9, 3, 18, 6, 25, 5, East, West, East, South, 5, 12, 18, 27, 0, -1, -19, South, -20
21, 30, 20, 1, 6, True, True, True, False, True, South, 4, True, True, True, True, 5, 7, 9, 4, 18, 6, 25, 4, South, North, East, North, 5, 10, 17, 25, 0, -1, -20, East, -21
22, 30, 20, 2, 6, False, True, True, True, True, East, 4, True, True, True, True, 5, 8, 9, 5, 17, 6, 25, 5, North, North, West, South, 5, 8, 15, 25, 0, -1, -21, East, -22
23, 30, 20, 3, 6, True, True, True, True, True, East, 4, True, True, True, True, 5, 7, 9, 5, 18, 6, 25, 4, South, North, East, West, 3, 7, 15, 23, 0, -1, -22, East, -23
24, 30, 20, 4, 6, True, True, True, True, True, East, 4, True, True, True, True, 6, 7, 9, 4, 18, 6, 24, 4, East, South, East, North, 3, 7, 14, 21, 0, -1, -23, East, -24
25, 30, 20, 5, 6, True, True, True, True, True, East, 4, True, True, True, True, 6, 8, 8, 4, 18, 5, 24, 5, North, West, South, North, 3, 5, 14, 19, 0, -1, -24, North, -25
26, 30, 20, 5, 7, True, True, True, True, True, North, 4, True, True, True, True, 6, 7, 8, 3, 18, 6, 24, 6, South, South, North, South, 1, 7, 14, 21, 0, -1, -25, North, -26
27, 30, 20, 5, 8, True, True, True, True, True, North, 4, True, True, True, True, 6, 8, 8, 3, 18, 6, 24, 5, North, South, North, North, 1, 8, 15, 21, 0, -1, -26, North, -27
28, 30, 20, 5, 9, True, True, True, True, True, North, 4, True, True, True, True, 6, 9, 8, 4, 18, 6, 24, 6, North, North, North, West, 1, 8, 16, 21, 0, -1, -27, East, 172
29, 30, 20, 6, 9, True, True, False, True, True, East, 4, False, True, True, True, 1, 1, 8, 4, 18, 6, 23, 6, Stop, North, North, West, -1, 7, 15, 20, 0, -1, 172, South, 171
30, 30, 20, 6, 8, True, True, False, True, True, South, 4, False, True, True, True, 1, 1, 9, 4, 18, 6, 23, 6, Stop, East, North, West, -1, 7, 14, 18, 0, -1, 171, South, 170
31, 30, 20, 6, 7, True, True, False, True, True, South, 4, False, True, True, True, 1, 1, 8, 4, 19, 6, 22, 6, Stop, West, East, West, -1, 5, 14, 17, 0, -1, 170, South, 169
32, 30, 20, 6, 6, True, False, True, True, True, South, 4, False, True, True, True, 1, 1, 8, 4, 19, 5, 22, 6, Stop, West, South, East, -1, 4, 14, 17, 0, -1, 169, East, 168
33, 30, 20, 7, 6, False, False, True, True, True, East, 4, False, True, True, True, 1, 1, 8, 4, 19, 4, 23, 6, Stop, West, South, North, -1, 3, 14, 17, 0, -1, 168, East, 167
34, 30, 20, 8, 6, True, True, True, True, True, East, 4, False, True, True, True, 1, 1, 9, 4, 19, 4, 23, 7, Stop, East, South, South, -1, 3, 13, 15, 0, -1, 167, East, 166
35, 30, 20, 9, 6, True, True, True, True, True, East, 4, False, True, True, True, 1, 1, 8, 4, 19, 3, 23, 6, Stop, West, South, North, -1, 3, 13, 15, 0, -1, 166, South, 165
36, 30, 20, 9, 5, True, True, True, True, True, South, 4, False, True, True, True, 1, 1, 8, 3, 20, 3, 23, 7, Stop, South, East, North, -1, 3, 13, 16, 0, -1, 165, South, 164
37, 30, 20, 9, 4, True, True, True, True, True, South, 4, False, True, True, True, 1, 1, 8, 4, 21, 3, 23, 7, Stop, North, East, North, -1, 1, 13, 18, 0, -1, 164, South, 163
38, 30, 20, 9, 3, True, False, True, True, True, South, 4, False, True, True, True, 1, 1, 8, 3, 22, 3, 23, 8, Stop, South, East, North, -1, 1, 13, 20, 0, -1, 163, West, 362
39, 30, 20, 8, 3, True, False, True, True, True, West, 4, False, False, True, True, 1, 1, 3, 1, 22, 3, 23, 9, Stop, Stop, East, East, -1, -1, 14, 22, 0, -1, 362, West, 361
40, 30, 20, 7, 3, False, False, True, True, True, West, 4, False, False, True, True, 1, 1, 3, 1, 21, 3, 24, 9, Stop, Stop, West, North, -1, -1, 14, 24, 0, -1, 361, West, 360
41, 30, 20, 6, 3, False, False, True, True, True, West, 4, False, False, True, True, 1, 1, 3, 1, 21, 4, 24, 10, Stop, Stop, North, South, -1, -1, 16, 24, 0, -1, 360, East, 359
