@relation 'training_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R1-3,11-12,25-28,33-35,37'

@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute legal_Stop {False,True}
@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute ghost1_x numeric
@attribute ghost1_y numeric
@attribute ghost2_x numeric
@attribute ghost2_y numeric
@attribute ghost3_x numeric
@attribute ghost3_y numeric
@attribute ghost4_x numeric
@attribute ghost4_y numeric
@attribute ghost1_dist numeric
@attribute ghost2_dist numeric
@attribute ghost3_dist numeric
@attribute ghost4_dist numeric
@attribute pacman_action {East,North,South,Stop,West,None}

@data
8,5,True,True,True,True,True,True,False,False,False,7,8,3,1,5,1,7,1,4,-1,-1,-1,West
7,5,True,True,True,True,True,True,False,False,False,8,8,3,1,5,1,7,1,4,-1,-1,-1,East
8,5,True,True,True,True,True,True,False,False,False,8,8,3,1,5,1,7,1,3,-1,-1,-1,North
8,6,True,True,True,True,True,True,False,False,False,7,8,3,1,5,1,7,1,3,-1,-1,-1,West
7,6,True,True,True,True,True,True,False,False,False,7,9,3,1,5,1,7,1,3,-1,-1,-1,North
7,7,True,True,True,True,True,True,False,False,False,6,9,3,1,5,1,7,1,3,-1,-1,-1,West
6,7,True,True,True,True,True,True,False,False,False,7,9,3,1,5,1,7,1,3,-1,-1,-1,East
7,7,True,True,True,True,True,True,False,False,False,7,9,3,1,5,1,7,1,2,-1,-1,-1,North
7,8,True,True,True,True,True,True,False,False,False,7,10,3,1,5,1,7,1,2,-1,-1,-1,North
7,9,True,True,True,True,True,True,False,False,False,7,11,3,1,5,1,7,1,2,-1,-1,-1,North
7,10,True,True,True,True,True,True,False,False,False,7,12,3,1,5,1,7,1,2,-1,-1,-1,North
7,11,True,True,True,True,True,True,False,False,False,8,12,3,1,5,1,7,1,2,-1,-1,-1,East
8,11,True,True,True,True,True,True,False,False,False,7,12,3,1,5,1,7,1,2,-1,-1,-1,West
7,11,True,True,True,True,True,True,False,False,False,6,12,3,1,5,1,7,1,2,-1,-1,-1,West
14,1,False,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,16,13,12,15,East
15,1,True,False,True,True,True,True,True,True,True,10,13,12,13,14,13,17,13,17,15,13,14,North
15,2,True,True,False,False,True,True,True,True,True,10,13,13,13,15,13,17,13,16,13,11,13,North
15,3,False,True,True,False,True,True,True,True,True,10,13,14,13,16,13,17,13,15,11,11,12,East
16,3,False,False,True,True,True,True,True,True,True,10,13,15,13,17,13,17,13,16,11,11,11,East
17,3,False,False,True,True,True,True,True,True,True,10,13,14,13,16,13,17,13,17,13,11,11,East
18,3,True,False,False,True,True,True,True,True,True,11,13,14,14,16,13,16,13,17,15,12,13,North
18,4,True,True,False,False,True,True,True,True,True,10,13,14,15,15,13,15,13,17,15,12,11,North
18,5,True,True,False,False,True,True,True,True,True,11,13,14,15,14,13,16,13,15,14,12,9,North
18,6,False,True,True,True,True,True,True,True,True,11,13,14,14,13,13,17,13,14,12,12,9,East
19,6,False,False,True,True,True,True,True,True,True,10,13,14,13,12,13,16,13,16,12,14,11,East
20,6,False,False,True,True,True,True,True,True,True,10,13,14,13,12,13,15,13,17,13,15,12,East
21,6,True,True,False,True,True,True,True,True,True,11,13,14,13,13,13,15,13,17,14,15,13,North
21,7,True,True,False,False,True,True,True,True,True,10,13,14,14,13,13,15,13,17,14,14,13,North
21,8,True,True,False,False,True,True,True,True,True,10,13,14,13,13,14,14,13,16,12,14,13,North
21,9,True,True,True,True,True,True,True,True,True,10,13,15,13,13,14,14,14,15,10,13,13,West
20,9,False,False,True,True,True,True,True,True,True,10,13,14,13,14,14,14,15,14,10,11,13,West
19,9,True,False,True,True,True,True,True,True,True,10,13,15,13,14,14,13,15,13,8,10,11,North
19,10,True,True,False,False,True,True,True,True,True,11,13,14,13,14,13,14,15,11,8,8,11,North
19,11,True,True,False,True,True,True,True,True,True,12,13,14,14,14,13,13,15,9,8,7,10,North
19,12,True,True,False,False,True,True,True,True,True,12,13,13,14,14,14,13,15,8,8,7,8,North
19,13,True,True,True,False,True,True,True,True,True,13,13,13,14,13,14,14,15,6,7,7,6,North
19,14,True,True,False,False,True,True,True,True,True,14,13,13,15,14,14,14,14,6,7,5,5,North
19,15,False,True,False,True,True,True,True,True,True,13,13,13,15,14,13,14,14,8,6,7,6,West
18,15,False,False,True,True,True,True,True,True,True,14,13,12,15,15,13,14,14,6,6,5,5,West
17,15,False,False,True,True,True,True,True,True,True,14,14,12,16,15,13,14,14,4,6,4,4,West
16,15,False,False,True,True,True,True,True,True,True,14,13,12,17,15,13,14,14,4,6,3,4,West
15,15,True,False,True,True,True,True,True,True,True,15,13,12,18,14,13,14,13,2,6,3,2,West
14,15,False,True,True,True,True,True,True,True,True,16,13,12,18,15,13,14,14,4,5,3,2,South
14,14,True,True,False,True,True,True,True,True,False,15,13,11,18,16,13,14,13,2,7,3,-1,South
14,13,True,False,True,True,True,True,True,True,False,15,13,12,18,16,13,7,1,1,7,2,-1,East
15,13,False,False,True,True,True,False,True,True,False,1,1,12,18,16,13,8,1,-1,8,1,-1,East
16,13,False,False,True,True,True,False,True,False,False,2,1,12,18,4,1,7,1,-1,9,-1,-1,West
15,13,False,False,True,True,True,False,True,False,False,3,1,12,17,4,1,8,1,-1,7,-1,-1,West
14,13,True,False,True,True,True,False,True,False,False,2,1,12,16,5,1,9,1,-1,5,-1,-1,West
13,13,True,False,True,True,True,False,True,False,False,3,1,12,17,5,1,9,1,-1,5,-1,-1,North
13,14,True,True,True,False,True,False,True,False,False,2,1,12,18,6,1,9,1,-1,5,-1,-1,North
13,15,False,True,True,True,True,False,True,False,False,1,1,11,18,6,1,10,1,-1,5,-1,-1,West
12,15,True,False,True,True,True,False,True,False,False,1,2,12,18,6,1,11,1,24,3,-1,-1,North
12,16,True,True,False,False,True,False,True,False,False,1,1,11,18,6,1,10,1,-1,3,-1,-1,North
12,17,True,True,False,False,True,False,True,False,False,2,1,12,18,5,1,11,1,-1,1,-1,-1,North
12,10,True,True,True,True,True,True,True,True,True,5,6,5,12,13,6,13,12,11,9,5,3,East
13,10,True,True,True,True,True,True,True,True,True,5,5,6,12,12,6,13,12,13,9,5,2,North
13,11,True,True,True,True,True,True,True,True,True,4,5,7,12,12,5,13,12,15,7,7,1,North
13,12,True,True,True,True,True,True,True,True,False,5,5,8,12,11,5,7,1,15,5,9,-1,West
12,12,True,True,True,True,True,True,True,True,False,6,5,8,12,12,5,7,1,13,4,7,-1,West
11,12,True,True,True,True,True,True,True,True,False,5,5,9,12,12,4,7,1,13,2,9,-1,West
10,12,True,True,True,True,True,True,True,True,False,4,5,9,12,12,4,7,1,13,1,10,-1,West
9,12,True,True,True,True,True,True,False,True,False,4,4,3,1,13,4,7,1,13,-1,12,-1,East
10,12,True,True,True,True,True,True,False,True,False,4,5,3,1,12,4,7,1,13,-1,10,-1,East
11,12,True,True,True,True,True,True,False,True,False,4,5,3,1,12,5,7,1,14,-1,8,-1,East
12,12,True,True,True,True,True,True,False,True,False,4,4,3,1,12,5,7,1,16,-1,7,-1,South
12,11,True,True,True,True,True,True,False,True,False,4,3,3,1,12,4,7,1,16,-1,7,-1,South
12,10,True,True,True,True,True,True,False,True,False,5,3,3,1,12,4,7,1,14,-1,6,-1,South
12,9,True,True,True,True,True,True,False,True,False,4,3,3,1,12,5,7,1,14,-1,4,-1,South
12,8,True,True,True,True,True,True,False,True,False,3,3,3,1,13,5,7,1,14,-1,4,-1,East
13,8,True,True,True,True,True,True,False,True,False,4,3,3,1,13,4,7,1,14,-1,4,-1,South
13,7,True,True,True,True,True,True,False,True,False,4,3,3,1,13,4,7,1,13,-1,3,-1,South
13,6,True,True,True,True,True,True,False,True,False,5,3,3,1,13,4,7,1,11,-1,2,-1,South
13,5,True,True,True,True,True,True,False,True,False,5,4,3,1,13,3,7,1,9,-1,2,-1,South
13,4,True,True,True,True,True,True,False,False,False,5,4,3,1,5,1,7,1,8,-1,-1,-1,West
12,4,True,True,True,True,True,True,False,False,False,4,4,3,1,5,1,7,1,8,-1,-1,-1,West
11,4,True,True,True,True,True,True,False,False,False,3,4,3,1,5,1,7,1,8,-1,-1,-1,West
10,4,True,True,True,True,True,True,False,False,False,2,4,3,1,5,1,7,1,8,-1,-1,-1,West
9,4,True,True,True,True,True,True,False,False,False,2,5,3,1,5,1,7,1,8,-1,-1,-1,West
8,4,True,True,True,True,True,True,False,False,False,1,5,3,1,5,1,7,1,8,-1,-1,-1,West
7,4,True,True,True,True,True,True,False,False,False,1,4,3,1,5,1,7,1,6,-1,-1,-1,West
6,4,True,True,True,True,True,True,False,False,False,1,3,3,1,5,1,7,1,6,-1,-1,-1,West
5,4,True,True,True,True,True,True,False,False,False,1,4,3,1,5,1,7,1,4,-1,-1,-1,West
4,4,True,True,True,True,True,True,False,False,False,1,5,3,1,5,1,7,1,4,-1,-1,-1,West
3,4,True,True,True,True,True,True,False,False,False,2,5,3,1,5,1,7,1,2,-1,-1,-1,West
2,4,True,True,True,True,True,True,False,False,False,2,6,3,1,5,1,7,1,2,-1,-1,-1,North
2,5,True,True,True,True,True,True,False,False,False,2,7,3,1,5,1,7,1,2,-1,-1,-1,North
14,1,False,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,16,13,12,15,East
15,1,True,False,True,True,True,True,True,True,True,10,13,13,13,14,14,17,13,17,14,14,13,North
15,2,True,True,False,False,True,True,True,True,True,11,13,13,14,14,14,16,13,15,14,13,12,North
15,3,False,True,True,False,True,True,True,True,True,11,13,13,15,14,14,16,13,14,14,12,12,East
16,3,False,False,True,True,True,True,True,True,True,10,13,13,14,14,13,17,13,16,14,12,11,East
17,3,False,False,True,True,True,True,True,True,True,10,13,13,14,13,13,17,13,17,15,14,10,East
18,3,True,False,False,True,True,True,True,True,True,10,13,13,14,13,14,17,13,18,16,16,12,North
18,4,True,True,False,False,True,True,True,True,True,11,13,14,14,14,14,16,13,16,14,14,11,North
18,5,True,True,False,False,True,True,True,True,True,10,13,14,15,14,13,16,13,16,14,12,11,North
18,6,False,True,True,True,True,True,True,True,True,11,13,13,15,14,14,15,13,14,14,12,11,East
19,6,False,False,True,True,True,True,True,True,True,12,13,12,15,14,14,14,13,14,16,13,13,East
20,6,False,False,True,True,True,True,True,True,True,13,13,11,15,14,15,13,13,14,18,15,15,East
21,6,True,True,False,True,True,True,True,True,True,13,13,10,15,14,14,12,13,15,20,15,15,North
21,7,True,True,False,False,True,True,True,True,True,13,14,9,15,13,14,13,13,15,20,15,13,North
21,8,True,True,False,False,True,True,True,True,True,14,14,8,15,13,15,14,13,13,20,15,13,North
21,9,True,True,True,True,True,True,True,True,True,13,14,9,15,14,15,14,14,13,18,13,13,West
20,9,False,False,True,True,True,True,True,True,True,14,14,9,15,14,15,13,14,11,17,12,12,West
19,9,True,False,True,True,True,True,True,True,True,14,14,8,15,14,15,13,14,10,17,11,12,North
19,10,True,True,False,False,True,True,True,True,True,14,14,8,15,14,14,13,15,9,16,9,10,North
19,11,True,True,False,True,True,True,True,True,True,14,15,8,14,14,14,14,15,9,14,8,10,North
19,12,True,True,False,False,True,True,True,True,True,14,14,8,15,14,15,13,15,7,14,8,9,North
19,13,True,True,True,False,True,True,True,True,True,13,14,8,14,13,15,13,15,7,12,8,7,North
19,14,True,True,False,False,True,True,True,True,True,13,13,8,15,12,15,13,14,7,12,8,6,North
19,15,False,True,False,True,True,True,True,True,True,13,13,8,14,12,15,13,14,8,12,7,6,West
18,15,False,False,True,True,True,True,True,True,True,12,13,8,13,11,15,14,14,8,12,7,4,West
17,15,False,False,True,True,True,True,True,True,True,13,13,7,13,11,15,14,15,6,12,6,2,West
16,15,False,False,True,True,True,True,True,True,True,14,13,8,13,12,15,15,15,4,10,4,2,West
15,15,True,False,True,True,True,True,True,True,True,15,13,8,13,11,15,14,15,2,9,4,2,West
14,15,False,True,True,True,True,True,True,True,False,16,13,7,13,12,15,14,14,4,9,2,-1,West
13,15,False,True,True,True,True,True,True,True,False,17,13,7,13,11,15,7,1,6,8,2,-1,West
12,15,True,False,True,True,True,True,True,True,False,17,13,6,13,10,15,7,1,7,8,2,-1,West
11,15,False,False,True,True,True,True,True,True,False,17,13,6,12,10,15,7,1,8,8,1,-1,West
10,15,False,False,True,True,True,True,True,False,False,17,13,6,12,4,1,8,1,9,7,-1,-1,West
9,15,False,False,True,True,True,True,True,False,False,16,13,6,12,4,1,8,1,9,6,-1,-1,West
8,15,False,True,True,False,True,True,True,False,False,17,13,6,12,3,1,9,1,11,5,-1,-1,South
8,14,True,True,False,False,True,True,True,False,False,17,13,6,13,2,1,10,1,10,3,-1,-1,South
8,13,True,True,False,True,True,True,True,False,False,16,13,6,13,3,1,9,1,8,2,-1,-1,West
7,13,False,False,True,True,True,True,True,False,False,17,13,6,13,3,1,8,1,10,1,-1,-1,West
6,13,True,True,True,True,True,True,False,False,False,16,13,4,1,3,1,7,1,10,-1,-1,-1,East
7,13,False,False,True,True,True,True,False,False,False,17,13,5,1,3,1,8,1,10,-1,-1,-1,East
8,13,True,True,False,True,True,True,False,False,False,16,13,5,1,4,1,7,1,8,-1,-1,-1,North
8,14,True,True,False,False,True,True,False,False,False,16,13,6,1,5,1,7,1,9,-1,-1,-1,North
8,15,False,True,True,False,True,True,False,False,False,15,13,6,1,6,1,7,1,9,-1,-1,-1,East
9,15,False,False,True,True,True,True,False,False,False,15,13,5,1,5,1,7,1,8,-1,-1,-1,East
10,15,False,False,True,True,True,True,False,False,False,14,13,6,1,6,1,8,1,6,-1,-1,-1,East
11,15,False,False,True,True,True,True,False,False,False,14,13,7,1,6,1,8,1,5,-1,-1,-1,East
12,15,True,False,True,True,True,True,False,False,False,13,13,7,1,5,1,8,1,3,-1,-1,-1,East
13,15,False,True,True,True,True,True,False,False,False,14,13,8,1,5,1,7,1,3,-1,-1,-1,East
14,15,False,True,True,True,True,True,False,False,False,14,13,9,1,6,1,8,1,2,-1,-1,-1,South
14,14,True,True,False,True,True,True,False,False,False,14,13,8,1,7,1,9,1,1,-1,-1,-1,South
14,1,False,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,16,13,12,15,East
15,1,True,False,True,True,True,True,True,True,True,11,13,14,13,13,13,17,13,16,13,14,14,North
15,2,True,True,False,False,True,True,True,True,True,11,13,14,14,13,14,17,13,15,13,14,13,North
15,3,False,True,True,False,True,True,True,True,True,11,13,14,15,14,14,17,13,14,13,12,11,East
16,3,False,False,True,True,True,True,True,True,True,11,13,14,14,14,15,16,13,15,13,14,11,East
17,3,False,False,True,True,True,True,True,True,True,10,13,13,14,13,15,15,13,17,15,16,11,East
18,3,True,False,False,True,True,True,True,True,True,11,13,13,13,13,15,16,13,17,15,17,13,North
18,4,True,True,False,False,True,True,True,True,True,12,13,14,13,14,15,15,13,15,13,15,11,North
18,5,True,True,False,False,True,True,True,True,True,11,13,13,13,14,14,16,13,15,13,13,10,North
18,6,False,True,True,True,True,True,True,True,True,11,13,13,14,14,13,16,13,14,13,11,9,East
19,6,False,False,True,True,True,True,True,True,True,10,13,13,14,14,14,16,13,16,14,13,9,East
20,6,False,False,True,True,True,True,True,True,True,11,13,13,14,14,14,17,13,16,15,14,11,East
21,6,True,True,False,True,True,True,True,True,True,11,13,14,14,14,13,16,13,17,15,14,13,North
21,7,True,True,False,False,True,True,True,True,True,10,13,13,14,13,13,15,13,17,15,14,12,North
21,8,True,True,False,False,True,True,True,True,True,10,13,13,15,13,14,15,13,16,15,14,12,North
21,9,True,True,True,True,True,True,True,True,True,10,13,13,15,13,13,14,13,15,14,12,12,West
20,9,False,False,True,True,True,True,True,True,True,11,13,13,15,14,13,14,14,13,13,10,12,West
19,9,True,False,True,True,True,True,True,True,True,10,13,12,15,13,13,14,15,13,13,10,12,North
19,10,True,True,False,False,True,True,True,True,True,10,13,12,16,13,13,13,15,12,13,9,11,North
19,11,True,True,False,True,True,True,True,True,True,11,13,12,16,13,14,13,15,10,12,9,10,North
19,12,True,True,False,False,True,True,True,True,True,11,13,12,15,13,13,13,15,9,10,7,9,North
19,13,True,True,True,False,True,True,True,True,True,11,13,13,15,13,14,13,15,8,8,7,8,North
19,14,True,True,False,False,True,True,True,True,True,10,13,13,14,13,14,13,15,10,6,6,6,North
19,15,False,True,False,True,True,True,True,True,True,10,13,13,15,14,14,14,15,11,6,6,4,West
18,15,False,False,True,True,True,True,True,True,True,10,13,13,14,14,14,15,15,10,6,5,3,West
17,15,False,False,True,True,True,True,True,True,True,11,13,14,14,13,14,15,15,8,4,5,2,West
16,15,False,False,True,True,True,True,True,True,True,11,13,14,14,13,14,15,15,7,3,4,2,West
15,15,True,False,True,True,True,True,True,True,True,11,13,14,13,13,13,14,15,6,3,4,1,West
14,15,False,True,True,True,True,True,True,True,False,10,13,14,13,12,13,7,1,6,2,4,-1,South
14,14,True,True,False,True,True,True,False,True,False,11,13,3,1,12,13,6,1,4,-1,3,-1,West
13,14,True,True,True,False,True,True,False,True,False,12,13,2,1,12,13,5,1,2,-1,2,-1,South
13,13,True,False,True,True,True,True,False,True,False,12,13,2,1,12,13,6,1,1,-1,1,-1,West
4,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,14,12,15,21,East
5,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,13,11,14,20,East
6,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,12,10,13,19,East
7,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,11,9,12,18,East
8,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,10,8,11,17,East
9,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,9,7,10,16,East
10,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,10,6,9,15,East
11,12,False,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,11,5,8,14,South
11,11,True,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,10,4,9,13,South
11,10,True,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,9,3,10,12,South
11,9,True,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,8,2,11,11,South
11,8,True,True,True,True,True,True,True,True,True,9,3,11,7,19,12,22,9,7,1,12,12,South
11,7,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,6,-1,13,13,West
10,7,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,5,-1,14,14,West
9,7,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,4,-1,15,15,South
9,6,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,3,-1,16,16,South
9,5,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,2,-1,17,17,South
9,4,True,True,True,True,True,True,False,True,True,9,3,3,1,19,12,22,9,1,-1,18,18,South
9,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,19,19,East
10,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,18,18,East
11,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,17,17,East
12,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,16,16,East
13,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,15,15,East
14,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,14,14,East
15,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,13,13,East
16,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,12,12,East
17,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,11,11,East
18,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,10,10,East
19,3,True,False,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,9,9,North
19,4,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,8,8,North
19,5,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,7,7,North
19,6,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,6,6,North
19,7,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,5,5,North
19,8,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,4,4,North
19,9,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,3,3,North
19,10,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,2,4,North
19,11,True,True,True,True,True,False,False,True,True,1,1,3,1,19,12,22,9,-1,-1,1,5,North
19,12,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,6,East
20,12,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,5,East
21,12,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,4,East
22,12,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,3,South
22,11,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,2,South
22,10,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,22,9,-1,-1,-1,1,South
14,1,False,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,16,13,12,15,East
15,1,True,False,True,True,True,True,True,True,True,10,13,13,13,14,13,17,13,17,14,13,13,North
15,2,True,True,False,False,True,True,True,True,True,10,13,12,13,14,14,16,13,16,14,13,11,North
15,3,False,True,True,False,True,True,True,True,True,10,13,13,13,14,13,15,13,15,12,11,11,East
16,3,False,False,True,True,True,True,True,True,True,11,13,14,13,15,13,16,13,15,12,11,11,East
17,3,False,False,True,True,True,True,True,True,True,10,13,14,14,15,13,17,13,17,14,12,10,East
18,3,True,False,False,True,True,True,True,True,True,10,13,14,15,16,13,17,13,18,16,12,11,North
18,4,True,True,False,False,True,True,True,True,True,11,13,14,15,15,13,17,13,16,15,12,10,North
18,5,True,True,False,False,True,True,True,True,True,10,13,14,15,15,13,17,13,16,14,11,9,North
18,6,False,True,True,True,True,True,True,True,True,11,13,14,14,16,13,17,13,14,12,9,9,East
19,6,False,False,True,True,True,True,True,True,True,12,13,14,13,16,13,16,13,14,12,10,11,East
20,6,False,False,True,True,True,True,True,True,True,13,13,14,13,15,13,15,13,14,13,12,11,East
21,6,True,True,False,True,True,True,True,True,True,13,13,14,14,15,13,16,13,15,15,13,13,North
21,7,True,True,False,False,True,True,True,True,True,13,14,14,13,14,13,15,13,15,13,13,13,North
21,8,True,True,False,False,True,True,True,True,True,13,15,14,14,15,13,14,13,15,13,11,12,North
21,9,True,True,True,True,True,True,True,True,True,12,15,14,15,16,13,14,13,15,13,9,12,West
20,9,False,False,True,True,True,True,True,True,True,11,15,15,15,16,13,13,13,15,11,8,12,West
19,9,True,False,True,True,True,True,True,True,True,11,15,15,16,15,13,13,14,14,11,8,11,North
19,10,True,True,False,False,True,True,True,True,True,10,15,15,15,14,13,13,14,14,9,8,9,North
19,11,True,True,False,True,True,True,True,True,True,9,15,15,16,14,14,14,14,14,9,8,9,North
19,12,True,True,False,False,True,True,True,True,True,9,15,15,15,14,15,13,14,13,7,8,7,North
19,13,True,True,True,False,True,True,True,True,True,10,15,16,15,13,15,13,13,11,5,8,6,North
19,14,True,True,False,False,True,True,True,True,True,9,15,15,15,13,14,13,13,11,5,6,6,North
19,15,False,True,False,True,True,True,True,True,True,10,15,15,16,14,14,14,13,9,5,6,6,West
18,15,False,False,True,True,True,True,True,True,True,10,15,15,16,14,14,15,13,8,4,5,6,West
17,15,False,False,True,True,True,True,True,True,True,10,15,15,16,14,13,14,13,7,3,5,5,West
16,15,False,False,True,True,True,True,True,True,True,11,15,15,15,14,13,14,13,5,1,4,5,West
15,15,True,False,True,True,True,True,False,True,True,12,15,4,1,15,13,13,13,3,-1,2,3,West
14,15,False,True,True,True,True,True,False,True,True,11,15,5,1,14,13,13,14,3,-1,2,1,South
14,14,True,True,False,True,True,True,False,True,False,12,15,6,1,15,13,7,1,3,-1,2,-1,South
14,13,True,False,True,True,True,True,False,True,False,12,15,5,1,16,13,8,1,4,-1,2,-1,East
15,13,False,False,True,True,True,True,False,False,False,13,15,5,1,5,1,7,1,4,-1,-1,-1,West
14,13,True,False,True,True,True,True,False,False,False,13,15,4,1,6,1,8,1,3,-1,-1,-1,West
13,13,True,False,True,True,True,True,False,False,False,12,15,5,1,5,1,7,1,3,-1,-1,-1,North
13,14,True,True,True,False,True,True,False,False,False,13,15,6,1,4,1,6,1,1,-1,-1,-1,North
12,10,True,True,True,True,True,True,True,True,True,5,6,5,12,13,6,13,12,11,9,5,3,East
13,10,True,True,True,True,True,True,True,True,True,5,5,6,12,12,6,13,12,13,9,5,1,North
13,11,True,True,True,True,True,True,True,True,False,6,5,6,13,12,6,7,1,13,9,6,-1,West
12,11,True,True,True,True,True,True,True,True,False,6,6,6,12,12,7,7,1,11,7,4,-1,South
12,10,True,True,True,True,True,True,True,True,False,6,6,6,12,13,7,7,1,10,8,4,-1,East
13,10,True,True,True,True,True,True,True,True,False,7,6,5,12,13,6,7,1,10,10,4,-1,South
13,9,True,True,True,True,True,True,True,True,False,8,6,5,11,13,5,7,1,8,10,4,-1,South
13,8,True,True,True,True,True,True,True,True,False,8,5,5,12,13,6,7,1,8,12,2,-1,South
13,7,True,True,True,True,True,True,True,False,False,7,5,4,12,5,1,7,1,8,14,-1,-1,West
12,7,True,True,True,True,True,True,True,False,False,8,5,4,13,5,1,7,1,6,14,-1,-1,West
11,7,True,True,True,True,True,True,True,False,False,8,6,4,12,5,1,7,1,4,12,-1,-1,West
10,7,True,True,True,True,True,True,True,False,False,8,6,4,13,5,1,7,1,3,12,-1,-1,West
9,7,True,True,True,True,True,True,True,False,False,8,5,4,14,5,1,7,1,3,12,-1,-1,West
8,7,True,True,True,True,True,True,True,False,False,8,5,3,14,5,1,7,1,2,12,-1,-1,South
8,6,True,True,True,True,True,True,True,False,False,8,5,4,14,5,1,7,1,1,12,-1,-1,South
8,5,True,True,True,True,True,False,True,False,False,1,1,4,14,5,1,7,1,-1,13,-1,-1,West
7,5,True,True,True,True,True,False,True,False,False,1,1,3,14,5,1,7,1,-1,13,-1,-1,West
6,5,True,True,True,True,True,False,True,False,False,1,1,3,14,5,1,7,1,-1,12,-1,-1,North
6,6,True,True,True,True,True,False,True,False,False,1,1,2,14,5,1,7,1,-1,12,-1,-1,North
6,7,True,True,True,True,True,False,True,False,False,1,1,3,14,5,1,7,1,-1,10,-1,-1,North
6,8,True,True,True,True,True,False,True,False,False,1,1,3,14,5,1,7,1,-1,9,-1,-1,North
6,9,True,True,True,True,True,False,True,False,False,1,1,3,13,5,1,7,1,-1,7,-1,-1,North
6,10,True,True,True,False,True,False,True,False,False,1,1,4,13,5,1,7,1,-1,5,-1,-1,North
6,11,True,True,True,True,True,False,True,False,False,1,1,4,12,5,1,7,1,-1,3,-1,-1,West
5,11,True,False,True,True,True,False,True,False,False,1,1,4,13,5,1,7,1,-1,3,-1,-1,West
4,11,True,False,True,True,True,False,True,False,False,1,1,4,13,5,1,7,1,-1,2,-1,-1,North
4,12,True,True,True,True,True,False,True,False,False,1,1,4,14,5,1,7,1,-1,2,-1,-1,North
4,13,True,True,True,True,True,False,True,False,False,1,1,4,14,5,1,7,1,-1,1,-1,-1,North
