@RELATION training_tutorial1.arff

   @ATTRIBUTE ticks NUMERIC
   @ATTRIBUTE screen_dim_x NUMERIC
   @ATTRIBUTE screen_dim_y NUMERIC
   @ATTRIBUTE pacman_pos_x NUMERIC
   @ATTRIBUTE pacman_pos_y NUMERIC
   @ATTRIBUTE legal_North {False, True}
   @ATTRIBUTE legal_South {False, True}
   @ATTRIBUTE legal_East {False, True}
   @ATTRIBUTE legal_West {False, True}
   @ATTRIBUTE legal_Stop {False, True}
   @ATTRIBUTE pacman_dir {East, North, South, Stop, West}
   @ATTRIBUTE ghost_num NUMERIC
   @ATTRIBUTE ghost1_alive {False, True}
   @ATTRIBUTE ghost2_alive {False, True}
   @ATTRIBUTE ghost3_alive {False, True}
   @ATTRIBUTE ghost4_alive {False, True}
   @ATTRIBUTE ghost1_x NUMERIC
   @ATTRIBUTE ghost1_y NUMERIC
   @ATTRIBUTE ghost2_x NUMERIC
   @ATTRIBUTE ghost2_y NUMERIC
   @ATTRIBUTE ghost3_x NUMERIC
   @ATTRIBUTE ghost3_y NUMERIC
   @ATTRIBUTE ghost4_x NUMERIC
   @ATTRIBUTE ghost4_y NUMERIC
   @ATTRIBUTE ghost1_dir {East, North, South, Stop, West, None}
   @ATTRIBUTE ghost2_dir {East, North, South, Stop, West, None}
   @ATTRIBUTE ghost3_dir {East, North, South, Stop, West, None}
   @ATTRIBUTE ghost4_dir {East, North, South, Stop, West, None}
   @ATTRIBUTE ghost1_dist NUMERIC
   @ATTRIBUTE ghost2_dist NUMERIC
   @ATTRIBUTE ghost3_dist NUMERIC
   @ATTRIBUTE ghost4_dist NUMERIC
   @ATTRIBUTE pacdots_remaining NUMERIC
   @ATTRIBUTE nearestpacdot_dist NUMERIC
   @ATTRIBUTE currentTickScore NUMERIC
   @ATTRIBUTE pacman_action {East, North, South, Stop, West, None}
   @ATTRIBUTE nextTickScore NUMERIC

   @data
23, 20, 9, 18, 4, True, True, False, False, True, South, 4, False, False, False, True, 1, 5, 5, 1, 3, 2, 18, 2, North, West, North, North, 18, -1, 17, 2, 54, 1, 1978, South, 2177
1, 20, 9, 9, 1, False, False, True, True, True, Stop, 4, True, True, True, True, 8, 5, 10, 5, 11, 5, 17, 7, None, None, None, None, 5, 5, 6, 14, 68, 1, 0, West, 99
2, 20, 9, 8, 1, True, False, True, True, True, West, 4, True, True, True, True, 9, 5, 10, 6, 10, 5, 17, 7, East, North, West, West, 5, 7, 6, 14, 67, 1, 99, North, 98
3, 20, 9, 8, 2, True, True, False, False, True, North, 4, True, True, True, True, 9, 4, 10, 7, 11, 5, 16, 7, South, North, East, East, 3, 7, 6, 14, 67, 2, 98, North, 97
4, 20, 9, 8, 3, False, True, True, False, True, North, 4, True, True, True, True, 9, 4, 9, 7, 11, 5, 17, 7, South, West, East, East, 2, 5, 5, 14, 67, 2, 97, East, 96
5, 20, 9, 9, 3, True, False, True, True, True, East, 4, True, True, True, True, 9, 5, 9, 6, 11, 5, 18, 7, North, South, East, South, 2, 3, 4, 12, 67, 3, 96, North, 95
6, 20, 9, 9, 4, True, True, False, False, True, North, 4, True, True, True, True, 9, 6, 9, 5, 10, 5, 18, 6, North, South, West, North, 2, 1, 2, 12, 67, 2, 95, North, 294
7, 20, 9, 9, 5, True, True, True, True, True, North, 4, True, False, True, True, 9, 7, 3, 2, 10, 6, 18, 7, North, North, North, West, 2, 9, 2, 10, 67, 1, 294, North, 593
8, 20, 9, 9, 6, True, True, True, False, True, North, 4, False, False, True, True, 1, 1, 3, 2, 10, 6, 17, 7, Stop, North, North, West, -1, 10, 1, 8, 66, 1, 593, East, 892
9, 20, 9, 10, 6, True, True, False, True, True, East, 4, False, False, False, True, 1, 2, 3, 2, 5, 1, 16, 7, North, North, Stop, East, 13, 11, -1, 8, 65, 1, 892, North, 991
10, 20, 9, 10, 7, False, True, True, True, True, North, 4, False, False, False, True, 1, 3, 3, 3, 5, 1, 17, 7, North, North, Stop, West, 13, 11, -1, 6, 64, 1, 991, East, 1090
11, 20, 9, 11, 7, False, False, True, True, True, East, 4, False, False, False, True, 1, 3, 4, 3, 4, 1, 16, 7, North, East, West, West, 14, 11, -1, 4, 63, 1, 1090, East, 1189
12, 20, 9, 12, 7, False, False, True, True, True, East, 4, False, False, False, True, 1, 4, 3, 3, 4, 1, 15, 7, North, West, West, West, 14, 13, -1, 3, 62, 1, 1189, East, 1288
13, 20, 9, 13, 7, False, True, False, True, True, East, 4, False, False, False, True, 1, 4, 3, 2, 5, 1, 15, 7, North, South, East, South, 15, 15, -1, 3, 61, 1, 1288, South, 1387
14, 20, 9, 13, 6, True, True, False, False, True, South, 4, False, False, False, True, 1, 4, 3, 1, 5, 1, 15, 6, North, South, East, North, 14, -1, -1, 3, 60, 1, 1387, South, 1486
15, 20, 9, 13, 5, True, True, True, False, True, South, 4, False, False, False, True, 1, 4, 4, 1, 4, 1, 15, 7, North, East, West, East, 13, -1, -1, 5, 59, 1, 1486, East, 1585
16, 20, 9, 14, 5, False, False, True, True, True, East, 4, False, False, False, True, 1, 3, 3, 1, 3, 1, 16, 7, South, West, West, East, 15, -1, -1, 5, 58, 1, 1585, East, 1684
17, 20, 9, 15, 5, True, False, True, True, True, East, 4, False, False, False, True, 1, 2, 4, 1, 4, 1, 17, 7, South, East, East, West, 17, -1, -1, 3, 57, 1, 1684, North, 1783
18, 20, 9, 15, 6, True, True, False, False, True, North, 4, False, False, False, True, 1, 2, 4, 1, 3, 1, 16, 7, South, East, West, West, 18, -1, -1, 1, 56, 1, 1783, North, 1982
1, 19, 7, 8, 1, True, False, True, True, True, Stop, 4, True, True, True, True, 1, 1, 1, 5, 10, 5, 17, 1, None, None, None, None, -1, 11, 6, -1, 22, 3, 0, West, -1
2, 19, 7, 7, 1, True, False, True, True, True, West, 4, True, True, True, True, 1, 2, 1, 5, 9, 5, 17, 1, North, Stop, West, North, 7, 10, 6, 11, 22, 2, -1, West, -2
3, 19, 7, 6, 1, False, False, True, True, True, West, 4, True, True, True, True, 1, 2, 1, 5, 10, 5, 17, 2, North, Stop, East, North, 6, 9, 8, 12, 22, 1, -2, West, 97
4, 19, 7, 5, 1, True, False, True, True, True, West, 4, True, True, True, True, 1, 3, 1, 4, 9, 5, 17, 2, North, South, West, North, 6, 7, 8, 13, 21, 1, 97, West, 196
5, 19, 7, 4, 1, False, False, True, True, True, West, 4, True, True, True, True, 1, 3, 1, 3, 8, 5, 17, 2, North, South, West, South, 5, 5, 8, -1, 20, 1, 196, West, 295
6, 19, 7, 3, 1, False, False, True, True, True, West, 4, True, True, True, True, 1, 4, 1, 2, 9, 5, 17, 1, North, South, East, North, 5, 3, 10, 15, 19, 1, 295, West, 394
7, 19, 7, 2, 1, False, False, True, True, True, West, 4, True, True, True, True, 1, 5, 1, 2, 8, 5, 17, 2, North, South, West, North, 5, 2, 10, 16, 18, 2, 394, West, 593
8, 19, 7, 1, 1, True, False, True, False, True, West, 4, True, False, True, True, 2, 5, 3, 1, 7, 5, 17, 2, East, Stop, West, North, 5, -1, 10, 18, 18, 1, 593, North, 692
9, 19, 7, 1, 2, True, True, False, False, True, North, 4, True, False, True, True, 2, 5, 4, 1, 6, 5, 17, 3, East, East, West, South, 4, -1, 8, 16, 17, 1, 692, North, 791
10, 19, 7, 1, 3, True, True, False, False, True, North, 4, True, False, True, True, 1, 5, 5, 1, 5, 5, 17, 2, West, East, West, North, 2, -1, 6, 16, 16, 1, 791, North, 1090
11, 19, 7, 1, 4, True, True, False, False, True, North, 4, False, False, True, True, 1, 1, 6, 1, 5, 5, 17, 3, Stop, East, West, North, -1, -1, 5, 17, 15, 2, 1090, North, 1089
12, 19, 7, 1, 5, False, True, True, False, True, North, 4, False, False, True, True, 2, 1, 5, 1, 5, 5, 17, 3, East, West, West, South, -1, -1, 4, 19, 15, 1, 1089, East, 1188
13, 19, 7, 2, 5, False, False, True, True, True, East, 4, False, False, True, True, 2, 1, 5, 2, 4, 5, 17, 2, East, North, West, South, -1, 6, 2, 18, 14, 6, 1188, East, 1387
14, 19, 7, 3, 5, False, True, True, True, True, East, 4, False, False, False, True, 1, 1, 5, 1, 5, 1, 17, 2, West, South, Stop, North, -1, -1, -1, 16, 14, 5, 1387, East, 1386
15, 19, 7, 4, 5, False, False, True, True, True, East, 4, False, False, False, True, 2, 1, 5, 2, 6, 1, 17, 3, East, North, East, South, -1, 4, -1, 16, 14, 4, 1386, East, 1385
16, 19, 7, 5, 5, False, True, True, True, True, East, 4, False, False, False, True, 2, 1, 5, 2, 5, 1, 17, 2, East, North, West, South, -1, 3, -1, -1, 14, 3, 1385, East, 1384
17, 19, 7, 6, 5, False, False, True, True, True, East, 4, False, False, False, True, 3, 1, 5, 3, 6, 1, 17, 1, East, North, East, South, -1, 3, -1, -1, 14, 4, 1384, East, 1383
18, 19, 7, 7, 5, False, False, True, True, True, East, 4, False, False, False, True, 2, 1, 5, 4, 7, 1, 17, 1, West, North, East, North, -1, 3, -1, 13, 14, 5, 1383, East, 1382
19, 19, 7, 8, 5, False, False, True, True, True, East, 4, False, False, False, True, 2, 1, 5, 5, 7, 2, 17, 2, West, North, North, North, -1, 3, 4, 12, 14, 6, 1382, East, 1381
20, 19, 7, 9, 5, False, False, True, True, True, East, 4, False, False, False, True, 2, 1, 4, 5, 7, 2, 17, 2, West, West, North, South, -1, 5, 5, -1, 14, 5, 1381, East, 1380
21, 19, 7, 10, 5, False, False, True, True, True, East, 4, False, False, False, True, 1, 1, 5, 5, 7, 1, 17, 1, West, East, South, South, -1, 5, -1, -1, 14, 4, 1380, East, 1379
22, 19, 7, 11, 5, False, False, True, True, True, East, 4, False, False, False, True, 2, 1, 4, 5, 8, 1, 17, 1, East, West, East, South, -1, 7, -1, -1, 14, 3, 1379, East, 1378
23, 19, 7, 12, 5, False, True, True, True, True, East, 4, False, False, False, True, 1, 1, 5, 5, 7, 1, 17, 1, West, East, West, North, -1, 7, -1, 8, 14, 2, 1378, East, 1377
24, 19, 7, 13, 5, False, False, True, True, True, East, 4, False, False, False, True, 1, 1, 5, 4, 8, 1, 17, 2, West, South, East, North, -1, 9, -1, 6, 14, 1, 1377, East, 1476
25, 19, 7, 14, 5, False, True, True, True, True, East, 4, False, False, False, True, 2, 1, 5, 5, 8, 1, 17, 3, East, North, East, North, -1, 9, -1, 5, 13, 1, 1476, East, 1575
26, 19, 7, 15, 5, False, False, True, True, True, East, 4, False, False, False, True, 3, 1, 5, 4, 8, 1, 17, 3, East, South, East, South, -1, 11, -1, 5, 12, 1, 1575, East, 1674
27, 19, 7, 16, 5, False, False, True, True, True, East, 4, False, False, False, True, 2, 1, 5, 3, 7, 1, 17, 2, West, South, West, South, -1, 13, -1, -1, 11, 1, 1674, East, 1773
28, 19, 7, 17, 5, False, True, False, True, True, East, 4, False, False, False, True, 2, 1, 5, 3, 8, 1, 17, 1, West, South, East, South, -1, 14, -1, -1, 10, 1, 1773, South, 1872
29, 19, 7, 17, 4, True, True, False, False, True, South, 4, False, False, False, True, 1, 1, 5, 2, 9, 1, 17, 1, West, South, East, South, -1, 14, -1, -1, 9, 1, 1872, South, 1971
30, 19, 7, 17, 3, True, True, False, False, True, South, 4, False, False, False, True, 1, 2, 5, 2, 9, 1, 17, 1, North, South, East, South, 17, 13, -1, -1, 8, 1, 1971, South, 2070
31, 19, 7, 17, 2, True, True, False, False, True, South, 4, False, False, False, True, 1, 1, 5, 3, 9, 1, 17, 1, South, North, East, South, -1, 13, -1, -1, 7, 2, 2070, South, 2269
1, 30, 20, 1, 18, False, True, True, False, True, Stop, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, None, None, None, None, 13, 25, 28, 35, 0, -1, 0, South, -1
2, 30, 20, 1, 17, True, True, False, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 12, 24, 27, 34, 0, -1, -1, South, -2
3, 30, 20, 1, 16, True, True, True, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 11, 23, 26, 33, 0, -1, -2, South, -3
4, 30, 20, 1, 15, True, True, True, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 10, 22, 25, 32, 0, -1, -3, South, -4
5, 30, 20, 1, 14, True, True, True, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 9, 21, 24, 31, 0, -1, -4, South, -5
6, 30, 20, 1, 13, True, True, False, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 8, 20, 23, 30, 0, -1, -5, South, -6
7, 30, 20, 1, 12, True, True, True, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 7, 19, 22, 29, 0, -1, -6, South, -7
8, 30, 20, 1, 11, True, True, False, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 6, 18, 21, 28, 0, -1, -7, South, -8
9, 30, 20, 1, 10, True, True, False, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 5, 17, 20, 27, 0, -1, -8, South, -9
10, 30, 20, 1, 9, True, True, False, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 4, 16, 19, 26, 0, -1, -9, South, -10
11, 30, 20, 1, 8, True, True, False, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 5, 15, 18, 25, 0, -1, -10, South, -11
12, 30, 20, 1, 7, True, True, False, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 6, 14, 17, 24, 0, -1, -11, South, -12
13, 30, 20, 1, 6, True, True, True, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 7, 13, 16, 25, 0, -1, -12, East, -13
14, 30, 20, 2, 6, False, True, True, True, True, East, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 6, 12, 15, 24, 0, -1, -13, East, -14
15, 30, 20, 3, 6, True, True, True, True, True, East, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 5, 11, 14, 23, 0, -1, -14, East, -15
16, 30, 20, 4, 6, True, True, True, True, True, East, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 4, 10, 13, 22, 0, -1, -15, East, -16
17, 30, 20, 5, 6, True, True, True, True, True, East, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 3, 9, 12, 21, 0, -1, -16, North, -17
18, 30, 20, 5, 7, True, True, True, True, True, North, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 2, 10, 13, 20, 0, -1, -17, North, -18
19, 30, 20, 5, 8, True, True, True, True, True, North, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 1, 11, 14, 21, 0, -1, -18, North, 181
20, 30, 20, 5, 9, True, True, True, True, True, North, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 12, 15, 22, 0, -1, 181, East, 180
21, 30, 20, 6, 9, True, True, False, True, True, East, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 11, 14, 21, 0, -1, 180, South, 179
22, 30, 20, 6, 8, True, True, False, True, True, South, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 10, 13, 20, 0, -1, 179, South, 178
23, 30, 20, 6, 7, True, True, False, True, True, South, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 9, 12, 19, 0, -1, 178, South, 177
24, 30, 20, 6, 6, True, False, True, True, True, South, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 8, 11, 20, 0, -1, 177, East, 176
25, 30, 20, 7, 6, False, False, True, True, True, East, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 7, 10, 19, 0, -1, 176, East, 175
26, 30, 20, 8, 6, True, True, True, True, True, East, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 6, 9, 18, 0, -1, 175, East, 174
27, 30, 20, 9, 6, True, True, True, True, True, East, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 5, 8, 17, 0, -1, 174, East, 173
28, 30, 20, 10, 6, True, True, True, True, True, East, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 4, 7, 16, 0, -1, 173, East, 172
29, 30, 20, 11, 6, True, True, False, True, True, East, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 3, 6, 15, 0, -1, 172, South, 171
30, 30, 20, 11, 5, True, True, False, True, True, South, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 2, 7, 16, 0, -1, 171, South, 170
31, 30, 20, 11, 4, True, True, False, True, True, South, 4, False, True, True, True, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 1, 8, 17, 0, -1, 170, South, 369
32, 30, 20, 11, 3, True, False, False, True, True, South, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 9, 18, 0, -1, 369, North, 368
33, 30, 20, 11, 4, True, True, False, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 8, 17, 0, -1, 368, North, 367
34, 30, 20, 11, 5, True, True, False, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 7, 16, 0, -1, 367, North, 366
35, 30, 20, 11, 6, True, True, False, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 6, 15, 0, -1, 366, North, 365
36, 30, 20, 11, 7, True, True, False, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 7, 14, 0, -1, 365, North, 364
37, 30, 20, 11, 8, True, True, False, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 8, 15, 0, -1, 364, North, 363
38, 30, 20, 11, 9, True, True, False, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 9, 16, 0, -1, 363, North, 362
39, 30, 20, 11, 10, True, True, False, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 10, 17, 0, -1, 362, North, 361
40, 30, 20, 11, 11, True, True, False, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 11, 18, 0, -1, 361, North, 360
41, 30, 20, 11, 12, False, True, True, True, True, North, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 12, 19, 0, -1, 360, East, 359
42, 30, 20, 12, 12, False, False, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 11, 18, 0, -1, 359, East, 358
43, 30, 20, 13, 12, False, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 10, 17, 0, -1, 358, East, 357
44, 30, 20, 14, 12, True, True, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 9, 16, 0, -1, 357, South, 356
45, 30, 20, 14, 11, True, True, True, True, True, South, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 8, 15, 0, -1, 356, South, 355
46, 30, 20, 14, 10, True, True, True, True, True, South, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 7, 14, 0, -1, 355, South, 354
47, 30, 20, 14, 9, True, True, False, True, True, South, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 6, 13, 0, -1, 354, South, 353
48, 30, 20, 14, 8, True, True, True, True, True, South, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 5, 12, 0, -1, 353, South, 352
49, 30, 20, 14, 7, True, True, False, True, True, South, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 4, 11, 0, -1, 352, South, 351
50, 30, 20, 14, 6, True, True, True, True, True, South, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 3, 12, 0, -1, 351, East, 350
51, 30, 20, 15, 6, False, False, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 2, 11, 0, -1, 350, East, 349
52, 30, 20, 16, 6, False, False, True, True, True, East, 4, False, False, True, True, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 1, 10, 0, -1, 349, East, 548
53, 30, 20, 17, 6, False, True, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 9, 0, -1, 548, East, 547
54, 30, 20, 18, 6, False, True, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 8, 0, -1, 547, East, 546
55, 30, 20, 19, 6, False, True, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 7, 0, -1, 546, East, 545
56, 30, 20, 20, 6, False, True, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 6, 0, -1, 545, East, 544
57, 30, 20, 21, 6, False, False, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 5, 0, -1, 544, East, 543
58, 30, 20, 22, 6, False, False, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 4, 0, -1, 543, East, 542
59, 30, 20, 23, 6, True, True, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 3, 0, -1, 542, East, 541
60, 30, 20, 24, 6, True, True, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 2, 0, -1, 541, East, 540
61, 30, 20, 25, 6, True, True, True, True, True, East, 4, False, False, False, True, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 1, 0, -1, 540, North, 739
1, 30, 20, 1, 18, False, True, True, False, True, Stop, 4, True, True, True, True, 5, 9, 11, 3, 17, 6, 25, 7, None, None, None, None, 13, 25, 28, 35, 0, -1, 0, South, -1
2, 30, 20, 1, 17, True, True, False, False, True, South, 4, True, True, True, True, 4, 9, 10, 3, 17, 5, 25, 7, West, West, South, South, 11, 23, 28, 35, 0, -1, -1, South, -2
3, 30, 20, 1, 16, True, True, True, False, True, South, 4, True, True, True, True, 4, 10, 11, 3, 17, 5, 25, 6, North, East, South, West, 9, 23, 27, 33, 0, -1, -2, South, -3
4, 30, 20, 1, 15, True, True, True, False, True, South, 4, True, True, True, True, 4, 10, 10, 3, 17, 4, 24, 6, North, West, South, South, 8, 21, 27, 33, 0, -1, -3, South, -4
5, 30, 20, 1, 14, True, True, True, False, True, South, 4, True, True, True, True, 5, 10, 11, 3, 17, 5, 24, 5, East, East, North, South, 8, 21, 25, 32, 0, -1, -4, South, -5
6, 30, 20, 1, 13, True, True, False, False, True, South, 4, True, True, True, True, 5, 10, 10, 3, 18, 5, 24, 5, East, West, East, West, 7, 19, 25, 30, 0, -1, -5, South, -6
7, 30, 20, 1, 12, True, True, True, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 17, 5, 23, 5, South, East, West, North, 7, 19, 23, 28, 0, -1, -6, South, -7
8, 30, 20, 1, 11, True, True, False, False, True, South, 4, True, True, True, True, 6, 9, 11, 3, 17, 6, 23, 6, East, East, North, North, 7, 18, 21, 26, 0, -1, -7, South, -8
9, 30, 20, 1, 10, True, True, False, False, True, South, 4, True, True, True, True, 6, 9, 11, 4, 17, 6, 23, 7, East, North, North, East, 6, 16, 20, 26, 0, -1, -8, South, -9
10, 30, 20, 1, 9, True, True, False, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 16, 6, 24, 7, West, South, West, South, 4, 16, 18, 26, 0, -1, -9, South, -10
11, 30, 20, 1, 8, True, True, False, False, True, South, 4, True, True, True, True, 5, 9, 11, 3, 16, 6, 24, 6, West, South, West, North, 5, 15, 17, 24, 0, -1, -10, South, -11
12, 30, 20, 1, 7, True, True, False, False, True, South, 4, True, True, True, True, 4, 9, 10, 3, 15, 6, 24, 7, West, West, West, North, 5, 13, 15, 23, 0, -1, -11, South, -12
13, 30, 20, 1, 6, True, True, True, False, True, South, 4, True, True, True, True, 4, 10, 9, 3, 16, 6, 24, 7, North, West, East, South, 7, 11, 15, 23, 0, -1, -12, East, -13
14, 30, 20, 2, 6, False, True, True, True, True, East, 4, True, True, True, True, 4, 10, 8, 3, 16, 6, 24, 6, North, West, East, South, 6, 9, 14, 23, 0, -1, -13, East, -14
15, 30, 20, 3, 6, True, True, True, True, True, East, 4, True, True, True, True, 4, 10, 8, 3, 15, 6, 24, 5, North, West, West, South, 5, 8, 12, 22, 0, -1, -14, East, -15
16, 30, 20, 4, 6, True, True, True, True, True, East, 4, True, True, True, True, 3, 10, 7, 3, 15, 6, 24, 5, West, West, West, West, 5, 6, 11, 20, 0, -1, -15, West, -16
17, 30, 20, 3, 6, True, True, True, True, True, West, 4, True, True, True, True, 3, 9, 6, 3, 14, 6, 23, 5, South, West, West, North, 3, 6, 11, 20, 0, -1, -16, North, -17
18, 30, 20, 3, 7, True, True, True, False, True, North, 4, True, True, True, True, 4, 9, 7, 3, 14, 7, 23, 6, East, East, North, West, 3, 8, 11, 20, 0, -1, -17, East, -18
19, 30, 20, 4, 7, True, True, True, True, True, East, 4, True, True, True, True, 4, 8, 8, 3, 14, 7, 22, 6, South, East, North, East, 1, 8, 10, 20, 0, -1, -18, North, 181
20, 30, 20, 4, 8, True, True, True, True, True, North, 4, False, True, True, True, 1, 1, 9, 3, 14, 8, 23, 6, Stop, East, North, North, -1, 10, 10, 20, 0, -1, 181, East, 180
