@relation InstanceResultListener

@attribute Key_Dataset {'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last'}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.ZeroR,weka.classifiers.functions.SimpleLinearRegression,weka.classifiers.lazy.IBk,weka.classifiers.rules.M5Rules,weka.classifiers.trees.RandomForest,weka.classifiers.trees.M5P,weka.classifiers.functions.LinearRegression}
@attribute Key_Scheme_options {'','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-M 4.0 -num-decimal-places 4','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1','-S 0 -R 1.0E-8 -num-decimal-places 4'}
@attribute Key_Scheme_version_ID {48055541465867954,1679336022895414137,-3080186098777067172,-1746114858746563180,1116839470751428698,-6118439039768244417,-3364580862046573747}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute Correlation_coefficient numeric
@attribute Number_unclassified numeric
@attribute Percent_unclassified numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',1,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,811.667606,934.333061,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,821.723544,986.334838,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,835.109905,951.232326,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,802.792484,957.28629,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,883.942907,1033.497018,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,777.307715,894.884797,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,870.808794,1045.669129,100,100,-0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,766.269122,871.851534,100,100,-0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,792.383572,912.441265,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,804.946139,937.93884,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',2,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,814.368223,1023.484675,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,852.090841,1014.718924,100,100,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,882.789149,1030.049749,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,836.260163,948.180888,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,838.218002,1011.230001,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,777.691107,922.415801,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,724.282661,844.373782,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,801.151684,922.268734,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,763.722558,878.729435,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,851.541516,1039.30079,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',3,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,829.139392,986.344914,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,837.821221,940.868352,100,100,0,0,0,?,?,?,?,?,?,0,0.001,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,844.221619,1036.200851,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,877.825535,1018.791449,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,808.137863,933.12086,100,100,-0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,774.038925,877.149286,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,802.459433,919.980327,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,821.69031,1000.503019,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,821.529807,995.383471,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,775.355072,951.616751,100,100,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',4,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,796.986782,934.064227,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,802.178314,945.538642,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,792.029965,943.852495,100,100,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,917.713688,1112.187375,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,803.13559,939.153546,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,929.000763,1104.601858,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,727.121752,839.601529,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,835.214286,987.969616,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,741.846065,860.127862,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,825.153566,989.535597,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',5,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,736,81,791.125772,868.057795,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93654,11779,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',6,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,785.40302,868.689564,100,100,-0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',6,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,766.923527,898.778552,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',6,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,813.345512,924.920755,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',6,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,818.989248,1030.843529,100,100,-0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-12,17-28,36-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last',6,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20220326.1509,735,82,816.354073,936.658725,100,100,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,492,93529,11904,?,?,?,?,?
